"","time","humidity","temperature","pressure","voc","pm1.0_atm","pm2.5_atm","pm10.0_atm"
"1",2024-04-10,8.07142857142857,76.9285714285714,835.602857142857,NA,0.222857142857143,0.7075,1.49357142857143
"2",2024-04-11,16.804469273743,66.3561452513967,837.661187150838,72.2219832402235,0.135649441340782,0.58891061452514,1.33999301675978
"3",2024-04-12,13.0041841004184,68.0209205020921,837.093486750349,82.7135564853557,0.252022315202232,0.776046025104603,1.64379358437936
"4",2024-04-13,17.4275668073136,69.2137834036568,838.824838255978,75.0525316455696,0.491504922644163,1.00405063291139,1.4571800281294
"5",2024-04-14,13.7968970380818,66.0282087447109,838.310296191819,83.7327080394922,0.108815232722144,0.46132581100141,1.03220028208745
"6",2024-04-15,13.0112201963534,62.2272089761571,833.858022440393,79.0988920056101,0.0307784011220196,0.314572230014025,1.06855539971949
"7",2024-04-16,16.5203366058906,61.6493688639551,835.85141654979,78.5673211781206,0.00110799438990182,0.0169214586255259,0.234067321178121
"8",2024-04-17,12.3868715083799,66.6550279329609,837.034511173184,84.5963268156425,3.53460195530726,5.91699022346369,8.11738826815643
"9",2024-04-18,12.6330532212885,69.3417366946779,837.221652661064,76.073431372549,0.15047619047619,0.317640056022409,0.636421568627451
"10",2024-04-19,10.843661971831,72.9338028169014,836.027591549296,78.9857323943662,0.782260563380282,1.40854929577465,2.03971830985915
"11",2024-04-20,10.9887165021157,72.8730606488011,835.553850493653,73.9728913963329,0.214520451339915,0.574837799717913,0.953631875881523
"12",2024-04-21,18.2889518413598,68.9249291784703,839.208781869688,67.5661614730878,1.55033994334278,2.32295325779037,3.03514872521246
"13",2024-04-22,26.4591549295775,69.4042253521127,838.441732394366,66.0646056338028,1.85130281690141,2.80935211267606,3.46146478873239
"14",2024-04-23,14.8840169731259,74.5134370579915,836.087001414427,93.9537340876945,0.771492220650636,1.28846534653465,1.78435643564356
"15",2024-04-24,14.4736091298145,72.586305278174,837.533067047076,81.9035092724679,0.621818830242511,1.14449358059914,1.70040656205421
"16",2024-04-25,14.0302158273381,67.5021582733813,834.528949640288,85.4215251798561,0.288115107913669,0.76989928057554,1.54193525179856
"17",2024-04-26,21.4735336194564,62.6523605150215,831.948397711016,71.680200286123,548.117818311874,548.473519313305,549.103361945637
"18",2024-04-27,22.1310541310541,60.2179487179487,830.037735042735,NA,0.0452564102564103,0.333162393162393,1.12393874643875
"19",2024-04-28,26.5035460992908,60.1730496453901,834.346085106383,63.1268368794326,0.0908794326241135,0.38,0.92622695035461
"20",2024-04-29,18.0963172804533,66.9546742209632,835.681543909348,73.3170538243626,0.00225212464589235,0.0327195467422096,0.291777620396601
"21",2024-04-30,13.998556998557,70.040404040404,834.216089466089,77.5332756132756,0.0137301587301587,0.107893217893218,0.501551226551227
"22",2024-05-01,12.0028129395218,71.365682137834,832.505639943741,78.3921378340366,0.0931715893108298,0.391863572433193,0.966111111111111
"23",2024-05-02,13.4741980474198,70.8228730822873,832.700557880056,64.2522873082287,0.348584379358438,0.868563458856346,1.69181311018131
"24",2024-05-03,13.1629526462396,71.1518105849582,833.256935933148,69.8312395543175,0.285,0.744895543175487,1.47342618384401
"25",2024-05-04,12.4408901251739,72.461752433936,833.017872044506,76.5550486787204,0.365410292072323,0.878428372739917,1.71013908205841
"26",2024-05-05,12.1536312849162,71.6103351955307,832.899469273743,72.4284217877095,0.54663407821229,1.12402234636872,2.18107541899441
"27",2024-05-06,16.1064425770308,69.6134453781513,832.051414565826,68.4358263305322,0.0963305322128852,0.450952380952381,1.27946078431373
"28",2024-05-07,12.2755244755245,65.7412587412587,833.350629370629,78.0217902097902,0.119034965034965,0.504895104895105,1.60604895104895
"29",2024-05-08,9.3050139275766,68.7785515320334,830.676142061281,77.4377298050139,0.19858635097493,0.664101671309192,1.52761838440111
"30",2024-05-09,13.7827298050139,69.158774373259,832.280752089137,63.211295264624,0.322221448467967,0.885905292479109,1.90374651810585
"31",2024-05-10,11.6063977746871,72.7148817802504,835.559109874826,74.9910570236439,1.1617107093185,1.97623783031989,3.32474965229485
"32",2024-05-11,16.0892608089261,71.5620641562064,833.386234309623,72.4824546722455,2.78642259414226,4.51145746164575,6.11267782426778
"33",2024-05-12,13.0140056022409,68.5770308123249,833.205700280112,62.8058403361345,2.5053781512605,3.63770308123249,4.3150700280112
"34",2024-05-13,13.0625,72.0777777777778,834.434916666667,68.4122638888889,1.91407638888889,2.94063194444444,3.54583333333333
"35",2024-05-14,14.144645340751,76.4339360222531,834.18157162726,70.935702364395,0.566766342141864,0.94067454798331,1.31164812239221
"36",2024-05-15,11.6476323119777,77.7548746518106,832.199902506964,69.9133426183844,1.59052228412256,2.27782033426184,2.8466713091922
"37",2024-05-16,19.7196652719665,72.6778242677824,832.52829846583,63.0060251046025,1.50322175732218,2.20277545327755,2.77954672245467
"38",2024-05-17,22.672268907563,74.4047619047619,834.446008403361,66.335,0.497822128851541,0.829635854341737,1.1959943977591
"39",2024-05-18,12.4692737430168,78.7653631284916,836.089259776536,NA,1.32616620111732,1.87084497206704,2.48127094972067
"40",2024-05-19,11.2747559274756,78.5927475592748,836.47949790795,84.3450627615063,1.00175034867503,1.46531380753138,1.96151324965133
"41",2024-05-20,9.14603616133519,76.2169680111266,835.246300417246,82.0709179415855,0.812385257301808,0.795827538247566,1.28931154381085
"42",2024-05-21,15.5618915159944,74.4450625869263,834.632614742698,71.5755771905424,1.19420027816412,1.98313630041725,3.00306675938804
