"UTCDateTime","mac_address","firmware_ver","hardware","current_temp_f","current_humidity","current_dewpoint_f","pressure","adc","mem","rssi","uptime","pm1_0_cf_1","pm2_5_cf_1","pm10_0_cf_1","pm1_0_atm","pm2_5_atm","pm10_0_atm","pm2#5_aqi_cf_1","pm2#5_aqi_atm","p_0_3_um","p_0_5_um","p_1_0_um","p_2_5_um","p_5_0_um","p_10_0_um","pm1_0_cf_1_b","pm2_5_cf_1_b","pm10_0_cf_1_b","pm1_0_atm_b","pm2_5_atm_b","pm10_0_atm_b","pm2#5_aqi_cf_1_b","pm2#5_aqi_atm_b","p_0_3_um_b","p_0_5_um_b","p_1_0_um_b","p_2_5_um_b","p_5_0_um_b","p_10_0_um_b","gas"
"2024/02/22T20:55:32z","d8:bc:38:84:4c:97",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",75,13,21,877.76,NA,26040,0,100,0,0.61,0.61,0,0.61,0.61,3,3,124.23,36.43,5.66,2.75,0,0,0,0.65,0.7,0,0.65,0.7,3,3,143.79,40.49,5.21,2.93,0.05,0.05,NA
"2024/02/22T22:14:58z","d8:bc:38:84:4c:97",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",77,12,21,876.91,NA,26352,0,100,0,0.71,0.73,0,0.71,0.73,3,3,142.93,41.56,6.31,3.27,0,0,0.02,0.95,1.12,0.02,0.95,1.12,4,4,155.58,45.28,7.93,3.95,0.35,0.12,NA
"2024/02/22T22:16:58z","d8:bc:38:84:4c:97",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,21,876.81,0.02,26264,0,220,0,0.59,0.76,0,0.59,0.76,2,2,136.17,37.73,6.81,2.71,0.17,0,0,0.27,0.77,0,0.27,0.77,1,1,181.34,50.48,5.95,2.55,0.09,0,50
"2024/02/22T22:18:58z","d8:bc:38:84:4c:97",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,876.77,0.02,26264,0,340,0,0.07,0.14,0,0.07,0.14,0,0,170.79,46.43,3,0.07,0.07,0,0,0,0,0,0,0,0,0,188.69,52.08,3.78,0,0,0,NA
"2024/02/22T22:20:58z","d8:bc:38:84:4c:97",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,10,19,876.7,0.02,26264,0,460,0,0,0.23,0,0,0.23,0,0,143.3,36.96,3.09,0.68,0.43,0,0,0.02,0.02,0,0.02,0.02,0,0,145.53,39.42,5.1,0.63,0.24,0,50
"2024/02/22T22:22:58z","d8:bc:38:84:4c:97",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,10,19,876.77,0.02,26264,0,580,0.16,0.33,0.33,0.16,0.33,0.33,1,1,176.69,54.09,5.72,0.29,0.03,0,0,0.19,0.19,0,0.19,0.19,1,1,186.32,49.88,6.05,0.68,0,0,50
"2024/02/22T22:24:58z","d8:bc:38:84:4c:97",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,10,20,876.72,0.02,26264,0,700,0,0.08,0.1,0,0.08,0.1,0,0,164.39,45.07,3.08,0.41,0.19,0.19,0,0,0.2,0,0,0.2,0,0,162.8,39.84,4.84,0.39,0.39,0,50
"2024/02/22T22:26:58z","d8:bc:38:84:4c:97",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,10,19,876.8,0.02,26264,0,820,0,0.02,0.02,0,0.02,0.02,0,0,133.86,40.62,3.22,0.22,0,0,0,0.16,0.16,0,0.16,0.16,1,1,138.21,38.55,5.09,0.81,0.19,0,50
"2024/02/22T22:28:58z","d8:bc:38:84:4c:97",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,10,19,876.82,0.02,26264,0,940,0,0,0,0,0,0,0,0,119.16,31.37,2.54,0,0,0,0,0.14,0.14,0,0.14,0.14,1,1,135.66,36.03,4.34,0.54,0,0,50
"2024/02/22T22:30:58z","d8:bc:38:84:4c:97",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,10,19,876.72,0.02,26264,0,1060,0,0.19,0.19,0,0.19,0.19,1,1,157.93,44.1,5.17,0,0,0,0,0.05,0.05,0,0.05,0.05,0,0,166.4,45.78,3.76,0.64,0,0,50
