"","timestamp_datetime","GC1_PM2_5","GC2_PM2_5","GC3_PM2_5","GC4_PM2_5","GC5_PM2_5","GC6_PM2_5","GC7_PM2_5","GC8_PM2_5","GC9_PM2_5","GC10_PM2_5"
"80561",2024-03-11 22:22:40,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"80562",2024-03-11 22:22:41,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80564",2024-03-11 22:22:43,NA,NA,NA,NA,1.07,NA,NA,NA,NA,NA
"80566",2024-03-11 22:22:45,NA,NA,NA,0.18,NA,NA,1.11,NA,NA,NA
"80567",2024-03-11 22:22:46,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA
"80568",2024-03-11 22:22:47,NA,NA,NA,NA,NA,1.89,NA,NA,NA,NA
"80570",2024-03-11 22:22:49,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.89
"80681",2024-03-11 22:24:40,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
"80682",2024-03-11 22:24:41,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80684",2024-03-11 22:24:43,NA,NA,NA,NA,1.17,NA,NA,NA,NA,NA
"80686",2024-03-11 22:24:45,NA,NA,NA,0.72,NA,NA,1.1,NA,NA,NA
"80687",2024-03-11 22:24:46,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA
"80688",2024-03-11 22:24:47,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"80690",2024-03-11 22:24:49,NA,NA,NA,NA,NA,NA,NA,NA,1.34,0.85
"80801",2024-03-11 22:26:40,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA
"80802",2024-03-11 22:26:41,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80804",2024-03-11 22:26:43,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA
"80805",2024-03-11 22:26:44,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA
"80806",2024-03-11 22:26:45,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA
"80807",2024-03-11 22:26:46,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA
"80808",2024-03-11 22:26:47,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA
"80810",2024-03-11 22:26:49,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.1
"80873",2024-03-11 22:27:52,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA
"80921",2024-03-11 22:28:40,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"80922",2024-03-11 22:28:41,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80924",2024-03-11 22:28:43,NA,NA,NA,NA,0.89,NA,NA,NA,NA,NA
"80925",2024-03-11 22:28:44,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA
"80926",2024-03-11 22:28:45,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA
"80927",2024-03-11 22:28:46,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA
"80928",2024-03-11 22:28:47,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA
"80930",2024-03-11 22:28:49,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.32
"80993",2024-03-11 22:29:52,NA,NA,1.19,NA,NA,NA,NA,NA,NA,NA
"81041",2024-03-11 22:30:40,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA
"81042",2024-03-11 22:30:41,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81044",2024-03-11 22:30:43,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"81045",2024-03-11 22:30:44,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA
"81046",2024-03-11 22:30:45,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA
"81047",2024-03-11 22:30:46,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA
"81048",2024-03-11 22:30:47,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA
"81050",2024-03-11 22:30:49,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.69
"81113",2024-03-11 22:31:52,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA
"81161",2024-03-11 22:32:40,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA
"81162",2024-03-11 22:32:41,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81164",2024-03-11 22:32:43,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA
"81165",2024-03-11 22:32:44,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA
"81166",2024-03-11 22:32:45,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA
"81167",2024-03-11 22:32:46,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA
"81168",2024-03-11 22:32:47,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA
"81170",2024-03-11 22:32:49,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.58
"81233",2024-03-11 22:33:52,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA
"81281",2024-03-11 22:34:40,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA
"81282",2024-03-11 22:34:41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81284",2024-03-11 22:34:43,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA
"81285",2024-03-11 22:34:44,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA
"81286",2024-03-11 22:34:45,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA
"81287",2024-03-11 22:34:46,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA
"81288",2024-03-11 22:34:47,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA
"81290",2024-03-11 22:34:49,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.65
"81353",2024-03-11 22:35:52,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA
"81401",2024-03-11 22:36:40,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA
"81402",2024-03-11 22:36:41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81404",2024-03-11 22:36:43,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA
"81405",2024-03-11 22:36:44,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA
"81406",2024-03-11 22:36:45,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA
"81407",2024-03-11 22:36:46,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA
"81408",2024-03-11 22:36:47,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA
"81410",2024-03-11 22:36:49,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.55
"81473",2024-03-11 22:37:52,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA
"81521",2024-03-11 22:38:40,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA
"81522",2024-03-11 22:38:41,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81524",2024-03-11 22:38:43,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA
"81525",2024-03-11 22:38:44,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA
"81526",2024-03-11 22:38:45,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA
"81527",2024-03-11 22:38:46,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA
"81528",2024-03-11 22:38:47,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA
"81530",2024-03-11 22:38:49,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.27
"81593",2024-03-11 22:39:52,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA
"81641",2024-03-11 22:40:40,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA
"81642",2024-03-11 22:40:41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81644",2024-03-11 22:40:43,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA
"81645",2024-03-11 22:40:44,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA
"81646",2024-03-11 22:40:45,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA
"81647",2024-03-11 22:40:46,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA
"81648",2024-03-11 22:40:47,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA
"81650",2024-03-11 22:40:49,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.31
"81713",2024-03-11 22:41:52,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA
"81741",2024-03-11 22:42:20,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"81742",2024-03-11 22:42:21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81744",2024-03-11 22:42:23,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA
"81746",2024-03-11 22:42:25,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA
"81747",2024-03-11 22:42:26,NA,NA,NA,NA,NA,NA,0.48,0.41,NA,NA
"81748",2024-03-11 22:42:27,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA
"81751",2024-03-11 22:42:30,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.24
"81833",2024-03-11 22:43:52,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA
"81861",2024-03-11 22:44:20,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA
"81862",2024-03-11 22:44:21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81864",2024-03-11 22:44:23,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA
"81866",2024-03-11 22:44:25,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA
"81867",2024-03-11 22:44:26,NA,NA,NA,NA,NA,NA,0.22,0.54,NA,NA
"81868",2024-03-11 22:44:27,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA
"81871",2024-03-11 22:44:30,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.52
"81953",2024-03-11 22:45:52,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA
"81981",2024-03-11 22:46:20,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA
"81982",2024-03-11 22:46:21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81984",2024-03-11 22:46:23,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA
"81986",2024-03-11 22:46:25,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA
"81987",2024-03-11 22:46:26,NA,NA,NA,NA,NA,NA,0.44,0.86,NA,NA
"81988",2024-03-11 22:46:27,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA
"81991",2024-03-11 22:46:30,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.16
"82053",2024-03-11 22:47:32,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA
"82101",2024-03-11 22:48:20,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA
"82102",2024-03-11 22:48:21,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82104",2024-03-11 22:48:23,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA
"82106",2024-03-11 22:48:25,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA
"82107",2024-03-11 22:48:26,NA,NA,NA,NA,NA,NA,0.75,0.38,NA,NA
"82108",2024-03-11 22:48:27,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA
"82111",2024-03-11 22:48:30,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.39
"82173",2024-03-11 22:49:32,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA
"82221",2024-03-11 22:50:20,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA
"82222",2024-03-11 22:50:21,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82224",2024-03-11 22:50:23,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA
"82226",2024-03-11 22:50:25,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA
"82227",2024-03-11 22:50:26,NA,NA,NA,NA,NA,NA,0.34,0.46,NA,NA
"82228",2024-03-11 22:50:27,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA
"82231",2024-03-11 22:50:30,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.53
"82293",2024-03-11 22:51:32,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA
"82341",2024-03-11 22:52:20,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA
"82342",2024-03-11 22:52:21,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82344",2024-03-11 22:52:23,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA
"82346",2024-03-11 22:52:25,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA
"82347",2024-03-11 22:52:26,NA,NA,NA,NA,NA,NA,0.1,0.38,NA,NA
"82348",2024-03-11 22:52:27,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA
"82351",2024-03-11 22:52:30,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.68
"82413",2024-03-11 22:53:32,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA
"82461",2024-03-11 22:54:20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"82462",2024-03-11 22:54:21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82464",2024-03-11 22:54:23,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA
"82466",2024-03-11 22:54:25,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA
"82467",2024-03-11 22:54:26,NA,NA,NA,NA,NA,NA,0.04,0.24,NA,NA
"82468",2024-03-11 22:54:27,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA
"82471",2024-03-11 22:54:30,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.34
"82533",2024-03-11 22:55:32,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA
"82581",2024-03-11 22:56:20,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA
"82582",2024-03-11 22:56:21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82584",2024-03-11 22:56:23,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA
"82586",2024-03-11 22:56:25,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA
"82587",2024-03-11 22:56:26,NA,NA,NA,NA,NA,NA,0.28,0.34,NA,NA
"82588",2024-03-11 22:56:27,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA
"82591",2024-03-11 22:56:30,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.14
"82653",2024-03-11 22:57:32,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"82701",2024-03-11 22:58:20,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"82702",2024-03-11 22:58:21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82704",2024-03-11 22:58:23,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA
"82706",2024-03-11 22:58:25,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA
"82707",2024-03-11 22:58:26,NA,NA,NA,NA,NA,NA,0.4,0.74,NA,NA
"82708",2024-03-11 22:58:27,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA
"82711",2024-03-11 22:58:30,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.17
"82773",2024-03-11 22:59:32,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA
"82821",2024-03-11 23:00:20,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA
"82822",2024-03-11 23:00:21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82824",2024-03-11 23:00:23,NA,NA,NA,NA,1.27,NA,NA,NA,NA,NA
"82826",2024-03-11 23:00:25,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA
"82827",2024-03-11 23:00:26,NA,NA,NA,NA,NA,NA,0.6,0.78,NA,NA
"82828",2024-03-11 23:00:27,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA
"82831",2024-03-11 23:00:30,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.31
"82893",2024-03-11 23:01:32,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA
"82922",2024-03-11 23:02:01,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA
"82923",2024-03-11 23:02:02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82925",2024-03-11 23:02:04,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA
"82927",2024-03-11 23:02:06,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"82928",2024-03-11 23:02:07,NA,NA,NA,NA,NA,NA,0.33,0.47,NA,NA
"82929",2024-03-11 23:02:08,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA
"82932",2024-03-11 23:02:11,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA
"82933",2024-03-11 23:02:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43
"83013",2024-03-11 23:03:32,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA
"83042",2024-03-11 23:04:01,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA
"83043",2024-03-11 23:04:02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83045",2024-03-11 23:04:04,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA
"83047",2024-03-11 23:04:06,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA
"83048",2024-03-11 23:04:07,NA,NA,NA,NA,NA,NA,0.22,0.68,NA,NA
"83049",2024-03-11 23:04:08,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA
"83052",2024-03-11 23:04:11,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA
"83053",2024-03-11 23:04:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"83133",2024-03-11 23:05:32,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA
"83162",2024-03-11 23:06:01,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA
"83163",2024-03-11 23:06:02,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83165",2024-03-11 23:06:04,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA
"83167",2024-03-11 23:06:06,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA
"83168",2024-03-11 23:06:07,NA,NA,NA,NA,NA,NA,1,0.21,NA,NA
"83169",2024-03-11 23:06:08,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA
"83172",2024-03-11 23:06:11,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA
"83173",2024-03-11 23:06:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65
"83234",2024-03-11 23:07:13,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA
"83282",2024-03-11 23:08:01,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA
"83283",2024-03-11 23:08:02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83285",2024-03-11 23:08:04,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA
"83287",2024-03-11 23:08:06,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA
"83288",2024-03-11 23:08:07,NA,NA,NA,NA,NA,NA,0.33,0.38,NA,NA
"83289",2024-03-11 23:08:08,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA
"83292",2024-03-11 23:08:11,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA
"83293",2024-03-11 23:08:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49
"83354",2024-03-11 23:09:13,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
"83402",2024-03-11 23:10:01,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"83403",2024-03-11 23:10:02,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83405",2024-03-11 23:10:04,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA
"83407",2024-03-11 23:10:06,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA
"83408",2024-03-11 23:10:07,NA,NA,NA,NA,NA,NA,0.45,0.47,NA,NA
"83409",2024-03-11 23:10:08,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA
"83412",2024-03-11 23:10:11,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
"83413",2024-03-11 23:10:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25
"83474",2024-03-11 23:11:13,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"83522",2024-03-11 23:12:01,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA
"83523",2024-03-11 23:12:02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83525",2024-03-11 23:12:04,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA
"83527",2024-03-11 23:12:06,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA
"83528",2024-03-11 23:12:07,NA,NA,NA,NA,NA,NA,0.61,0.77,NA,NA
"83529",2024-03-11 23:12:08,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA
"83531",2024-03-11 23:12:10,NA,NA,NA,NA,NA,NA,NA,NA,0.97,NA
"83533",2024-03-11 23:12:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"83594",2024-03-11 23:13:13,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA
"83642",2024-03-11 23:14:01,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA
"83643",2024-03-11 23:14:02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83645",2024-03-11 23:14:04,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA
"83647",2024-03-11 23:14:06,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA
"83648",2024-03-11 23:14:07,NA,NA,NA,NA,NA,NA,0.57,0.84,NA,NA
"83649",2024-03-11 23:14:08,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA
"83651",2024-03-11 23:14:10,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA
"83653",2024-03-11 23:14:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"83714",2024-03-11 23:15:13,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA
"83762",2024-03-11 23:16:01,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA
"83763",2024-03-11 23:16:02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83765",2024-03-11 23:16:04,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA
"83767",2024-03-11 23:16:06,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA
"83768",2024-03-11 23:16:07,NA,NA,NA,NA,NA,NA,0.58,0.77,NA,NA
"83769",2024-03-11 23:16:08,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA
"83771",2024-03-11 23:16:10,NA,NA,NA,NA,NA,NA,NA,NA,0.96,NA
"83773",2024-03-11 23:16:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"83834",2024-03-11 23:17:13,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA
"83882",2024-03-11 23:18:01,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"83883",2024-03-11 23:18:02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83885",2024-03-11 23:18:04,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"83887",2024-03-11 23:18:06,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA
"83888",2024-03-11 23:18:07,NA,NA,NA,NA,NA,NA,0.69,0.41,NA,NA
"83889",2024-03-11 23:18:08,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA
"83891",2024-03-11 23:18:10,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA
"83893",2024-03-11 23:18:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68
"83954",2024-03-11 23:19:13,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"84002",2024-03-11 23:20:01,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"84003",2024-03-11 23:20:02,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84005",2024-03-11 23:20:04,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA
"84007",2024-03-11 23:20:06,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA
"84008",2024-03-11 23:20:07,NA,NA,NA,NA,NA,NA,0.54,1,NA,NA
"84009",2024-03-11 23:20:08,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA
"84011",2024-03-11 23:20:10,NA,NA,NA,NA,NA,NA,NA,NA,1.21,NA
"84013",2024-03-11 23:20:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66
"84074",2024-03-11 23:21:13,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA
"84102",2024-03-11 23:21:41,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA
"84104",2024-03-11 23:21:43,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84106",2024-03-11 23:21:45,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA
"84107",2024-03-11 23:21:46,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA
"84108",2024-03-11 23:21:47,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA
"84109",2024-03-11 23:21:48,NA,NA,NA,NA,NA,NA,NA,0.87,NA,NA
"84110",2024-03-11 23:21:49,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA
"84112",2024-03-11 23:21:51,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA
"84113",2024-03-11 23:21:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69
"84194",2024-03-11 23:23:13,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA
"84222",2024-03-11 23:23:41,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA
"84224",2024-03-11 23:23:43,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84226",2024-03-11 23:23:45,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA
"84227",2024-03-11 23:23:46,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA
"84228",2024-03-11 23:23:47,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA
"84229",2024-03-11 23:23:48,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA
"84230",2024-03-11 23:23:49,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA
"84232",2024-03-11 23:23:51,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA
"84233",2024-03-11 23:23:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72
"84314",2024-03-11 23:25:13,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA
"84342",2024-03-11 23:25:41,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA
"84344",2024-03-11 23:25:43,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84346",2024-03-11 23:25:45,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA
"84347",2024-03-11 23:25:46,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA
"84348",2024-03-11 23:25:47,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA
"84349",2024-03-11 23:25:48,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA
"84350",2024-03-11 23:25:49,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA
"84352",2024-03-11 23:25:51,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA
"84353",2024-03-11 23:25:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
"84414",2024-03-11 23:26:53,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA
"84462",2024-03-11 23:27:41,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"84464",2024-03-11 23:27:43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84466",2024-03-11 23:27:45,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA
