"","timestamp_datetime","GC1_PM2_5","GC2_PM2_5","GC3_PM2_5","GC4_PM2_5","GC5_PM2_5","GC6_PM2_5","GC7_PM2_5","GC8_PM2_5","GC9_PM2_5","GC10_PM2_5"
"236692",2024-03-13 17:44:51,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA
"236694",2024-03-13 17:44:53,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA
"236725",2024-03-13 17:45:24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236740",2024-03-13 17:45:39,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA
"236762",2024-03-13 17:46:01,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA
"236785",2024-03-13 17:46:24,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"236790",2024-03-13 17:46:29,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA
"236796",2024-03-13 17:46:35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"236802",2024-03-13 17:46:41,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA
"236809",2024-03-13 17:46:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
"236812",2024-03-13 17:46:51,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA
"236814",2024-03-13 17:46:53,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"236841",2024-03-13 17:47:20,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA
"236845",2024-03-13 17:47:24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236882",2024-03-13 17:48:01,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA
"236905",2024-03-13 17:48:24,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA
"236910",2024-03-13 17:48:29,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"236916",2024-03-13 17:48:35,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA
"236922",2024-03-13 17:48:41,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"236929",2024-03-13 17:48:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29
"236932",2024-03-13 17:48:51,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA
"236934",2024-03-13 17:48:53,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
"236961",2024-03-13 17:49:20,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA
"236965",2024-03-13 17:49:24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237002",2024-03-13 17:50:01,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"237025",2024-03-13 17:50:24,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"237030",2024-03-13 17:50:29,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA
"237036",2024-03-13 17:50:35,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA
"237042",2024-03-13 17:50:41,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA
"237049",2024-03-13 17:50:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12
"237052",2024-03-13 17:50:51,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"237054",2024-03-13 17:50:53,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA
"237081",2024-03-13 17:51:20,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA
"237085",2024-03-13 17:51:24,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237122",2024-03-13 17:52:01,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA
"237145",2024-03-13 17:52:24,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA
"237150",2024-03-13 17:52:29,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA
"237156",2024-03-13 17:52:35,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA
"237162",2024-03-13 17:52:41,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA
"237169",2024-03-13 17:52:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
"237172",2024-03-13 17:52:51,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA
"237174",2024-03-13 17:52:53,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"237201",2024-03-13 17:53:20,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA
"237205",2024-03-13 17:53:24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237242",2024-03-13 17:54:01,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA
"237265",2024-03-13 17:54:24,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA
"237270",2024-03-13 17:54:29,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA
"237276",2024-03-13 17:54:35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"237282",2024-03-13 17:54:41,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA
"237289",2024-03-13 17:54:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
"237292",2024-03-13 17:54:51,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA
"237294",2024-03-13 17:54:53,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA
"237321",2024-03-13 17:55:20,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA
"237325",2024-03-13 17:55:24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237362",2024-03-13 17:56:01,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA
"237385",2024-03-13 17:56:24,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"237390",2024-03-13 17:56:29,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA
"237396",2024-03-13 17:56:35,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA
"237402",2024-03-13 17:56:41,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA
"237409",2024-03-13 17:56:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12
"237412",2024-03-13 17:56:51,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA
"237414",2024-03-13 17:56:53,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
"237441",2024-03-13 17:57:20,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA
"237445",2024-03-13 17:57:24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237482",2024-03-13 17:58:01,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA
"237505",2024-03-13 17:58:24,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"237510",2024-03-13 17:58:29,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA
"237516",2024-03-13 17:58:35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"237522",2024-03-13 17:58:41,NA,NA,NA,NA,NA,NA,NA,NA,0.71,NA
"237529",2024-03-13 17:58:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"237532",2024-03-13 17:58:51,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA
"237534",2024-03-13 17:58:53,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA
"237561",2024-03-13 17:59:20,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA
"237565",2024-03-13 17:59:24,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237602",2024-03-13 18:00:01,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"237625",2024-03-13 18:00:24,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA
"237630",2024-03-13 18:00:29,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA
"237636",2024-03-13 18:00:35,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA
"237642",2024-03-13 18:00:41,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA
"237649",2024-03-13 18:00:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22
"237652",2024-03-13 18:00:51,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA
"237654",2024-03-13 18:00:53,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"237666",2024-03-13 18:01:05,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237681",2024-03-13 18:01:20,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA
"237702",2024-03-13 18:01:41,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA
"237726",2024-03-13 18:02:05,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA
"237730",2024-03-13 18:02:09,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA
"237736",2024-03-13 18:02:15,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA
"237743",2024-03-13 18:02:22,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA
"237750",2024-03-13 18:02:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"237753",2024-03-13 18:02:32,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA
"237754",2024-03-13 18:02:33,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"237786",2024-03-13 18:03:05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237801",2024-03-13 18:03:20,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA
"237822",2024-03-13 18:03:41,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA
"237846",2024-03-13 18:04:05,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA
"237850",2024-03-13 18:04:09,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA
"237856",2024-03-13 18:04:15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"237863",2024-03-13 18:04:22,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA
"237870",2024-03-13 18:04:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"237873",2024-03-13 18:04:32,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA
"237874",2024-03-13 18:04:33,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA
"237906",2024-03-13 18:05:05,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237921",2024-03-13 18:05:20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"237942",2024-03-13 18:05:41,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA
"237966",2024-03-13 18:06:05,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"237970",2024-03-13 18:06:09,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA
"237976",2024-03-13 18:06:15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"237983",2024-03-13 18:06:22,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA
"237990",2024-03-13 18:06:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
"237993",2024-03-13 18:06:32,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA
"237994",2024-03-13 18:06:33,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA
"238022",2024-03-13 18:07:01,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA
"238026",2024-03-13 18:07:05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238062",2024-03-13 18:07:41,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"238086",2024-03-13 18:08:05,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"238090",2024-03-13 18:08:09,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA
"238096",2024-03-13 18:08:15,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA
"238103",2024-03-13 18:08:22,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"238110",2024-03-13 18:08:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21
"238113",2024-03-13 18:08:32,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA
"238114",2024-03-13 18:08:33,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"238142",2024-03-13 18:09:01,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA
"238146",2024-03-13 18:09:05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238182",2024-03-13 18:09:41,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA
"238206",2024-03-13 18:10:05,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"238210",2024-03-13 18:10:09,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA
"238216",2024-03-13 18:10:15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"238223",2024-03-13 18:10:22,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA
"238230",2024-03-13 18:10:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"238233",2024-03-13 18:10:32,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA
"238234",2024-03-13 18:10:33,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA
"238262",2024-03-13 18:11:01,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"238266",2024-03-13 18:11:05,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238302",2024-03-13 18:11:41,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA
"238326",2024-03-13 18:12:05,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA
"238330",2024-03-13 18:12:09,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"238336",2024-03-13 18:12:15,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA
"238343",2024-03-13 18:12:22,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA
"238350",2024-03-13 18:12:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"238353",2024-03-13 18:12:32,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA
"238354",2024-03-13 18:12:33,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"238382",2024-03-13 18:13:01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
"238386",2024-03-13 18:13:05,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238422",2024-03-13 18:13:41,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA
"238446",2024-03-13 18:14:05,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA
"238450",2024-03-13 18:14:09,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA
"238456",2024-03-13 18:14:15,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"238463",2024-03-13 18:14:22,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA
"238470",2024-03-13 18:14:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17
"238473",2024-03-13 18:14:32,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA
"238474",2024-03-13 18:14:33,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA
"238502",2024-03-13 18:15:01,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA
"238506",2024-03-13 18:15:05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238542",2024-03-13 18:15:41,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"238566",2024-03-13 18:16:05,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA
"238570",2024-03-13 18:16:09,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA
"238576",2024-03-13 18:16:15,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA
"238583",2024-03-13 18:16:22,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA
"238590",2024-03-13 18:16:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
"238593",2024-03-13 18:16:32,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA
"238594",2024-03-13 18:16:33,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
"238622",2024-03-13 18:17:01,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA
"238626",2024-03-13 18:17:05,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238662",2024-03-13 18:17:41,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA
"238686",2024-03-13 18:18:05,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA
"238690",2024-03-13 18:18:09,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA
"238696",2024-03-13 18:18:15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"238703",2024-03-13 18:18:22,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA
"238710",2024-03-13 18:18:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22
"238713",2024-03-13 18:18:32,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"238714",2024-03-13 18:18:33,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA
"238742",2024-03-13 18:19:01,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"238746",2024-03-13 18:19:05,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238782",2024-03-13 18:19:41,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA
"238806",2024-03-13 18:20:05,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA
"238810",2024-03-13 18:20:09,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA
"238816",2024-03-13 18:20:15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"238823",2024-03-13 18:20:22,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"238830",2024-03-13 18:20:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15
"238833",2024-03-13 18:20:32,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"238834",2024-03-13 18:20:33,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA
"238847",2024-03-13 18:20:46,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238862",2024-03-13 18:21:01,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA
"238883",2024-03-13 18:21:22,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA
"238907",2024-03-13 18:21:46,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA
"238911",2024-03-13 18:21:50,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA
"238916",2024-03-13 18:21:55,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
"238924",2024-03-13 18:22:03,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA
"238931",2024-03-13 18:22:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"238933",2024-03-13 18:22:12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"238935",2024-03-13 18:22:14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"238967",2024-03-13 18:22:46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238982",2024-03-13 18:23:01,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"239003",2024-03-13 18:23:22,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA
"239027",2024-03-13 18:23:46,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA
"239031",2024-03-13 18:23:50,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA
"239036",2024-03-13 18:23:55,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"239044",2024-03-13 18:24:03,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA
"239051",2024-03-13 18:24:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17
"239053",2024-03-13 18:24:12,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA
"239055",2024-03-13 18:24:14,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
"239087",2024-03-13 18:24:46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239102",2024-03-13 18:25:01,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"239123",2024-03-13 18:25:22,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA
"239147",2024-03-13 18:25:46,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"239151",2024-03-13 18:25:50,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA
"239156",2024-03-13 18:25:55,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"239164",2024-03-13 18:26:03,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA
"239171",2024-03-13 18:26:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11
"239173",2024-03-13 18:26:12,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA
"239175",2024-03-13 18:26:14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"239202",2024-03-13 18:26:41,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"239207",2024-03-13 18:26:46,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239243",2024-03-13 18:27:22,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA
"239267",2024-03-13 18:27:46,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA
"239271",2024-03-13 18:27:50,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"239276",2024-03-13 18:27:55,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA
"239284",2024-03-13 18:28:03,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"239291",2024-03-13 18:28:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"239293",2024-03-13 18:28:12,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA
"239295",2024-03-13 18:28:14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"239322",2024-03-13 18:28:41,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA
"239327",2024-03-13 18:28:46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239363",2024-03-13 18:29:22,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA
"239387",2024-03-13 18:29:46,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA
"239391",2024-03-13 18:29:50,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA
"239396",2024-03-13 18:29:55,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA
"239404",2024-03-13 18:30:03,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA
"239411",2024-03-13 18:30:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"239413",2024-03-13 18:30:12,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA
"239415",2024-03-13 18:30:14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"239442",2024-03-13 18:30:41,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"239447",2024-03-13 18:30:46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239483",2024-03-13 18:31:22,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA
"239507",2024-03-13 18:31:46,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
"239511",2024-03-13 18:31:50,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA
"239516",2024-03-13 18:31:55,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"239524",2024-03-13 18:32:03,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA
"239531",2024-03-13 18:32:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"239533",2024-03-13 18:32:12,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA
"239535",2024-03-13 18:32:14,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
"239562",2024-03-13 18:32:41,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"239567",2024-03-13 18:32:46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239603",2024-03-13 18:33:22,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA
"239627",2024-03-13 18:33:46,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA
"239631",2024-03-13 18:33:50,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA
"239636",2024-03-13 18:33:55,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA
"239644",2024-03-13 18:34:03,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"239651",2024-03-13 18:34:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17
"239653",2024-03-13 18:34:12,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA
"239655",2024-03-13 18:34:14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"239682",2024-03-13 18:34:41,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA
"239687",2024-03-13 18:34:46,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239723",2024-03-13 18:35:22,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"239747",2024-03-13 18:35:46,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA
"239751",2024-03-13 18:35:50,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA
"239756",2024-03-13 18:35:55,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA
"239764",2024-03-13 18:36:03,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA
"239771",2024-03-13 18:36:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"239773",2024-03-13 18:36:12,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA
"239775",2024-03-13 18:36:14,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA
"239802",2024-03-13 18:36:41,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA
"239807",2024-03-13 18:36:46,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239843",2024-03-13 18:37:22,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"239867",2024-03-13 18:37:46,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA
"239871",2024-03-13 18:37:50,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA
"239876",2024-03-13 18:37:55,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA
"239884",2024-03-13 18:38:03,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA
"239891",2024-03-13 18:38:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"239893",2024-03-13 18:38:12,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA
"239895",2024-03-13 18:38:14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"239922",2024-03-13 18:38:41,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA
"239927",2024-03-13 18:38:46,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239963",2024-03-13 18:39:22,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA
"239987",2024-03-13 18:39:46,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"239991",2024-03-13 18:39:50,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA
"239996",2024-03-13 18:39:55,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"240004",2024-03-13 18:40:03,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA
"240011",2024-03-13 18:40:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
"240013",2024-03-13 18:40:12,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA
"240015",2024-03-13 18:40:14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"240028",2024-03-13 18:40:27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240042",2024-03-13 18:40:41,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA
"240063",2024-03-13 18:41:02,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA
"240087",2024-03-13 18:41:26,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"240093",2024-03-13 18:41:32,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA
"240097",2024-03-13 18:41:36,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"240105",2024-03-13 18:41:44,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"240112",2024-03-13 18:41:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22
"240114",2024-03-13 18:41:53,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA
"240116",2024-03-13 18:41:55,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA
