"UTCDateTime","mac_address","firmware_ver","hardware","current_temp_f","current_humidity","current_dewpoint_f","pressure","adc","mem","rssi","uptime","pm1_0_cf_1","pm2_5_cf_1","pm10_0_cf_1","pm1_0_atm","pm2_5_atm","pm10_0_atm","pm2#5_aqi_cf_1","pm2#5_aqi_atm","p_0_3_um","p_0_5_um","p_1_0_um","p_2_5_um","p_5_0_um","p_10_0_um","pm1_0_cf_1_b","pm2_5_cf_1_b","pm10_0_cf_1_b","pm1_0_atm_b","pm2_5_atm_b","pm10_0_atm_b","pm2#5_aqi_cf_1_b","pm2#5_aqi_atm_b","p_0_3_um_b","p_0_5_um_b","p_1_0_um_b","p_2_5_um_b","p_5_0_um_b","p_10_0_um_b","gas"
"2024/02/22T22:14:54z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,13,23,877.07,NA,26352,0,100,0.04,0.91,1.16,0.04,0.91,1.16,4,4,137.73,39.82,7.33,3.13,0.22,0.22,0,0.86,0.86,0,0.86,0.86,4,4,183,54.77,7.77,2.72,0,0,NA
"2024/02/22T22:16:54z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",77,13,22,876.98,0.01,26264,0,220,0,0.41,0.6,0,0.41,0.6,2,2,127.4,38.38,5.5,2.64,0.21,0.21,0.04,0.5,1.02,0.04,0.5,1.02,2,2,162,47.57,7.66,2.41,1.14,0,50
"2024/02/22T22:18:54z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,12,22,876.96,0.01,26264,0,340,0.17,0.55,0.62,0.21,0.55,0.62,2,2,143.74,43.1,5.72,1.57,0.17,0.17,0,0,0.22,0,0,0.22,0,0,139.12,40.66,4.53,1.12,0.68,0.25,50
"2024/02/22T22:20:54z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,12,21,876.85,0.01,26264,0,460,0,0,0.05,0,0,0.05,0,0,115.07,28.57,3.41,0.54,0.2,0.2,0,0.05,0.07,0,0.05,0.07,0,0,141.76,39.68,2.42,0.32,0.08,0,NA
"2024/02/22T22:22:54z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",77,12,21,876.92,0.01,26264,0,580,0.03,0.17,0.64,0.03,0.17,0.64,1,1,183.46,51.63,5.75,1.93,0.66,0.66,0.03,0.28,0.34,0.03,0.28,0.34,1,1,172.09,49.81,7.33,0.72,0.22,0.05,50
"2024/02/22T22:24:54z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,21,876.91,0.01,26264,0,700,0,0.15,0.22,0,0.15,0.22,1,1,123.15,33.69,5.2,0.42,0.19,0.19,0,0.26,1.12,0,0.26,1.12,1,1,151.11,45.02,6.67,1.98,1.07,0.84,50
"2024/02/22T22:26:54z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,21,876.98,0.01,26264,0,820,0,0,0.23,0,0,0.23,0,0,98.11,28,1.91,0.23,0.23,0.23,0,0.24,0.38,0,0.24,0.38,1,1,140.79,39.72,5.02,0.6,0.36,0,50
"2024/02/22T22:28:54z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,21,876.98,0.01,26264,0,940,0,0,0.29,0,0,0.29,0,0,110.14,29.34,4.12,0.41,0.39,0.39,0.12,0.34,0.46,0.12,0.34,0.46,1,1,153.51,44.36,5.25,0.76,0.31,0,50
"2024/02/22T22:30:54z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,876.89,0.01,26264,0,1060,0,0.17,0.24,0,0.17,0.24,1,1,147.86,39,4.61,0.76,0.19,0,0,0.12,0.21,0,0.12,0.21,1,1,147.41,39.29,5.24,0.97,0.17,0.17,50
"2024/02/22T22:32:54z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,12,19,876.91,0.01,26264,0,1180,0,0,0.17,0,0,0.17,0,0,124.2,34.05,3.65,0.5,0.22,0.22,0,0.3,0.3,0,0.3,0.3,1,1,144,41.91,5.93,0.27,0,0,50
"2024/02/22T22:34:35z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,12,20,877.42,NA,26352,0,100,0,0,0,0,0,0,0,0,118.47,29.58,3.18,0.24,0,0,0,0,0.05,0,0,0.05,0,0,118.36,33.33,2.79,0.05,0.05,0,NA
"2024/02/22T22:36:35z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,12,20,876.99,0.01,26264,0,220,0.08,0.33,0.52,0.08,0.33,0.52,1,1,163.4,46.77,6.47,0.8,0.3,0.22,0.04,0.37,0.58,0.04,0.37,0.58,2,2,171.11,49.05,5.98,1.07,0.39,0,50
"2024/02/22T22:38:35z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,876.93,0.01,26264,0,340,0,0,0.17,0,0,0.17,0,0,114.41,30.6,3.55,0.52,0.34,0.21,0,0.12,0.24,0,0.12,0.24,0,0,125.34,37.15,5.49,0.56,0.2,0,50
"2024/02/22T22:40:35z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,21,877,0.01,26264,0,460,0.04,0.12,0.38,0.04,0.12,0.38,1,1,124.55,36.66,2.5,0.46,0.25,0,0,0.14,0.14,0,0.14,0.14,1,1,131.03,37.19,3.27,0,0,0,50
"2024/02/22T22:42:35z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,877.08,0.01,26264,0,580,0,0,0.19,0,0,0.19,0,0,115.22,29.42,3.25,0.81,0.22,0.22,0,0.09,0.33,0,0.09,0.33,0,0,124.16,34.35,3.42,0.51,0.51,0,50
"2024/02/22T22:44:35z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,11,21,877.02,0.01,26264,0,700,0,0,0,0,0,0,0,0,90.81,24.47,1.31,0.24,0,0,0,0,0.27,0,0,0.27,0,0,95.2,27.93,3.55,0.75,0.48,0,51.26
"2024/02/22T22:46:35z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,877.04,0.01,25952,0,820,0,0,0.61,0,0,0.61,0,0,100,25.95,2.84,0.84,0.84,0.84,0,0.15,0.42,0,0.15,0.42,1,1,115.53,32.66,2.68,0.88,0.56,0,51.35
"2024/02/22T22:48:35z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,876.97,0.01,26264,0,940,0,0,0.07,0,0,0.07,0,0,105.86,28.46,1.41,0.43,0.07,0.07,0,0.07,0.07,0,0.07,0.07,0,0,124.14,33.09,3.14,0.55,0,0,50
"2024/02/22T22:50:35z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,19,876.96,0.01,26264,0,1060,0,0.19,0.45,0,0.19,0.45,1,1,116.59,31.14,4.66,1.72,0.57,0,0,0.26,0.47,0,0.26,0.47,1,1,137.38,35.76,3.33,1.86,0.26,0,NA
"2024/02/22T22:52:35z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,877.02,0.01,26264,0,1180,0,0,0.18,0,0,0.18,0,0,95.25,25.5,2.17,0.83,0.25,0,0,0,0.2,0,0,0.2,0,0,148.23,43.11,2.86,0.43,0.2,0.2,50
"2024/02/22T22:54:16z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,877.04,NA,26352,0,101,0,0,0,0,0,0,0,0,99.26,27.93,0.52,0,0,0,0,0.19,0.19,0,0.19,0.19,1,1,123.14,34.26,4.4,0.6,0,0,NA
"2024/02/22T22:56:16z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,877.01,0.01,26264,0,221,0,0,0,0,0,0,0,0,95.64,26.59,2.56,0.19,0,0,0,0.09,0.09,0,0.09,0.09,0,0,140.52,43.09,3.34,0.34,0,0,50
"2024/02/22T22:58:16z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,877,0.01,26264,0,341,0,0.03,0.34,0,0.03,0.34,0,0,144.25,37.92,5.44,0.39,0.22,0.22,0,0,0.32,0,0,0.32,0,0,123.05,34.44,2.88,0.59,0.42,0,50
"2024/02/22T23:00:16z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,876.98,0.01,26264,0,461,0,0,0,0,0,0,0,0,74.25,19.77,1.7,0,0,0,0,0.08,0.08,0,0.08,0.08,0,0,95.59,25.97,3.15,0.63,0,0,50
"2024/02/22T23:02:16z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,19,876.98,0.01,26264,0,581,0,0,0.08,0,0,0.08,0,0,108.2,28.14,3.25,0.73,0.19,0.19,0,0.31,0.31,0,0.31,0.31,1,1,134.43,38.21,4.78,0.47,0,0,50
"2024/02/22T23:04:16z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,876.96,0.01,26264,0,701,0,0,0.03,0,0,0.03,0,0,112.4,29.97,2.07,0.59,0.17,0,0,0.05,0.05,0,0.05,0.05,0,0,120,32.4,2.46,0.25,0,0,50
"2024/02/22T23:06:16z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,10,19,877.01,0.01,25952,0,821,0,0.07,0.1,0,0.07,0.1,0,0,108.93,30.97,5.02,0.09,0.07,0.07,0,0.03,0.03,0,0.03,0.03,0,0,124.45,34.88,2.03,0,0,0,50
"2024/02/22T23:08:16z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,11,18,877.05,0.01,26264,0,941,0.47,0.81,0.89,0.47,0.81,0.89,3,3,211.26,61.23,6.49,0.4,0.14,0.14,0.44,0.85,1.02,0.44,0.85,1.02,4,4,221.64,63.51,7.83,1.05,0.17,0,50
"2024/02/22T23:10:16z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",77,11,19,877.05,0.01,26264,0,1061,0,0.02,0.09,0,0.02,0.09,0,0,122.17,33.76,4.97,0.17,0.17,0.17,0,0,0.29,0,0,0.29,0,0,99.47,27.81,5.22,0.29,0.29,0,50
"2024/02/22T23:12:16z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",77,11,19,876.92,0.01,26264,0,1181,0,0,0,0,0,0,0,0,85.42,23.9,2.25,0.22,0,0,0,0,0.21,0,0,0.21,0,0,103.95,27.77,2.75,0.72,0.21,0.21,50
"2024/02/22T23:13:57z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",77,11,19,877.13,NA,26352,0,100,0,0,0,0,0,0,0,0,109.7,31.85,2.52,0.54,0,0,0,0,0.37,0,0,0.37,0,0,118.6,32.91,2.86,0.58,0.53,0.26,NA
"2024/02/22T23:15:57z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,19,876.91,0.01,26264,0,220,0,0,0,0,0,0,0,0,81.76,22.12,2.15,0.24,0,0,0,0,0,0,0,0,0,0,99.27,28.89,2.04,0,0,0,50
"2024/02/22T23:17:57z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,876.98,0.01,26264,0,340,0,0.09,0.26,0,0.09,0.26,0,0,131.84,37.16,4.25,0.47,0.26,0.26,0,0.02,0.02,0,0.02,0.02,0,0,145.91,40.79,3.6,0,0,0,50
"2024/02/22T23:19:57z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,19,876.91,0.01,26264,0,460,0,0,0.02,0,0,0.02,0,0,74.95,18.16,1.86,0.02,0.02,0.02,0,0,0,0,0,0,0,0,115.27,35.17,2.63,0,0,0,50
"2024/02/22T23:21:57z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,11,18,877.02,0.01,26264,0,580,0,0,0.21,0,0,0.21,0,0,103.91,27.28,3.07,0.45,0.24,0.24,0,0,0,0,0,0,0,0,100.29,27.6,1.69,0,0,0,50
"2024/02/22T23:23:57z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,11,19,876.96,0.01,26264,0,700,0,0,0.15,0,0,0.15,0,0,90.2,22.85,2.92,0.66,0.24,0.24,0,0.18,0.49,0,0.18,0.49,1,1,109,32.4,5.56,0.98,0.49,0.25,NA
"2024/02/22T23:25:57z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",77,11,19,876.97,0.01,26264,0,820,0,0.12,0.12,0,0.12,0.12,1,1,117.88,35,4.81,0.19,0,0,0,0.03,0.38,0,0.03,0.38,0,0,125.74,38,4.59,0.69,0.52,0,50
"2024/02/22T23:27:57z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",77,11,19,876.94,0.01,26264,0,940,0,0,0,0,0,0,0,0,116.41,30.14,2.62,0.68,0,0,0,0.05,0.05,0,0.05,0.05,0,0,123.36,35.86,2.44,0.24,0,0,50
"2024/02/22T23:29:57z","48:3f:da:c9:83:51",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,11,18,876.93,0.01,26264,0,1060,0,0,0,0,0,0,0,0,99.05,27.25,1.21,0,0,0,0,0,0,0,0,0,0,0,104.54,28.15,2.92,0.46,0,0,50
