"UTCDateTime","mac_address","firmware_ver","hardware","current_temp_f","current_humidity","current_dewpoint_f","pressure","adc","mem","rssi","uptime","pm1_0_cf_1","pm2_5_cf_1","pm10_0_cf_1","pm1_0_atm","pm2_5_atm","pm10_0_atm","pm2#5_aqi_cf_1","pm2#5_aqi_atm","p_0_3_um","p_0_5_um","p_1_0_um","p_2_5_um","p_5_0_um","p_10_0_um","pm1_0_cf_1_b","pm2_5_cf_1_b","pm10_0_cf_1_b","pm1_0_atm_b","pm2_5_atm_b","pm10_0_atm_b","pm2#5_aqi_cf_1_b","pm2#5_aqi_atm_b","p_0_3_um_b","p_0_5_um_b","p_1_0_um_b","p_2_5_um_b","p_5_0_um_b","p_10_0_um_b","gas"
"2024/03/11T22:22:40z","d8:bc:38:84:63:95",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,9,15,869.01,NA,26352,0,100,0.04,0.2,1.44,0.04,0.2,1.44,1,1,212.67,61.38,9.87,4.56,0.47,0.09,0,1.14,2.23,0,1.14,2.23,5,5,199.4,52.02,10.88,3.65,1.21,1.19,NA
"2024/03/11T22:24:40z","d8:bc:38:84:63:95",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,8,15,869.05,0.02,26264,0,220,0.05,0.6,1.48,0.05,0.6,1.48,3,3,209.48,60.47,13.69,4.19,0.88,0.28,0,0.4,1.54,0,0.4,1.54,2,2,196.53,55.91,12.21,4.65,0.89,0.51,50.03
"2024/03/11T22:26:40z","d8:bc:38:84:63:95",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,8,14,869.09,0.02,26264,0,340,0,0.09,0.88,0,0.09,0.88,0,0,166.26,46.4,6.47,1.79,1.33,0.67,0.1,0.24,0.49,0.1,0.24,0.49,1,1,185.75,53.41,7.58,0.66,0.66,0.2,50
"2024/03/11T22:28:40z","d8:bc:38:84:63:95",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,8,14,869.08,0.02,26264,0,460,0,0.25,0.5,0,0.25,0.5,1,1,174.48,51.62,7.3,0.95,0.52,0.5,0.14,0.75,1.71,0.14,0.75,1.71,3,3,201.36,61.61,11.98,2.69,1.36,1.12,NA
"2024/03/11T22:30:40z","d8:bc:38:84:63:95",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,8,13,869.01,0.02,26264,0,580,0,0.49,1.05,0,0.49,1.05,2,2,181.27,51.1,10.49,1.34,0.83,0.66,0,0.45,1.14,0,0.45,1.14,2,2,160.45,41.72,7.36,2.84,1.33,0.91,50
"2024/03/11T22:32:40z","d8:bc:38:84:63:95",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,8,14,869,0.02,26264,0,700,0,0.62,1.02,0,0.62,1.02,3,3,195.05,54.45,5.9,1.52,0.59,0.28,0,0.09,0.46,0,0.09,0.46,0,0,176.52,46.23,7.52,0.54,0.43,0.43,50
"2024/03/11T22:34:40z","d8:bc:38:84:63:95",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,8,14,868.99,0.02,26264,0,820,0.12,0.59,1.07,0.12,0.59,1.07,2,2,205.66,55.88,6.31,2,0.57,0.17,0,0.26,0.53,0,0.26,0.53,1,1,151.24,41.03,5.81,1.34,0.52,0.52,50
"2024/03/11T22:36:40z","d8:bc:38:84:63:95",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,7,14,869.01,0.02,26264,0,940,0,0.26,0.35,0,0.26,0.35,1,1,159.95,46.18,6.23,1.07,0.26,0.26,0,0.47,1.22,0,0.47,1.22,2,2,172.81,50.43,11.03,2.83,1.07,0.88,50
"2024/03/11T22:38:40z","d8:bc:38:84:63:95",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",82,7,14,869.01,0.02,25952,0,1060,0,0.23,0.28,0,0.23,0.28,1,1,152.89,43.37,5.19,0.53,0.18,0.18,0.05,0.36,0.92,0.05,0.36,0.92,1,1,181.37,51.88,8.64,1.47,0.95,0.59,50.01
"2024/03/11T22:40:40z","d8:bc:38:84:63:95",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",82,7,14,868.97,0.02,26264,0,1180,0,0.35,1.3,0,0.35,1.3,1,1,132.6,39.17,6.87,2.23,1.22,0.35,0.05,0.27,0.75,0.05,0.27,0.75,1,1,148.5,42.59,5.09,1.14,0.54,0.43,50.39
