"UTCDateTime","mac_address","firmware_ver","hardware","current_temp_f","current_humidity","current_dewpoint_f","pressure","adc","mem","rssi","uptime","pm1_0_cf_1","pm2_5_cf_1","pm10_0_cf_1","pm1_0_atm","pm2_5_atm","pm10_0_atm","pm2#5_aqi_cf_1","pm2#5_aqi_atm","p_0_3_um","p_0_5_um","p_1_0_um","p_2_5_um","p_5_0_um","p_10_0_um","pm1_0_cf_1_b","pm2_5_cf_1_b","pm10_0_cf_1_b","pm1_0_atm_b","pm2_5_atm_b","pm10_0_atm_b","pm2#5_aqi_cf_1_b","pm2#5_aqi_atm_b","p_0_3_um_b","p_0_5_um_b","p_1_0_um_b","p_2_5_um_b","p_5_0_um_b","p_10_0_um_b","gas"
"2024/03/11T22:27:52z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,9,16,868.93,NA,26352,0,100,0.29,1.4,1.89,0.29,1.4,1.89,6,6,195.07,56.76,9.44,4.64,0.87,0.33,0.2,1.71,1.96,0.16,1.71,1.96,7,7,202.27,58.31,12.36,4.4,0.33,0.22,NA
"2024/03/11T22:29:52z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,9,15,868.91,0.04,26080,0,220,0.12,1.19,1.72,0.12,1.19,1.72,5,5,211.19,59.74,11.64,3.45,0.31,0.09,0.02,1.09,2.24,0.02,1.09,2.24,5,5,213.33,63.2,13.02,4.33,0.82,0.53,89.53
"2024/03/11T22:31:52z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,9,15,868.91,0.04,26264,0,340,0.23,0.35,0.65,0.23,0.35,0.65,1,1,198.79,53.47,5.89,0.7,0.39,0.12,0,0.88,1.34,0,0.88,1.34,4,4,199.88,57.07,7.81,2.12,1,0.58,95.39
"2024/03/11T22:33:52z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,8,15,868.9,0.04,26264,0,460,0.21,0.91,1.18,0.21,0.91,1.18,4,4,191.14,54.27,8.16,1.95,0.39,0,0.42,0.75,1.08,0.42,0.75,1.08,3,3,219.2,63.31,4.98,1.12,0.46,0,NA
"2024/03/11T22:35:52z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,8,15,868.89,0.04,26264,0,580,0,0.77,1.28,0,0.77,1.28,3,3,164.95,44.88,9.45,3.2,0.53,0.53,0.09,0.29,0.86,0.09,0.29,0.86,1,1,183.57,47.74,6.67,1.5,0.67,0,80.98
"2024/03/11T22:37:52z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,8,15,868.89,0.04,26264,0,700,0.07,0.53,0.85,0.07,0.53,0.85,2,2,175.25,50.28,5.6,1.78,0.52,0.32,0.14,0.53,1.88,0.14,0.53,1.88,2,2,196.58,58.4,7.11,2.67,1.91,1.09,NA
"2024/03/11T22:39:52z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,8,14,868.89,0.04,26264,0,820,0.05,0.09,0.19,0.05,0.09,0.19,0,0,148,43.18,5.72,1.05,0.4,0.26,0.09,0.55,0.88,0.09,0.55,0.88,2,2,182.59,52.14,6.71,1.6,0.41,0.21,74.03
"2024/03/11T22:41:52z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,8,14,868.82,0.04,26264,0,940,0.18,0.43,0.45,0.18,0.43,0.45,2,2,181.45,52.64,6.73,1.12,0.09,0,0,0.29,1.19,0,0.29,1.19,1,1,194.85,53.32,8.42,1.69,1.41,0.47,72.42
"2024/03/11T22:43:52z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,8,14,868.84,0.04,26264,0,1060,0.4,0.93,1.33,0.4,0.93,1.33,4,4,201.93,57.31,9.02,2.09,0.66,0,0.44,0.9,1.29,0.44,0.9,1.29,4,4,223.07,65.25,6.22,0.92,0.88,0.22,71.35
"2024/03/11T22:45:52z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,8,13,868.87,0.04,26264,0,1180,0,0.36,0.85,0,0.36,0.85,1,1,181.02,48.31,9.49,0.98,0.56,0.2,0.33,0.65,1.11,0.33,0.65,1.11,3,3,205.42,59.04,5.86,1.46,0.82,0,77.14
"2024/03/11T22:47:32z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,8,14,868.81,NA,26352,0,100,0,0.16,0.82,0,0.16,0.82,1,1,168.73,43.44,8.18,1.73,1.04,0.76,0,0.51,1.65,0,0.51,1.65,2,2,209.79,58.16,7.47,3.09,1.37,0,NA
"2024/03/11T22:49:32z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,8,14,868.81,0.04,26264,0,220,0,0.64,0.98,0,0.64,0.98,3,3,170.03,47.2,8.37,1.9,0.56,0.08,0,0.45,1.11,0,0.45,1.11,2,2,183.96,51.82,6.39,1.79,1,0.23,70.66
"2024/03/11T22:51:32z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,8,14,868.79,0.04,26264,0,340,0.05,0.36,0.88,0.05,0.36,0.88,2,2,168.62,51.24,7.29,1.24,0.62,0.1,0.08,0.37,0.49,0.08,0.37,0.49,2,2,188.19,55.64,5.83,0.46,0.27,0,77.02
"2024/03/11T22:53:32z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,8,14,868.73,0.04,26264,0,460,0.12,0.47,0.63,0.12,0.47,0.63,2,2,181.79,50.79,9.7,0.77,0.39,0,0.22,0.51,0.81,0.22,0.51,0.81,2,2,255.31,69.36,6.46,1.27,0.76,0.37,68.02
"2024/03/11T22:55:32z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",82,8,15,868.7,0.04,26264,0,580,0.24,0.49,0.85,0.24,0.49,0.85,2,2,213.86,61.49,7.66,1.37,0.46,0,0.05,0.26,0.34,0.05,0.26,0.34,1,1,199.76,56.83,6.4,0.4,0.4,0.22,67.03
"2024/03/11T22:57:32z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",82,8,15,868.66,0.04,26264,0,700,0.07,0.45,1.23,0.07,0.45,1.23,2,2,176.75,52.45,10.43,2.17,0.87,0.2,0.25,0.59,1.34,0.25,0.59,1.34,2,2,211.82,59.54,7.61,1.73,1.05,0.59,66
"2024/03/11T22:59:32z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,8,15,868.71,0.04,26264,0,820,0.04,0.49,0.91,0.04,0.49,0.91,2,2,184,51.44,7.49,1.11,0.68,0.42,0.28,1.05,1.8,0.28,1.05,1.8,4,4,235.85,65.88,13.13,3.08,1.1,0.48,65.85
"2024/03/11T23:01:32z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,8,14,868.67,0.04,26264,0,940,0.5,0.59,0.7,0.5,0.59,0.7,2,2,220.07,64.21,6.91,0.77,0.27,0,0.31,0.69,0.78,0.31,0.69,0.78,3,3,217.22,60.69,8.85,1.1,0.2,0,64.67
"2024/03/11T23:03:32z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",82,8,15,868.65,0.04,26264,0,1060,0.5,0.81,1.14,0.5,0.81,1.14,3,3,202.24,59.97,6.88,0.95,0.41,0.26,0.46,0.54,1.51,0.46,0.54,1.51,2,2,231.51,64.93,10.25,1.36,1.02,1.02,64.58
"2024/03/11T23:05:32z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,8,14,868.69,0.04,26264,0,1180,0,0.21,0.5,0,0.21,0.5,1,1,152.79,40.81,5.07,1.05,0.43,0,0.29,0.88,1.21,0.29,0.88,1.21,4,4,218.25,60.79,9.04,2.52,0.34,0.09,64.86
"2024/03/11T23:07:13z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,8,14,868.69,NA,26352,0,100,0.22,0.44,0.93,0.22,0.44,0.93,2,2,215.53,59.4,7.53,2.53,0.73,0.27,0.23,0.59,0.98,0.23,0.59,0.98,2,2,236.45,70.45,10.14,1.8,0.2,0.2,NA
"2024/03/11T23:09:13z","d8:bc:38:84:50:6a",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,8,14,868.65,0.04,26264,0,220,0.15,0.85,1.15,0.15,0.85,1.15,4,4,197.49,56.24,8.02,1.64,0.24,0.24,0,0.54,0.96,0,0.54,0.96,2,2,185.68,53.5,8.73,2.04,0.86,0.41,65.61
