time_stamp,pm1.0_atm,pm2.5_atm,pm10.0_atm
2024-04-03T09:50:00-06:00,0,0.1,0.4285
2024-04-03T10:00:00-06:00,0.10300000000000001,0.10300000000000001,0.122
2024-04-03T10:10:00-06:00,0,0,0.092
2024-04-03T10:20:00-06:00,0,0,0.15
2024-04-04T11:00:00-06:00,0,0.118,0.449
2024-04-04T11:10:00-06:00,0.0115,0.1065,0.603
2024-04-04T11:20:00-06:00,0,0.017,0.11599999999999999
2024-04-04T11:30:00-06:00,0,0.011,0.061
2024-04-04T11:40:00-06:00,0,0,0.027999999999999997
2024-04-04T11:50:00-06:00,0,0,0.059000000000000004
2024-04-04T12:00:00-06:00,0,0,0.098
2024-04-04T12:10:00-06:00,0.009,0.01,0.063
2024-04-04T12:20:00-06:00,0,0.002,0.05
2024-04-04T12:30:00-06:00,0,0.033,0.079
2024-04-04T12:40:00-06:00,0,0.007,0.053
2024-04-04T12:50:00-06:00,0,0.009,0.067
2024-04-04T13:00:00-06:00,0,0,0.004
2024-04-04T13:10:00-06:00,0,0.017,0.026
2024-04-04T13:20:00-06:00,0,0.023,0.067
2024-04-04T13:30:00-06:00,0,0.014,0.08
2024-04-04T13:40:00-06:00,0,0,0.051
2024-04-04T13:50:00-06:00,0,0,0.056999999999999995
2024-04-04T14:00:00-06:00,0,0,0.1
2024-04-04T14:10:00-06:00,0,0,0.028
2024-04-04T14:20:00-06:00,0.027,0.063,0.094
2024-04-04T14:30:00-06:00,0.003,0.008,0.059
2024-04-04T14:40:00-06:00,0.0125,0.0385,0.066
2024-04-04T14:50:00-06:00,0,0.016,0.049
2024-04-04T15:00:00-06:00,0.005,0.072,0.22499999999999998
2024-04-04T15:10:00-06:00,0,0.026000000000000002,0.048
2024-04-04T15:20:00-06:00,0,0,0.021
2024-04-04T15:30:00-06:00,0,0.003,0.093
2024-04-04T15:40:00-06:00,0,0,0.022
2024-04-04T15:50:00-06:00,0,0,0.044
2024-04-04T16:00:00-06:00,0,0,0.062
2024-04-04T16:10:00-06:00,0.009,0.059,0.16599999999999998
2024-04-04T16:20:00-06:00,0,0.046,0.12000000000000001
2024-04-04T16:30:00-06:00,0.028,0.098,0.18
2024-04-04T16:40:00-06:00,0,0.023,0.135
2024-04-04T16:50:00-06:00,0,0.014,0.089
2024-04-04T17:00:00-06:00,0,0.004,0.11399999999999999
2024-04-04T17:10:00-06:00,0.012,0.031,0.11199999999999999
2024-04-04T17:20:00-06:00,0,0.012,0.047
2024-04-04T17:30:00-06:00,0,0.013,0.1
2024-04-04T17:40:00-06:00,0,0.021,0.139
2024-04-04T17:50:00-06:00,0,0.003,0.10800000000000001
2024-04-04T18:00:00-06:00,0.039,0.104,0.172
2024-04-04T18:10:00-06:00,0.059,0.223,0.371
2024-04-04T18:20:00-06:00,0,0.021,0.128
2024-04-04T18:30:00-06:00,0.994,1.585,1.8119999999999998
2024-04-04T18:40:00-06:00,0.7,1.1,1.448
2024-04-04T18:50:00-06:00,0.47400000000000003,0.915,1.13
2024-04-04T19:00:00-06:00,0.401,0.738,0.9179999999999999
2024-04-04T19:10:00-06:00,1.491,2.526,3.031
2024-04-04T19:20:00-06:00,0.637,1.245,1.5430000000000001
2024-04-04T19:30:00-06:00,2.173,3.229,3.836
2024-04-04T19:40:00-06:00,3.117,4.4510000000000005,5.297000000000001
2024-04-04T19:50:00-06:00,0.316,0.642,1.052
2024-04-04T20:00:00-06:00,0.125,0.588,0.967
2024-04-04T20:10:00-06:00,2.092,3.0730000000000004,4.192
2024-04-04T20:20:00-06:00,0.29200000000000004,0.493,0.763
2024-04-04T20:30:00-06:00,0.467,0.914,1.561
2024-04-04T20:40:00-06:00,1.054,1.962,2.698
2024-04-04T20:50:00-06:00,1.046,1.816,2.573
2024-04-04T21:00:00-06:00,0.5860000000000001,1.123,1.6059999999999999
2024-04-04T21:10:00-06:00,0.64,1.146,1.734
2024-04-04T21:20:00-06:00,0.505,1.034,1.595
2024-04-04T21:30:00-06:00,0.464,1.017,1.388
2024-04-04T21:40:00-06:00,0.155,0.5549999999999999,0.843
2024-04-04T21:50:00-06:00,0.048999999999999995,0.434,0.931
2024-04-04T22:00:00-06:00,0.068,0.33499999999999996,0.6719999999999999
2024-04-04T22:10:00-06:00,0.12,0.503,0.7709999999999999
2024-04-04T22:20:00-06:00,0.084,0.434,0.7909999999999999
2024-04-04T22:30:00-06:00,0.047,0.486,0.872
2024-04-04T22:40:00-06:00,0.042,0.398,0.71
2024-04-04T22:50:00-06:00,0.132,0.519,0.9390000000000001
2024-04-04T23:00:00-06:00,0.129,0.712,0.954
2024-04-04T23:10:00-06:00,0.042,0.497,0.8999999999999999
2024-04-04T23:20:00-06:00,0.049,0.453,0.8260000000000001
2024-04-04T23:30:00-06:00,0.093,0.515,0.8049999999999999
2024-04-04T23:40:00-06:00,0.28500000000000003,0.8200000000000001,1.2080000000000002
2024-04-04T23:50:00-06:00,0.325,0.784,1.145
2024-04-05T00:00:00-06:00,0.263,0.812,1.169
2024-04-05T00:10:00-06:00,0.381,0.9339999999999999,1.371
2024-04-05T00:20:00-06:00,0.253,0.986,1.362
2024-04-05T00:30:00-06:00,0.791,1.4489999999999998,1.999
2024-04-05T00:40:00-06:00,0.4,0.966,1.287
2024-04-05T00:50:00-06:00,0.174,0.771,1.2069999999999999
2024-04-05T01:00:00-06:00,0.33299999999999996,0.9219999999999999,1.4169999999999998
2024-04-05T01:10:00-06:00,0.372,0.9630000000000001,1.4020000000000001
2024-04-05T01:20:00-06:00,0.346,0.9059999999999999,1.387
2024-04-05T01:30:00-06:00,0.099,0.595,0.958
2024-04-05T01:40:00-06:00,0.036,0.363,0.6819999999999999
2024-04-05T01:50:00-06:00,0.126,0.496,0.825
2024-04-05T02:00:00-06:00,0.11199999999999999,0.678,1.028
2024-04-05T02:10:00-06:00,0.024,0.334,0.865
2024-04-05T02:20:00-06:00,0.013,0.189,0.42
2024-04-05T02:30:00-06:00,0.014,0.20900000000000002,0.478
2024-04-05T02:40:00-06:00,0,0.153,0.412
2024-04-05T02:50:00-06:00,0.008,0.182,0.5660000000000001
2024-04-05T03:00:00-06:00,0.017,0.21000000000000002,0.5409999999999999
2024-04-05T03:10:00-06:00,0.025,0.255,0.603
2024-04-05T03:20:00-06:00,0,0.17,0.576
2024-04-05T03:30:00-06:00,0.032,0.259,0.498
2024-04-05T03:40:00-06:00,0.10700000000000001,0.437,0.7789999999999999
2024-04-05T03:50:00-06:00,0.373,1.03,1.519
2024-04-05T04:00:00-06:00,0.21699999999999997,0.696,1.068
2024-04-05T04:10:00-06:00,0.154,0.7010000000000001,1.112
2024-04-05T04:20:00-06:00,0.134,0.459,0.96
2024-04-05T04:30:00-06:00,0.01,0.33599999999999997,0.741
2024-04-05T04:40:00-06:00,0.127,0.44499999999999995,0.758
2024-04-05T04:50:00-06:00,0.483,1.036,1.315
2024-04-05T05:00:00-06:00,1.8519999999999999,2.944,4.01
2024-04-05T05:10:00-06:00,6.271,13.513,19.596
2024-04-05T05:20:00-06:00,2.333,4.259,5.559
2024-04-05T05:30:00-06:00,1.109,1.705,2.048
2024-04-05T05:40:00-06:00,1.787,2.656,3.247
2024-04-05T05:50:00-06:00,3.117,4.448,5.635
