Sensor ID,Name,Latitude,Longitude
210525,GC-1,32.773056,-108.27583
210523,GC-4,32.78675,-108.24194
209523,GC-9,32.8,-108.2
209529,GC-10,32.863693,-108.242645
210537,GC-6,32.74776,-108.13364
210571,GC-2,32.809723,-108.090836
210549,GC-3,32.84639,-107.9725
210539,GC-5,32.63598,-108.169235
210551,GC-8,32.975403,-108.601746
210535,GC-7,32.946377,-108.5811
