,GC-1,GC-2,GC-3,GC-4,GC-5,GC-6,GC-7,GC-8
1115,1.017,1.2120000000000002,0.502,0.61,0.008,0.241,2.994,4.351
1116,1.056,1.12,0.552,0.5630000000000001,0.036,0.21,2.715,4.71
1117,1.605,1.5619999999999998,0.636,0.762,0.0065,0.35,2.568,5.002000000000001
1118,1.634,1.502,0.6785,0.957,0.01,0.27,2.055,5.026
1119,1.6,0.7869999999999999,0.845,0.8180000000000001,0.0,0.295,1.565,4.8100000000000005
1120,1.969,0.69,0.498,0.8340000000000001,0.033,0.246,1.47,4.92
1121,1.6989999999999998,0.886,0.5185,0.8180000000000001,0.026,0.365,1.349,6.907
1122,1.694,1.082,0.7549999999999999,0.877,0.009,0.375,1.414,14.3
1123,1.728,0.6739999999999999,0.893,0.895,0.0065,0.481,1.246,5.631
1124,1.6720000000000002,0.466,0.7215,0.819,0.021,0.38,1.3535,5.186
1125,1.371,0.581,1.0475,1.156,0.0,0.416,1.5599999999999998,5.006
1126,1.291,0.718,0.8959999999999999,1.376,0.015,0.4059999999999999,1.723,4.734
1127,1.735,0.743,0.85,1.1720000000000002,0.0,0.408,1.7319999999999998,4.4350000000000005
1128,1.924,0.592,0.638,1.135,0.01,0.494,1.9305,4.505
1129,1.852,0.621,0.813,0.981,0.0,0.528,2.24,4.147
1130,1.617,0.602,0.83,1.166,0.0085,0.3979999999999999,2.468,4.0600000000000005
1131,1.493,0.473,0.989,1.531,0.008,0.247,2.636,4.1850000000000005
1132,1.384,0.504,0.87,1.389,0.019,0.266,2.7,4.176
1133,1.629,0.582,1.116,1.253,0.004,0.255,3.024,3.854
1134,1.4,0.585,0.959,1.013,0.011,0.2465,2.769,4.66
1135,1.251,0.549,0.991,1.098,0.003,0.2229999999999999,2.397,3.325
1136,1.315,0.639,0.939,0.987,0.005,0.268,2.507,3.3230000000000004
1137,3.896,0.6659999999999999,0.953,0.81,0.016,0.311,2.407,3.189
1138,2.7350000000000003,0.556,1.145,0.647,0.009,0.366,2.555,3.069
1139,2.205,0.696,0.928,0.8,0.025,0.4029999999999999,2.487,3.144
1140,1.508,0.8460000000000001,1.174,0.78,0.0025,0.247,2.508,2.986
1141,2.624,0.6200000000000001,1.0,1.069,0.048,0.2475,2.486,3.102
1142,1.951,0.5800000000000001,0.875,0.599,0.029,0.2779999999999999,2.868,3.098
1143,1.606,0.7825,1.674,0.768,0.025,0.216,2.7140000000000004,3.114
1144,0.905,0.75,1.065,0.485,0.073,0.194,2.703,2.54
1145,0.531,0.703,1.141,0.753,0.064,0.188,3.101,2.118
1146,0.5469999999999999,0.605,1.684,0.612,0.0385,0.122,3.218,1.917
1147,0.5980000000000001,0.659,1.001,0.6599999999999999,0.148,0.0385,3.02,1.874
1148,0.241,0.7725,1.606,0.542,0.091,0.012,3.21,1.987
1149,0.2259999999999999,0.7785,1.073,0.61,0.032,0.032,3.247,2.03
1150,0.3289999999999999,0.9775,1.068,0.609,0.043,0.043,3.265,1.999
1151,0.094,0.821,1.213,0.5529999999999999,0.094,0.0,3.223,2.269
1152,0.3229999999999999,1.04,1.624,0.369,0.1659999999999999,0.009,3.26,2.255
1153,0.248,1.105,1.23,0.5860000000000001,0.154,0.027,3.656,2.295
1154,0.129,1.06,1.487,0.5609999999999999,0.2299999999999999,0.009,3.785,1.939
1155,0.125,0.798,2.1870000000000003,0.479,0.129,0.009,3.782,1.5750000000000002
1156,0.098,1.028,1.66,0.677,0.101,0.106,3.718,1.443
1157,0.167,0.887,0.912,0.428,0.19,0.063,3.566,1.5830000000000002
1158,0.102,0.736,1.212,0.5700000000000001,0.143,0.066,3.381,1.61
1159,0.08,0.897,1.076,0.599,0.1699999999999999,0.054,3.3680000000000003,2.151
1160,0.053,0.741,1.285,0.587,0.134,0.092,3.34,2.55
1161,0.155,0.931,1.208,0.5780000000000001,0.2229999999999999,0.0615,2.999,2.464
1162,0.0,0.7949999999999999,1.619,0.557,0.221,0.118,2.928,2.274
1163,0.009,0.563,1.27,0.5720000000000001,0.155,0.164,2.645,2.487
1164,0.087,0.5720000000000001,1.346,0.562,0.188,0.077,2.634,2.18
1165,0.051,0.497,1.651,0.718,0.279,0.041,2.668,2.179
1166,0.05,0.665,1.44,0.78,0.268,0.032,2.492,2.175
1167,0.059,0.417,1.495,0.653,0.3339999999999999,0.051,2.388,2.1580000000000004
1168,0.0839999999999999,0.552,1.3050000000000002,0.777,0.491,0.035,2.024,2.087
1169,0.024,0.542,1.543,0.5820000000000001,0.396,0.053,2.216,2.357
1170,0.016,0.595,1.435,0.776,0.371,0.099,1.975,3.981
1171,0.063,0.537,3.385,0.8,0.312,0.955,1.991,3.459
1172,0.177,0.5549999999999999,3.106,1.0870000000000002,0.3189999999999999,0.5,1.877,2.326
1173,0.315,0.599,1.659,0.81,0.488,0.3409999999999999,1.959,2.3040000000000003
1174,0.028,0.836,1.712,0.929,0.565,0.272,2.065,2.066
1175,0.2219999999999999,0.7809999999999999,1.721,0.827,0.54,0.512,2.105,1.995
1176,1.094,0.89,1.432,1.004,0.6579999999999999,0.441,1.857,3.087
1177,0.724,0.93,1.0,1.321,0.6839999999999999,0.368,1.79,2.958
1178,0.144,1.2029999999999998,1.36,1.358,1.034,0.388,1.891,2.882
1179,0.0349999999999999,1.823,0.743,2.106,1.294,0.258,2.061,4.189
1180,0.087,1.845,0.581,1.5750000000000002,1.2879999999999998,0.2,2.123,3.0460000000000003
1181,0.5,1.936,0.428,1.907,1.736,0.3419999999999999,2.01,2.073
1182,0.052,1.886,0.469,1.673,2.188,0.29,1.889,2.077
1183,0.211,1.832,0.391,1.73,2.411,0.289,1.864,1.943
1184,0.18,1.344,0.506,1.606,2.174,0.365,2.062,1.643
1185,0.423,1.672,0.508,2.047,2.211,0.372,1.929,1.9
1186,0.504,1.123,0.483,1.813,3.036,0.394,2.043,1.762
1187,0.281,0.8200000000000001,0.728,1.93,3.406,0.439,2.081,1.855
1188,0.395,0.6299999999999999,1.005,1.896,3.269,0.358,2.068,1.725
1189,0.663,0.5529999999999999,1.048,1.792,3.541,0.461,2.417,1.853
1190,1.361,0.417,1.284,1.428,2.683,0.311,2.083,1.815
1191,0.603,0.41,1.112,1.465,2.69,0.434,2.151,1.987
1192,0.411,0.548,1.296,1.5299999999999998,2.644,0.579,2.407,2.012
1193,0.106,0.382,1.424,1.229,3.102,0.677,2.643,1.958
1194,0.077,0.443,1.246,1.205,3.211,0.781,2.53,1.771
1195,0.479,0.934,1.417,1.343,2.096,0.757,2.481,2.063
1196,0.369,2.723,1.363,1.195,1.6949999999999998,0.635,2.47,2.127
1197,0.183,2.919,1.448,1.467,1.5259999999999998,0.634,2.267,2.443
1198,0.071,1.816,1.412,1.4289999999999998,1.265,0.675,2.334,2.1980000000000004
1199,0.313,1.456,1.511,1.5659999999999998,1.497,0.807,2.295,2.074
1200,0.153,2.159,1.858,1.835,2.078,1.043,2.44,2.108
1201,0.158,1.546,1.962,1.824,2.337,1.202,2.244,2.087
1202,0.163,1.145,1.646,2.072,2.415,1.198,2.14,1.932
1203,0.269,0.8640000000000001,1.755,2.366,1.928,1.216,2.175,2.111
1204,0.149,1.4135,1.993,2.435,2.137,1.219,2.579,2.118
1205,0.226,1.823,2.044,2.514,2.466,1.136,2.577,2.052
1206,0.25,1.836,2.2030000000000003,2.299,3.272,1.186,2.522,2.07
1207,0.2289999999999999,2.22,2.114,2.158,4.337,1.211,2.646,2.117
1208,0.244,2.34,1.927,1.851,4.227,1.1829999999999998,2.6100000000000003,2.239
1209,0.2029999999999999,2.585,2.265,1.591,3.531,0.979,2.487,2.269
1210,0.268,2.362,1.932,1.605,2.984,0.6839999999999999,3.34,2.292
1211,0.218,1.736,2.231,1.5884999999999998,2.972,0.967,2.502,2.443
1212,0.446,2.051,2.068,1.418,3.342,1.125,2.319,2.467
1213,0.484,2.843,2.006,1.565,4.133,0.941,2.505,2.403
1214,0.582,2.535,2.049,1.212,5.57,0.969,2.4610000000000003,2.468
1215,0.639,2.677,2.103,1.236,4.6,1.175,2.709,2.67
1216,0.7889999999999999,2.548,3.318,1.303,3.628,1.028,2.3760000000000003,2.476
1217,0.8049999999999999,3.212,4.921,1.326,3.05,1.001,2.5250000000000004,2.573
1218,0.79,6.911,2.043,1.4340000000000002,2.739,1.109,2.748,2.629
1219,0.7,6.0920000000000005,2.115,1.436,2.628,0.952,2.5620000000000003,2.566
1220,0.6819999999999999,3.86,1.984,1.442,2.858,0.968,2.928,2.701
1221,0.849,3.388,2.156,1.297,2.891,0.946,2.599,2.871
1222,1.071,2.8120000000000003,1.922,1.658,3.048,1.026,2.791,2.701
1223,1.1825,2.456,1.7919999999999998,1.572,3.019,1.036,2.743,2.6790000000000003
1224,1.568,1.925,1.976,1.403,3.194,1.01,3.021,2.828
1225,1.621,1.932,1.696,1.268,2.855,0.871,3.671,2.885
1226,1.525,1.748,1.764,1.053,3.013,1.017,4.273,3.016
1227,1.528,1.846,1.926,1.21,3.025,1.466,6.013,3.403
1228,1.504,1.951,1.899,1.251,3.504,1.092,3.18,3.338
1229,1.771,1.726,1.803,0.877,3.991,1.052,3.576,3.679
1230,1.489,1.622,1.621,1.089,3.616,1.623,4.146,3.896
1231,1.484,1.6989999999999998,1.771,1.187,3.575,1.225,3.395,3.743
1232,1.778,1.62,1.796,1.067,3.123,1.72,4.23,3.894
1233,1.664,1.735,2.139,0.93,3.552,2.875,5.71,4.142
1234,1.725,1.737,2.432,0.99,4.476,1.91,4.32,3.913
1235,1.979,1.811,2.138,1.197,4.789,4.798,3.23,4.01
1236,1.976,1.816,1.903,1.144,4.4385,4.422,2.923,3.867
1237,2.142,1.939,1.825,1.072,3.78,2.3680000000000003,2.859,3.417
1238,1.635,2.666,2.503,1.093,3.034,1.3,3.109,4.696
1239,1.823,2.3120000000000003,1.897,1.08,2.5,1.333,3.115,3.252
1240,1.5630000000000002,2.373,2.181,1.135,1.9235,1.352,6.401999999999999,3.306
1241,1.673,2.223,1.941,1.095,1.005,2.302,2.623,4.143000000000001
1242,1.629,1.915,1.6364999999999998,0.9315,0.7150000000000001,2.285,6.608,4.0360000000000005
1243,1.678,2.005,1.33,1.002,0.477,2.096,5.091,3.676
1244,1.75,1.741,2.224,1.474,0.358,2.255,2.552,3.841
1245,1.778,1.918,3.257,1.4,0.1689999999999999,2.004,2.6980000000000004,3.966
1246,1.673,2.155,1.79,1.332,0.3419999999999999,1.953,2.797,3.582
1247,1.5739999999999998,2.1020000000000003,1.732,1.553,0.379,1.605,3.494,3.488
1248,1.694,2.587,1.444,1.492,0.281,1.674,3.215,3.454
1249,1.683,2.534,1.56,1.34,0.423,1.6110000000000002,2.693,3.343
1250,1.89,2.401,1.851,1.354,0.265,1.7,2.726,3.769
1251,1.725,2.136,1.734,1.468,0.156,1.919,2.524,3.445
1252,1.5470000000000002,2.383,1.59,1.372,0.267,1.971,2.668,3.233
1253,1.439,2.528,1.608,1.347,0.257,2.035,2.532,3.262
1254,1.487,2.282,1.721,1.44,0.241,1.88,2.337,3.299
1255,1.443,2.261,1.738,1.563,0.139,2.308,2.174,3.214
1256,1.84,2.573,1.589,1.495,1.93,2.418,1.922,3.326
1257,2.641,2.129,1.702,1.441,0.2339999999999999,2.518,1.873,2.766
1258,2.7220000000000004,2.161,1.576,1.491,0.103,2.582,1.84,2.903
1259,2.26,2.2,1.602,1.341,0.661,2.763,1.215,2.799
1260,2.066,2.0330000000000004,1.5739999999999998,1.518,0.449,2.846,1.28,2.745
1261,2.159,2.247,1.918,1.485,0.119,2.688,1.736,2.755
1262,2.049,2.147,1.75,1.53,0.396,2.348,1.3,2.605
1263,2.113,2.056,2.699,1.331,0.023,2.965,1.068,2.723
1264,2.422,1.929,1.476,1.466,0.0,3.085,0.621,2.843
1265,2.18,1.778,1.326,1.585,0.0139999999999999,3.156,0.674,2.673
1266,2.229,1.744,1.306,1.448,0.008,3.544,0.767,2.581
1267,2.853,1.816,1.0590000000000002,1.545,0.005,3.428,1.138,2.731
1268,2.954,1.812,1.04,1.495,0.0065,3.333,1.117,2.431
1269,2.446,16.807000000000002,1.488,1.614,0.008,2.914,1.254,2.497
1270,2.411,7.322,1.124,2.035,0.0435,3.069,0.97,2.257
1271,2.625,6.046,1.237,2.046,0.027,3.036,0.745,2.427
1272,2.411,1.5699999999999998,2.609,2.147,0.036,3.191,0.8029999999999999,2.398
1273,2.371,1.489,1.395,2.099,0.0,3.439,0.503,2.168
1274,1.768,1.3159999999999998,0.843,1.811,0.0,3.538,0.749,2.281
1275,2.193,1.383,0.631,2.401,0.031,3.304,0.913,2.293
1276,2.113,1.474,0.605,2.539,0.0,3.575,0.809,2.106
1277,1.912,1.334,1.456,2.7880000000000003,0.011,3.649,0.801,1.992
1278,2.0780000000000003,1.197,0.6930000000000001,1.999,0.009,3.149,1.038,1.942
1279,2.021,1.23,0.87,1.411,0.004,3.205,0.7989999999999999,1.84
1280,2.414,1.52,0.5529999999999999,1.593,0.023,2.901,1.068,1.561
1281,3.979,1.498,0.5710000000000001,1.249,0.004,2.645,1.112,1.333
1282,2.233,1.193,0.663,1.4460000000000002,0.054,3.215,1.29,1.312
1283,1.656,1.109,0.495,1.408,0.0,2.747,1.434,1.352
1284,1.914,1.253,1.389,1.4169999999999998,0.026,2.623,1.87,0.997
1285,2.9290000000000003,0.734,1.624,1.302,0.02,2.567,1.671,0.713
1286,3.276,0.746,0.636,1.494,0.052,2.717,1.5470000000000002,0.508
1287,1.19,0.715,0.729,1.274,0.039,2.777,1.773,0.361
1288,0.694,0.856,0.518,1.201,0.026,2.935,1.753,0.403
1289,0.6140000000000001,0.597,0.653,1.38,0.008,2.869,2.005,0.556
1290,0.647,0.5489999999999999,0.393,1.262,0.021,2.744,1.768,0.597
1291,0.6799999999999999,0.726,0.352,1.198,0.03,2.443,1.811,0.4639999999999999
1292,0.6659999999999999,0.6025,0.859,1.23,0.094,2.31,2.027,0.273
1293,0.48,0.569,0.5349999999999999,0.996,0.114,2.345,1.851,0.127
1294,0.499,0.627,0.774,1.111,0.078,2.582,1.802,0.0829999999999999
1295,0.783,0.657,0.765,1.444,0.0569999999999999,2.676,1.809,0.1119999999999999
1296,0.505,0.557,0.786,1.23,0.156,2.58,2.0340000000000003,0.105
1297,0.179,0.494,0.6799999999999999,1.149,0.124,2.389,1.941,0.13
1298,0.294,0.415,1.111,1.226,0.065,2.3470000000000004,2.146,0.3349999999999999
1299,0.221,0.397,0.519,1.0510000000000002,0.226,2.22,2.673,0.256
1300,0.188,0.3239999999999999,0.4509999999999999,1.27,0.089,2.167,2.103,0.249
1301,0.162,0.296,0.376,1.272,0.2229999999999999,1.622,2.041,0.306
1302,0.202,0.3425,0.455,1.25,0.355,1.593,1.986,0.515
1303,0.0269999999999999,0.416,0.521,1.436,0.23,1.889,1.888,0.7549999999999999
1304,0.055,0.419,0.49,1.238,0.2329999999999999,1.89,2.253,1.43
1305,0.049,0.493,0.5940000000000001,1.303,0.2259999999999999,1.583,2.702,1.4489999999999998
1306,0.072,0.595,0.643,1.101,0.4615,1.781,2.193,1.685
1307,0.023,0.647,0.895,1.32,0.429,1.792,2.03,1.712
1308,0.009,0.573,0.632,1.398,0.372,1.676,1.724,1.701
1309,0.017,0.591,0.7230000000000001,1.356,0.409,1.781,1.892,1.651
1310,0.096,0.265,0.701,1.533,0.355,1.777,1.903,1.59
1311,0.089,0.242,0.751,1.463,0.427,1.603,2.0620000000000003,1.878
1312,0.043,0.367,0.764,1.442,0.437,1.71,1.857,1.948
1313,0.042,0.448,0.552,1.396,0.4639999999999999,4.414,1.619,2.179
1314,0.378,0.44,0.863,1.627,0.512,1.844,1.808,2.449
1315,0.083,0.423,0.6990000000000001,1.243,0.388,1.73,1.859,2.6020000000000003
1316,0.047,0.486,1.051,1.218,0.403,1.854,2.147,2.193
1317,0.313,0.499,0.592,1.129,0.505,1.723,2.05,2.18
1318,0.013,0.56,0.443,1.021,0.4325,1.774,2.018,2.145
1319,0.008,0.437,0.345,0.918,0.3999999999999999,1.763,2.006,2.239
1320,0.102,0.505,0.466,0.888,0.423,1.73,1.671,2.289
1321,0.023,0.555,0.486,0.92,0.291,1.817,1.802,2.072
1322,0.123,0.474,0.522,0.947,0.483,1.651,1.83,2.058
1323,0.005,0.4659999999999999,0.398,0.829,0.469,1.844,1.86,2.119
1324,0.059,0.488,7.595,0.87,0.4325,1.812,1.666,2.317
1325,0.015,0.409,0.444,0.849,0.373,1.605,1.593,2.085
1326,0.0,0.539,0.545,1.013,0.47,1.459,1.841,2.238
1327,0.046,0.396,0.518,0.901,0.5640000000000001,1.77,2.0860000000000003,2.547
1328,0.009,0.281,0.484,0.83,0.739,1.724,1.831,2.654
1329,0.1129999999999999,0.299,7.865,0.959,0.548,1.864,1.806,2.539
1330,0.1689999999999999,0.267,1.468,0.7869999999999999,0.706,1.749,2.027,2.285
1331,0.137,0.196,0.509,0.745,0.706,1.869,1.957,2.415
1332,0.076,0.193,0.4479999999999999,0.558,0.6970000000000001,1.879,2.3715,2.265
1333,0.045,0.271,0.311,0.384,0.708,2.2220000000000004,2.427,2.275
1334,0.002,0.3319999999999999,0.3349999999999999,0.3429999999999999,0.7310000000000001,2.016,2.124,2.247
1335,0.022,0.307,0.413,0.262,0.942,1.738,2.083,2.01
1336,0.1669999999999999,0.249,0.655,0.536,0.964,1.918,1.764,2.27
1337,0.076,0.441,0.4679999999999999,0.589,1.123,1.966,2.346,2.218
1338,0.076,0.265,0.5700000000000001,0.7090000000000001,1.097,1.89,2.051,2.17
1339,0.1,0.128,0.486,0.938,1.189,1.897,2.22,2.416
1340,0.038,0.142,0.473,0.8240000000000001,1.053,2.2270000000000003,2.444,2.313
1341,0.13,0.148,0.4495,0.8640000000000001,1.2879999999999998,2.098,2.2190000000000003,2.2
1342,0.061,0.086,0.5469999999999999,1.098,1.437,2.27,2.5620000000000003,2.295
1343,0.089,0.164,0.5389999999999999,1.541,1.331,2.313,2.345,2.079
1344,0.097,0.107,0.443,2.15,1.3130000000000002,2.362,1.787,2.203
1345,1.754,0.203,0.363,1.961,1.174,2.4370000000000003,2.434,1.917
1346,0.065,0.259,0.43,1.822,1.3090000000000002,2.249,2.26,1.672
1347,0.114,0.191,0.4795,1.896,1.038,2.339,2.145,1.012
1348,0.062,0.241,0.42,1.882,1.161,2.261,1.97,1.211
1349,0.046,0.389,0.488,1.772,1.031,2.395,2.0940000000000003,0.927
1350,0.07,0.276,0.713,1.783,0.853,2.653,2.056,1.1709999999999998
1351,0.128,0.423,0.706,1.934,1.001,2.563,2.101,1.029
1352,0.132,0.623,0.6799999999999999,1.987,0.8,2.702,2.012,1.042
1353,0.119,0.635,0.569,2.0,0.918,2.817,2.13,0.998
1354,0.072,0.512,0.447,2.223,0.735,2.549,2.08,1.064
1355,0.122,0.4679999999999999,0.412,2.12,0.813,2.447,2.222,1.0910000000000002
1356,0.192,0.5650000000000001,0.396,2.249,0.773,3.005,2.404,0.994
1357,0.237,0.581,0.5589999999999999,2.256,0.671,2.669,2.77,1.096
1358,0.352,0.8109999999999999,0.609,2.588,0.72,2.907,3.099,1.266
1359,0.33,2.048,0.401,3.141,0.7989999999999999,2.7590000000000003,3.004,0.976
1360,0.354,1.409,0.432,3.0380000000000003,0.554,2.807,2.881,1.105
1361,0.415,0.747,0.4,3.406,0.778,3.262,2.958,0.866
1362,0.37,0.876,0.374,3.293,0.5630000000000001,3.074,2.592,0.714
1363,0.6759999999999999,1.755,0.394,3.096,0.711,3.06,2.749,0.793
1364,1.774,1.632,0.429,2.48,0.52,3.446,2.7110000000000003,0.7809999999999999
1365,1.245,1.643,0.328,2.164,0.5609999999999999,3.479,2.15,1.0510000000000002
1366,2.614,1.82,0.6120000000000001,2.317,0.423,3.2830000000000004,2.72,1.2120000000000002
1367,3.654,1.007,0.756,2.321,0.391,3.214,2.311,1.29
1368,4.2620000000000005,1.874,0.768,2.072,0.4649999999999999,3.505,2.276,1.2200000000000002
1369,3.069,5.1,0.248,2.0225,0.552,3.248,2.026,1.454
1370,2.488,3.06,0.397,2.223,0.579,3.345,2.263,1.4340000000000002
1371,2.233,2.949,0.566,2.173,0.543,3.301,2.507,1.532
1372,2.259,8.02,0.571,2.199,0.5780000000000001,4.244,2.243,1.213
1373,2.623,9.95,0.619,1.987,0.547,5.725,2.21,1.3
1374,1.222,5.676,0.776,2.007,0.502,4.747999999999999,2.161,1.345
1375,0.311,2.066,0.401,1.976,0.424,3.604,2.208,1.231
1376,0.2259999999999999,2.167,0.5640000000000001,1.894,0.509,3.758,2.171,1.5419999999999998
1377,0.287,1.968,0.3269999999999999,1.832,0.494,4.07,2.068,1.39
1378,0.2199999999999999,1.159,0.441,1.939,0.43,4.021,1.686,1.4300000000000002
1379,0.329,0.6459999999999999,0.292,2.217,0.433,4.068,1.841,1.089
1380,0.4609999999999999,0.777,0.442,2.4,0.575,4.32,1.642,1.14
1381,0.345,0.912,0.493,2.095,0.64,4.183,1.842,0.882
1382,0.6,0.949,0.5750000000000001,2.0540000000000003,0.5125,3.814,1.72,0.954
1383,0.738,0.98,0.644,2.097,0.3399999999999999,3.344,1.5,0.978
1384,0.38,1.29,0.573,1.653,0.402,3.549,1.4489999999999998,1.304
1385,0.45,1.388,0.637,1.655,0.32,3.327,1.325,1.056
1386,0.256,1.1949999999999998,0.593,1.69,0.407,3.242,1.037,0.376
1387,0.276,1.035,0.593,1.481,0.581,3.306,0.956,0.491
1388,0.31,1.114,0.565,1.546,0.5740000000000001,3.302,0.849,0.568
1389,0.314,1.124,0.743,1.759,0.42,2.539,0.3939999999999999,0.6265000000000001
1390,0.316,1.225,0.52,1.872,1.21,2.337,1.123,0.372
1391,0.1709999999999999,1.247,0.6799999999999999,1.977,0.474,2.715,0.642,0.441
1392,0.5269999999999999,1.267,0.515,1.985,0.494,2.736,0.703,0.487
1393,0.51,1.163,0.577,1.826,0.5025,2.489,0.675,0.5660000000000001
1394,0.639,1.144,0.851,1.764,0.8300000000000001,2.221,0.503,0.432
1395,0.609,1.114,0.5740000000000001,2.106,0.926,2.103,0.519,0.537
1396,0.678,1.063,0.649,1.77,1.056,2.163,0.77,0.575
1397,1.765,1.17,0.708,1.86,0.979,2.085,0.512,0.358
1398,1.4209999999999998,1.102,0.79,1.927,0.909,2.199,0.484,0.4599999999999999
1399,1.128,1.105,0.63,1.931,0.62,2.226,0.256,0.6659999999999999
1400,1.032,0.978,0.916,2.059,0.512,2.335,0.635,0.531
1401,0.995,1.137,0.963,2.519,0.733,2.2175,0.263,0.763
1402,1.174,1.197,0.9125,2.6950000000000003,0.802,2.2635,0.399,0.512
1403,1.249,1.019,1.019,3.056,0.79,2.055,0.528,0.387
1404,1.17,1.076,1.147,3.431,0.827,1.9975,0.577,0.309
1405,1.2799999999999998,1.048,0.934,3.897,0.859,2.3520000000000003,0.458,0.389
1406,1.25,0.977,0.867,4.366,0.8500000000000001,2.231,0.392,0.51
1407,1.377,0.6639999999999999,0.8049999999999999,5.001,0.994,2.1,0.26,0.377
1408,1.594,0.772,0.4549999999999999,5.078,0.835,2.047,0.414,0.506
1409,1.347,0.611,0.29,5.9,0.4519999999999999,1.854,0.308,0.481
1410,1.256,0.867,0.146,6.518,0.523,1.937,0.208,0.628
1411,1.244,0.952,0.1714999999999999,6.454000000000001,0.6659999999999999,1.963,0.2219999999999999,0.315
1412,1.4340000000000002,0.867,0.145,7.171,0.607,2.077,0.3219999999999999,0.395
1413,1.388,0.933,0.17,7.535,0.533,1.894,0.238,0.36
1414,1.141,0.8235,0.2339999999999999,7.654999999999999,0.515,2.083,0.3379999999999999,0.36
1415,1.239,0.789,0.181,7.420999999999999,0.366,1.85,0.2339999999999999,0.4529999999999999
1416,1.2839999999999998,0.3245,0.1699999999999999,8.035,0.514,1.818,0.128,0.42
1417,1.117,0.27,0.582,7.872,0.35,1.738,0.119,0.499
1418,1.138,0.146,0.117,7.571999999999999,0.429,1.774,0.181,0.5229999999999999
1419,1.263,0.217,0.197,8.245000000000001,0.4735,2.063,0.202,0.399
1420,1.189,0.141,0.2269999999999999,8.225,0.379,1.833,0.344,0.265
1421,1.122,0.097,0.214,8.122,0.469,1.986,0.279,0.163
1422,1.096,0.18,2.5265,8.393,0.3975,1.884,0.202,0.278
1423,1.267,0.1055,0.272,8.579,0.441,1.623,0.178,0.2339999999999999
1424,1.193,0.148,1.494,8.536,0.211,1.743,0.114,0.1709999999999999
1425,1.218,0.079,0.18,8.007,0.31,1.601,0.2199999999999999,0.179
1426,0.8260000000000001,0.0625,0.199,8.041,0.228,1.34,0.181,0.0849999999999999
1427,1.943,0.0345,1.016,8.122,0.2809999999999999,1.291,0.156,0.092
1428,2.311,0.104,0.315,7.829000000000001,0.216,1.356,0.13,0.078
1429,1.528,0.0275,0.274,7.842,0.233,0.897,0.195,0.072
1430,0.22,0.168,0.272,7.562,0.189,0.956,0.145,0.038
1431,0.345,0.175,0.165,7.448,0.1575,0.963,0.2319999999999999,0.041
1432,0.197,0.119,0.605,6.959,0.152,0.995,0.3419999999999999,0.0
1433,0.11,0.084,0.105,6.415,0.121,0.8740000000000001,0.519,0.0
1434,0.194,0.24,0.111,6.063,0.1875,0.833,0.478,0.005
1435,0.221,0.1709999999999999,0.138,5.086,0.081,0.729,0.451,0.009
1436,0.178,0.1679999999999999,0.167,4.465,0.101,0.848,0.46,0.005
1437,0.194,0.08,0.132,4.388,0.116,0.7979999999999999,0.394,0.0
1438,0.175,0.166,0.263,2.95,0.187,0.704,0.304,0.0
1439,0.011,0.089,0.164,3.543,0.088,0.623,0.375,0.0
1440,0.0409999999999999,0.067,1.176,3.8775,0.056,0.604,0.461,0.014
1441,0.036,0.1,0.265,3.6555,0.1169999999999999,0.642,0.496,0.002
1442,0.123,0.122,0.3209999999999999,3.5170000000000003,0.172,0.628,0.384,0.041
1443,0.091,0.08,0.3429999999999999,3.2065,0.209,0.84,0.522,0.017
1444,0.076,0.129,0.196,2.131,0.161,0.785,0.497,0.0199999999999999
1445,0.036,0.115,0.32,2.492,0.277,0.781,0.3359999999999999,0.022
1446,0.017,0.137,0.32,2.473,0.208,0.819,0.497,0.016
1447,0.062,0.046,0.294,2.4735,0.22,0.8840000000000001,0.4639999999999999,0.181
1448,0.0,0.083,0.235,2.5185,0.3125,0.874,0.48,0.288
1449,0.0,0.064,0.158,2.832,0.09,1.076,0.431,0.265
1450,0.0,0.181,0.194,3.047,0.068,1.135,0.438,0.448
1451,0.0,0.211,0.306,3.8065,0.183,1.271,0.382,0.628
1452,0.0,0.083,0.433,3.993,0.035,1.18,0.482,0.76
1453,0.017,0.095,0.192,4.8065,0.191,1.449,0.548,0.667
1454,0.0,0.101,0.248,5.447,0.754,1.659,0.524,0.644
1455,0.0,0.096,0.618,5.973,0.393,1.626,0.702,0.7230000000000001
1456,0.034,0.122,0.229,6.994,0.496,1.994,0.5539999999999999,0.758
1457,0.0,0.092,1.194,7.084,0.8220000000000001,1.964,0.6990000000000001,0.985
1458,0.003,0.102,0.248,7.638,0.211,1.935,0.6419999999999999,0.812
1459,0.0,0.075,0.107,8.453,0.186,1.7120000000000002,0.5549999999999999,0.8879999999999999
1460,0.0,0.093,0.2309999999999999,8.596,0.206,1.821,0.795,0.539
1461,0.0,0.064,0.239,8.3,0.181,1.719,0.5780000000000001,0.477
1462,0.005,0.139,0.241,7.624,0.1619999999999999,1.816,0.5465,0.5489999999999999
1463,0.0,0.054,0.146,6.594,0.114,1.795,0.635,0.384
1464,0.0,0.089,0.3389999999999999,4.862,0.173,1.872,0.755,0.425
1465,0.0,0.099,0.148,3.271,0.179,2.167,0.611,0.404
1466,0.016,0.062,0.262,3.459,0.2289999999999999,2.064,0.59,0.4619999999999999
