"UTCDateTime","mac_address","firmware_ver","hardware","current_temp_f","current_humidity","current_dewpoint_f","pressure","adc","mem","rssi","uptime","pm1_0_cf_1","pm2_5_cf_1","pm10_0_cf_1","pm1_0_atm","pm2_5_atm","pm10_0_atm","pm2#5_aqi_cf_1","pm2#5_aqi_atm","p_0_3_um","p_0_5_um","p_1_0_um","p_2_5_um","p_5_0_um","p_10_0_um","pm1_0_cf_1_b","pm2_5_cf_1_b","pm10_0_cf_1_b","pm1_0_atm_b","pm2_5_atm_b","pm10_0_atm_b","pm2#5_aqi_cf_1_b","pm2#5_aqi_atm_b","p_0_3_um_b","p_0_5_um_b","p_1_0_um_b","p_2_5_um_b","p_5_0_um_b","p_10_0_um_b","gas"
"2024/02/22T22:14:58z","48:3f:da:c9:4f:4",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",77,13,22,876.98,NA,26352,0,100,0,0.82,1.09,0,0.82,1.09,3,3,150.2,46.43,6.66,3.2,0.27,0,0,0.79,0.81,0,0.79,0.81,3,3,114,33.12,6.44,3.19,0,0,NA
"2024/02/22T22:16:58z","48:3f:da:c9:4f:4",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,12,22,876.91,0.04,26264,0,220,0,0.41,0.41,0,0.41,0.41,2,2,146.38,42.76,4.66,2.52,0,0,0,0.18,0.8,0,0.18,0.8,1,1,148.25,43.42,6.75,2.82,1.33,0,50
"2024/02/22T22:18:58z","48:3f:da:c9:4f:4",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,11,21,876.9,0.04,26264,0,340,0,0,0,0,0,0,0,0,142.47,39.11,2.56,0.21,0,0,0,0.03,0.03,0,0.03,0.03,0,0,130.2,33.25,3.82,0.25,0,0,50
"2024/02/22T22:20:58z","48:3f:da:c9:4f:4",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,876.81,0.03,26264,0,460,0,0.04,0.04,0,0.04,0.04,0,0,135,37.07,3.96,0.5,0.25,0,0,0,0,0,0,0,0,0,113.9,29.73,4.82,0.17,0,0,NA
"2024/02/22T22:22:58z","48:3f:da:c9:4f:4",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,876.86,0.03,26264,0,580,0,0.08,0.08,0,0.08,0.08,0,0,148.88,42.59,3.75,0.44,0.25,0,0.09,0.43,0.6,0.09,0.43,0.6,2,2,165.52,46.03,6.93,1.17,0.5,0.26,50
"2024/02/22T22:24:58z","48:3f:da:c9:4f:4",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,11,21,876.91,0.03,26264,0,700,0,0,0,0,0,0,0,0,122.02,31.14,2.43,0.4,0,0,0,0,0,0,0,0,0,0,128.84,33.2,2.82,0.36,0,0,50
"2024/02/22T22:26:58z","48:3f:da:c9:4f:4",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,10,20,876.92,0.03,26264,0,820,0,0,0,0,0,0,0,0,117.16,31.52,2.93,0,0,0,0,0,0,0,0,0,0,0,100.5,27.74,3.45,0.07,0,0,50
"2024/02/22T22:28:58z","48:3f:da:c9:4f:4",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,11,21,877.04,0.03,26264,0,940,0,0,0.14,0,0,0.14,0,0,121.12,34.52,3.21,0.96,0.23,0,0,0,0.05,0,0,0.05,0,0,93,27.03,3.3,0.32,0.13,0.13,50
"2024/02/22T22:30:58z","48:3f:da:c9:4f:4",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,10,20,876.85,0.03,26264,0,1060,0.09,0.16,0.19,0.09,0.16,0.19,1,1,142.76,40.79,3.91,0.52,0,0,0,0.1,0.29,0,0.1,0.29,0,0,128.59,38.25,7.03,1.05,0.42,0.25,50
"2024/02/22T22:32:58z","48:3f:da:c9:4f:4",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,876.8,0.03,26264,0,1180,0,0.1,0.31,0,0.1,0.31,0,0,119.85,34.15,4.51,0.84,0.36,0,0,0.14,0.43,0,0.14,0.43,1,1,119.62,33.09,6.5,1.23,0.39,0.18,50
