time_stamp,pm1.0_atm,pm2.5_atm,pm10.0_atm
2024-04-13T16:40:00-06:00,0.046,0.23199999999999998,0.525
2024-04-13T16:50:00-06:00,0.046,0.311,0.46099999999999997
2024-04-13T17:00:00-06:00,0.021,0.362,0.538
2024-04-13T17:10:00-06:00,8.872499999999999,10.0765,11.1775
2024-04-13T17:20:00-06:00,1.683,2.044,2.3609999999999998
2024-04-13T17:30:00-06:00,9.841,11.651,12.961
2024-04-13T17:40:00-06:00,8.367,9.894,10.995000000000001
2024-04-13T17:50:00-06:00,3.364,4.087,4.649
2024-04-13T18:00:00-06:00,6.836,8.145,9.136
2024-04-13T18:10:00-06:00,5.161,6.297000000000001,6.95
2024-04-13T18:20:00-06:00,1.755,2.198,2.445
2024-04-13T18:30:00-06:00,0,0.20500000000000002,0.477
2024-04-13T18:40:00-06:00,0.028999999999999998,0.187,0.446
2024-04-13T18:50:00-06:00,0.044,0.202,0.451
2024-04-13T19:00:00-06:00,0.002,0.273,0.579
2024-04-13T19:10:00-06:00,0,0.159,0.525
2024-04-13T19:20:00-06:00,0,0.111,0.388
2024-04-13T19:30:00-06:00,0.017,0.138,0.61
2024-04-13T19:40:00-06:00,0,0.075,0.41200000000000003
2024-04-13T19:50:00-06:00,0.017,0.15999999999999998,0.545
2024-04-13T20:00:00-06:00,0.020999999999999998,0.21300000000000002,0.524
2024-04-13T20:10:00-06:00,0,0.172,0.604
2024-04-13T20:20:00-06:00,0.028,0.136,0.557
2024-04-13T20:30:00-06:00,0,0.195,0.504
2024-04-13T20:40:00-06:00,0.013000000000000001,0.235,0.6020000000000001
2024-04-13T20:50:00-06:00,0.367,1.083,1.771
2024-04-13T21:00:00-06:00,0.42400000000000004,1.0950000000000002,1.999
2024-04-13T21:10:00-06:00,0.444,1.286,2.515
2024-04-13T21:20:00-06:00,3.029,4.9559999999999995,6.429
2024-04-13T21:30:00-06:00,0.87,2.903,4.622
2024-04-13T21:40:00-06:00,2.929,7.865,10.725000000000001
2024-04-13T21:50:00-06:00,1.673,4.923,6.744
2024-04-13T22:00:00-06:00,2.057,6.747,10.428
2024-04-13T22:10:00-06:00,0.876,2.8760000000000003,4.164
2024-04-13T22:20:00-06:00,0.33499999999999996,1.1320000000000001,1.712
2024-04-13T22:30:00-06:00,0.497,1.3250000000000002,1.9649999999999999
2024-04-13T22:40:00-06:00,0.495,1.3860000000000001,1.9539999999999997
2024-04-13T22:50:00-06:00,0.79,2.1790000000000003,3.6180000000000003
2024-04-13T23:00:00-06:00,0.22899999999999998,1.048,1.789
2024-04-13T23:10:00-06:00,1.566,3.911,5.284000000000001
2024-04-13T23:20:00-06:00,1.7389999999999999,4.285,5.83
2024-04-13T23:30:00-06:00,0.479,1.37,1.979
2024-04-13T23:40:00-06:00,2.257,4.813000000000001,6.022
2024-04-13T23:50:00-06:00,0.259,0.9590000000000001,1.572
2024-04-14T00:00:00-06:00,0.11,0.641,1.137
2024-04-14T00:10:00-06:00,0.074,0.545,1.108
2024-04-14T00:20:00-06:00,0.015,0.278,0.85
2024-04-14T00:30:00-06:00,0.033,0.331,0.835
2024-04-14T00:40:00-06:00,0.008,0.244,0.631
2024-04-14T00:50:00-06:00,0,0.16,0.597
2024-04-14T01:00:00-06:00,0.025,0.271,0.788
2024-04-14T01:10:00-06:00,0.003,0.348,0.827
2024-04-14T01:20:00-06:00,0.013,0.256,0.661
2024-04-14T01:30:00-06:00,0.04,0.32899999999999996,0.99
2024-04-14T01:40:00-06:00,0.049,0.347,1.178
2024-04-14T01:50:00-06:00,0.041999999999999996,0.463,0.856
2024-04-14T02:00:00-06:00,0.081,0.6619999999999999,1.166
2024-04-14T02:10:00-06:00,0.128,0.6910000000000001,1.385
2024-04-14T02:20:00-06:00,0.039,0.615,1.127
2024-04-14T02:30:00-06:00,0.16999999999999998,0.716,1.3679999999999999
2024-04-14T02:40:00-06:00,0.181,0.7190000000000001,1.289
2024-04-14T02:50:00-06:00,0.1,0.554,1.1520000000000001
2024-04-14T03:00:00-06:00,0.133,0.6950000000000001,1.421
2024-04-14T03:10:00-06:00,0.14,0.734,1.096
2024-04-14T03:20:00-06:00,0.20600000000000002,0.803,1.425
2024-04-14T03:30:00-06:00,0.393,0.921,1.613
2024-04-14T03:40:00-06:00,0.29400000000000004,0.96,1.8199999999999998
2024-04-14T03:50:00-06:00,0.348,1.0939999999999999,1.604
2024-04-14T04:00:00-06:00,0.305,0.9500000000000001,1.417
2024-04-14T04:10:00-06:00,0.258,0.9339999999999999,1.661
2024-04-14T04:20:00-06:00,0.30000000000000004,0.8580000000000001,1.456
2024-04-14T04:30:00-06:00,0.138,0.7969999999999999,1.217
2024-04-14T04:40:00-06:00,0.183,0.825,1.274
2024-04-14T04:50:00-06:00,0.228,0.889,1.4969999999999999
2024-04-14T05:00:00-06:00,0.262,0.865,1.346
2024-04-14T05:10:00-06:00,0.191,0.8300000000000001,1.481
2024-04-14T05:20:00-06:00,0.242,0.9099999999999999,1.479
2024-04-14T05:30:00-06:00,0.1,0.7030000000000001,1.274
2024-04-14T05:40:00-06:00,0.506,1.222,2.21
2024-04-14T05:50:00-06:00,1.4180000000000001,2.9210000000000003,4.12
2024-04-14T06:00:00-06:00,0.631,1.435,2.141
2024-04-14T06:10:00-06:00,0.249,0.8049999999999999,1.3900000000000001
2024-04-14T06:20:00-06:00,0.265,0.954,1.774
2024-04-14T06:30:00-06:00,0.2005,0.7925,1.5135
2024-04-14T06:40:00-06:00,0.149,0.7935000000000001,1.279
2024-04-14T06:50:00-06:00,0.1735,0.7985,1.354
2024-04-14T07:00:00-06:00,0.179,0.8260000000000001,1.487
2024-04-14T07:10:00-06:00,0.42300000000000004,1.137,2.1475
2024-04-14T07:20:00-06:00,0.544,1.199,2.138
2024-04-14T07:30:00-06:00,0.331,0.95,1.8119999999999998
2024-04-14T07:40:00-06:00,0.29900000000000004,1.04,1.701
2024-04-14T07:50:00-06:00,0.30400000000000005,0.868,1.428
2024-04-14T08:00:00-06:00,0.10899999999999999,0.792,1.565
2024-04-14T08:10:00-06:00,0.088,0.618,1.232
