time_stamp,pm1.0_atm,pm2.5_atm,pm10.0_atm
2024-04-10T17:30:00-06:00,0.22849999999999998,0.8265,1.53
2024-04-10T17:40:00-06:00,0.17099999999999999,0.5549999999999999,1.303
2024-04-10T17:50:00-06:00,0.27,0.765,1.655
2024-04-10T18:00:00-06:00,0.22399999999999998,0.6739999999999999,1.2149999999999999
2024-04-10T18:10:00-06:00,0.186,0.735,1.27
2024-04-10T18:20:00-06:00,0.154,0.683,1.4340000000000002
2024-04-10T18:30:00-06:00,0.094,0.379,1.2850000000000001
2024-04-10T18:40:00-06:00,0.218,0.69,1.476
2024-04-10T18:50:00-06:00,0.229,0.6439999999999999,1.167
2024-04-10T19:00:00-06:00,0.256,0.8160000000000001,1.443
2024-04-10T19:10:00-06:00,0.08299999999999999,0.497,1.201
2024-04-10T19:20:00-06:00,0.11599999999999999,0.49,1.05
2024-04-10T19:30:00-06:00,0.10500000000000001,0.544,1.081
2024-04-10T19:40:00-06:00,0.07200000000000001,0.548,1.194
2024-04-10T19:50:00-06:00,0.304,0.755,1.3780000000000001
2024-04-10T20:00:00-06:00,0.32699999999999996,0.824,1.441
2024-04-10T20:10:00-06:00,0.26,0.773,1.362
2024-04-10T20:20:00-06:00,0.249,0.679,1.284
2024-04-10T20:30:00-06:00,0.23800000000000002,0.738,1.267
2024-04-10T20:40:00-06:00,0.188,0.637,1.361
2024-04-10T20:50:00-06:00,0.194,0.675,1.432
2024-04-10T21:00:00-06:00,0.251,0.802,1.5150000000000001
2024-04-10T21:10:00-06:00,0.186,0.636,1.231
2024-04-10T21:20:00-06:00,0.125,0.696,1.471
2024-04-10T21:30:00-06:00,0.055,0.5549999999999999,0.9365
2024-04-10T21:40:00-06:00,0.11699999999999999,0.554,1.064
2024-04-10T21:50:00-06:00,0.10300000000000001,0.647,1.467
2024-04-10T22:00:00-06:00,0.063,0.518,1.109
2024-04-10T22:10:00-06:00,0.125,0.692,1.2189999999999999
2024-04-10T22:20:00-06:00,0.07100000000000001,0.5740000000000001,1.044
2024-04-10T22:30:00-06:00,0.133,0.642,1.346
2024-04-10T22:40:00-06:00,0.133,0.557,1.165
2024-04-10T22:50:00-06:00,0.154,0.724,1.413
2024-04-10T23:00:00-06:00,0.081,0.6060000000000001,1.341
2024-04-10T23:10:00-06:00,0.11599999999999999,0.612,1.2770000000000001
2024-04-10T23:20:00-06:00,0.135,0.736,1.45
2024-04-10T23:30:00-06:00,0.188,0.778,1.487
2024-04-10T23:40:00-06:00,0.189,0.777,1.424
2024-04-10T23:50:00-06:00,0.093,0.662,1.3050000000000002
2024-04-11T00:00:00-06:00,0.16799999999999998,0.6659999999999999,1.219
2024-04-11T00:10:00-06:00,0.1,0.5840000000000001,1.207
2024-04-11T00:20:00-06:00,0.093,0.597,1.112
2024-04-11T00:30:00-06:00,0.21600000000000003,0.619,1.363
2024-04-11T00:40:00-06:00,0.22399999999999998,0.848,1.784
2024-04-11T00:50:00-06:00,0.386,0.99,1.751
2024-04-11T01:00:00-06:00,0.358,0.9810000000000001,1.976
2024-04-11T01:10:00-06:00,0.248,0.738,1.504
2024-04-11T01:20:00-06:00,0.176,0.779,1.366
2024-04-11T01:30:00-06:00,0.237,0.834,1.601
2024-04-11T01:40:00-06:00,0.174,0.794,1.5419999999999998
2024-04-11T01:50:00-06:00,0.154,0.696,1.458
2024-04-11T02:00:00-06:00,0.16799999999999998,0.7090000000000001,1.451
2024-04-11T02:10:00-06:00,0.256,0.975,1.6440000000000001
2024-04-11T02:20:00-06:00,0.152,0.746,1.601
2024-04-11T02:30:00-06:00,0.181,0.823,1.6560000000000001
2024-04-11T02:40:00-06:00,0.065,0.738,1.621
2024-04-11T02:50:00-06:00,0.135,0.776,1.82
2024-04-11T03:00:00-06:00,0.113,0.757,1.758
2024-04-11T03:10:00-06:00,0.068,0.67,1.529
2024-04-11T03:20:00-06:00,0.049,0.515,1.1749999999999998
2024-04-11T03:30:00-06:00,0.095,0.484,1.581
2024-04-11T03:40:00-06:00,0.088,0.589,1.225
2024-04-11T03:50:00-06:00,0.127,0.639,1.49
2024-04-11T04:00:00-06:00,0.115,0.6519999999999999,1.37
2024-04-11T04:10:00-06:00,0.10200000000000001,0.6910000000000001,1.336
2024-04-11T04:20:00-06:00,0.019,0.441,1.319
2024-04-11T04:30:00-06:00,0.024,0.575,1.663
2024-04-11T04:40:00-06:00,0.07300000000000001,0.6950000000000001,1.48
2024-04-11T04:50:00-06:00,0.07400000000000001,0.569,1.236
2024-04-11T05:00:00-06:00,0.009,0.5509999999999999,1.657
2024-04-11T05:10:00-06:00,0.034,0.45599999999999996,1.342
2024-04-11T05:20:00-06:00,0.012,0.40700000000000003,1.603
2024-04-11T05:30:00-06:00,0.017,0.45199999999999996,1.374
2024-04-11T05:40:00-06:00,0.021,0.353,1.388
2024-04-11T05:50:00-06:00,0.018,0.47500000000000003,1.206
2024-04-11T06:00:00-06:00,0.052,0.581,1.634
2024-04-11T06:10:00-06:00,0.024,0.43000000000000005,1.553
2024-04-11T06:20:00-06:00,0.012,0.386,1.347
2024-04-11T06:30:00-06:00,0.057,0.51,1.335
2024-04-11T06:40:00-06:00,0.012,0.41300000000000003,1.357
2024-04-11T06:50:00-06:00,0.026,0.457,1.6589999999999998
2024-04-11T07:00:00-06:00,0.229,0.8009999999999999,2.185
2024-04-11T07:10:00-06:00,0.2,0.907,1.975
2024-04-11T07:20:00-06:00,0.135,0.696,1.838
2024-04-11T07:30:00-06:00,0.066,0.5730000000000001,1.722
2024-04-11T07:40:00-06:00,0.104,0.7310000000000001,2.024
2024-04-11T07:50:00-06:00,0.129,0.673,1.9409999999999998
2024-04-11T08:00:00-06:00,0.183,0.867,2.101
2024-04-11T08:10:00-06:00,0.188,0.755,1.8159999999999998
2024-04-11T08:20:00-06:00,0.269,0.926,1.803
2024-04-11T08:30:00-06:00,0.211,0.954,2.6959999999999997
2024-04-11T08:40:00-06:00,0.144,0.905,2.172
2024-04-11T08:50:00-06:00,0.058,0.602,1.7149999999999999
2024-04-11T09:00:00-06:00,0.062,0.651,1.723
2024-04-11T09:10:00-06:00,0.075,0.508,1.1840000000000002
2024-04-11T09:20:00-06:00,0.081,0.46,1.627
2024-04-11T09:30:00-06:00,0.039,0.429,1.27
2024-04-11T09:40:00-06:00,0.061,0.495,1.2810000000000001
2024-04-11T09:50:00-06:00,0.241,0.9299999999999999,1.919
2024-04-11T10:00:00-06:00,0.308,0.863,1.613
2024-04-11T10:10:00-06:00,0.199,0.748,1.553
2024-04-11T10:20:00-06:00,0.039,0.44300000000000006,1.239
2024-04-11T10:30:00-06:00,0.032,0.355,1.1720000000000002
2024-04-11T10:40:00-06:00,0.018,0.395,1.307
2024-04-11T10:50:00-06:00,0.07100000000000001,0.488,1.388
2024-04-11T11:00:00-06:00,0.081,0.567,1.48
2024-04-11T11:10:00-06:00,0.062,0.474,1.146
2024-04-11T11:20:00-06:00,0.07,0.366,0.942
2024-04-11T11:30:00-06:00,0.101,0.431,1.053
2024-04-11T11:40:00-06:00,0.071,0.473,1.197
2024-04-11T11:50:00-06:00,0.08299999999999999,0.33999999999999997,1.1
2024-04-11T12:00:00-06:00,0.151,0.504,1.1280000000000001
2024-04-11T12:10:00-06:00,0.089,0.41800000000000004,1.2109999999999999
2024-04-11T12:20:00-06:00,0.128,0.564,1.2400000000000002
2024-04-11T12:30:00-06:00,0.161,0.605,1.137
2024-04-11T12:40:00-06:00,0.218,0.656,1.2149999999999999
2024-04-11T12:50:00-06:00,0.272,0.662,1.296
2024-04-11T13:00:00-06:00,0.5115000000000001,0.8665,1.585
2024-04-11T13:10:00-06:00,0.33149999999999996,0.6255,1.4064999999999999
2024-04-11T13:20:00-06:00,0.40399999999999997,0.8280000000000001,1.662
2024-04-11T13:30:00-06:00,0.333,0.656,1.588
2024-04-11T13:40:00-06:00,0.20099999999999998,0.5780000000000001,1.082
2024-04-11T13:50:00-06:00,0.241,0.44,1.0699999999999998
2024-04-11T14:00:00-06:00,0.251,0.519,1.091
2024-04-11T14:10:00-06:00,0.193,0.506,0.952
2024-04-11T14:20:00-06:00,0.125,0.341,0.9989999999999999
2024-04-11T14:30:00-06:00,0.202,0.401,0.9049999999999999
2024-04-11T14:40:00-06:00,0.188,0.466,0.9989999999999999
2024-04-11T14:50:00-06:00,0.29100000000000004,0.618,1.384
2024-04-11T15:00:00-06:00,0.106,0.389,0.836
2024-04-11T15:10:00-06:00,0.117,0.437,0.9450000000000001
2024-04-11T15:20:00-06:00,0.06999999999999999,0.36,0.835
2024-04-11T15:30:00-06:00,0.174,0.495,0.9
2024-04-11T15:40:00-06:00,0.052,0.379,0.848
2024-04-11T15:50:00-06:00,0.077,0.394,0.974
2024-04-11T16:00:00-06:00,0.019,0.248,0.615
2024-04-11T16:10:00-06:00,0.093,0.374,0.9039999999999999
2024-04-11T16:20:00-06:00,0.067,0.311,0.766
2024-04-11T16:30:00-06:00,0.066,0.359,0.802
2024-04-11T16:40:00-06:00,0.075,0.256,0.7220000000000001
2024-04-11T16:50:00-06:00,0.044,0.124,0.41200000000000003
2024-04-11T17:00:00-06:00,0.038,0.347,0.895
2024-04-11T17:10:00-06:00,0.055,0.205,0.784
2024-04-11T17:20:00-06:00,0.005,0.2,0.657
2024-04-11T17:30:00-06:00,0.026,0.20299999999999999,0.718
2024-04-11T17:40:00-06:00,0.028,0.205,0.426
2024-04-11T17:50:00-06:00,0.056,0.317,0.79
2024-04-11T18:00:00-06:00,0.054000000000000006,0.314,0.9279999999999999
2024-04-11T18:10:00-06:00,0.039,0.33299999999999996,0.944
2024-04-11T18:20:00-06:00,0.0035,0.439,1.0775000000000001
2024-04-11T18:30:00-06:00,0.07200000000000001,0.289,0.796
2024-04-11T18:40:00-06:00,0.04,0.385,0.9359999999999999
2024-04-11T18:50:00-06:00,0.051000000000000004,0.34299999999999997,1.23
2024-04-11T19:00:00-06:00,0.04,0.382,1.064
2024-04-11T19:10:00-06:00,0.031,0.491,1.03
2024-04-11T19:20:00-06:00,0.038,0.42600000000000005,1.131
2024-04-11T19:30:00-06:00,0.011,0.28400000000000003,0.9259999999999999
2024-04-11T19:40:00-06:00,0.067,0.41900000000000004,1.004
2024-04-11T19:50:00-06:00,0.028999999999999998,0.367,0.9750000000000001
2024-04-11T20:00:00-06:00,0.0675,0.3255,0.9575
2024-04-11T20:10:00-06:00,0.052000000000000005,0.5115000000000001,1.28
2024-04-11T20:20:00-06:00,0.055999999999999994,0.6499999999999999,1.415
2024-04-11T20:30:00-06:00,0.1025,0.716,1.454
2024-04-11T20:40:00-06:00,0.023,0.362,0.936
2024-04-11T20:50:00-06:00,0.052000000000000005,0.45499999999999996,1.251
2024-04-11T21:00:00-06:00,0.0635,0.581,1.43
2024-04-11T21:10:00-06:00,0.015,0.3775,1.2415
2024-04-11T21:20:00-06:00,0.055,0.41300000000000003,0.923
2024-04-11T21:30:00-06:00,0.0655,0.336,1.034
2024-04-11T21:40:00-06:00,0.044,0.44899999999999995,1.268
2024-04-11T21:50:00-06:00,0.073,0.432,1.166
2024-04-11T22:00:00-06:00,0.038,0.386,0.956
2024-04-11T22:10:00-06:00,0.048,0.33199999999999996,0.9730000000000001
2024-04-11T22:20:00-06:00,0.035,0.49,1.233
2024-04-11T22:30:00-06:00,0.025,0.482,1.4569999999999999
2024-04-11T22:40:00-06:00,0.068,0.5619999999999999,1.52
2024-04-11T22:50:00-06:00,0.07300000000000001,0.612,1.355
2024-04-11T23:00:00-06:00,0.12,0.552,1.377
2024-04-11T23:10:00-06:00,0.33799999999999997,1.022,1.766
2024-04-11T23:20:00-06:00,0.306,0.966,1.838
2024-04-11T23:30:00-06:00,0.186,0.836,1.8130000000000002
2024-04-11T23:40:00-06:00,0.18,0.873,1.661
2024-04-11T23:50:00-06:00,0.24,0.893,1.875
2024-04-12T00:00:00-06:00,0.154,0.762,1.58
2024-04-12T00:10:00-06:00,0.19,0.873,1.759
2024-04-12T00:20:00-06:00,0.16999999999999998,0.826,1.873
2024-04-12T00:30:00-06:00,0.135,0.741,1.688
2024-04-12T00:40:00-06:00,0.185,0.952,1.883
2024-04-12T00:50:00-06:00,0.33899999999999997,1.062,2.1159999999999997
2024-04-12T01:00:00-06:00,0.5389999999999999,1.1640000000000001,2.215
2024-04-12T01:10:00-06:00,0.563,1.346,2.717
2024-04-12T01:20:00-06:00,0.501,1.333,2.5570000000000004
2024-04-12T01:30:00-06:00,0.522,1.1469999999999998,2.355
2024-04-12T01:40:00-06:00,0.46599999999999997,1.1840000000000002,2.202
2024-04-12T01:50:00-06:00,0.339,0.994,2.045
2024-04-12T02:00:00-06:00,0.42700000000000005,1.055,2.0909999999999997
2024-04-12T02:10:00-06:00,0.197,0.889,1.913
2024-04-12T02:20:00-06:00,0.202,0.902,1.995
2024-04-12T02:30:00-06:00,0.13,0.774,1.653
2024-04-12T02:40:00-06:00,0.072,0.7050000000000001,1.5979999999999999
2024-04-12T02:50:00-06:00,0.109,0.651,1.6520000000000001
2024-04-12T03:00:00-06:00,0.15100000000000002,0.777,1.9789999999999999
2024-04-12T03:10:00-06:00,0.087,0.6990000000000001,1.5819999999999999
2024-04-12T03:20:00-06:00,0.13,0.7010000000000001,1.624
2024-04-12T03:30:00-06:00,0.109,0.738,1.736
2024-04-12T03:40:00-06:00,0.132,0.8029999999999999,1.8319999999999999
2024-04-12T03:50:00-06:00,0.081,0.645,1.448
2024-04-12T04:00:00-06:00,0.191,0.881,1.663
2024-04-12T04:10:00-06:00,0.13,0.6539999999999999,1.5230000000000001
2024-04-12T04:20:00-06:00,0.071,0.708,1.7839999999999998
2024-04-12T04:30:00-06:00,0.098,0.44,1.201
2024-04-12T04:40:00-06:00,0.054000000000000006,0.581,1.296
2024-04-12T04:50:00-06:00,0.088,0.613,1.459
2024-04-12T05:00:00-06:00,0.041999999999999996,0.5660000000000001,1.174
2024-04-12T05:10:00-06:00,0.10300000000000001,0.6619999999999999,1.617
2024-04-12T05:20:00-06:00,0.16999999999999998,0.7989999999999999,1.826
2024-04-12T05:30:00-06:00,0.222,0.8480000000000001,1.6800000000000002
2024-04-12T05:40:00-06:00,0.105,0.773,1.46
2024-04-12T05:50:00-06:00,0.154,0.768,1.467
2024-04-12T06:00:00-06:00,0.10500000000000001,0.6719999999999999,1.5190000000000001
2024-04-12T06:10:00-06:00,0.194,0.772,1.712
2024-04-12T06:20:00-06:00,0.095,0.588,1.571
2024-04-12T06:30:00-06:00,0.08499999999999999,0.6579999999999999,1.5310000000000001
2024-04-12T06:40:00-06:00,0.125,0.815,1.656
2024-04-12T06:50:00-06:00,0.21999999999999997,0.795,1.65
2024-04-12T07:00:00-06:00,0.10700000000000001,0.8280000000000001,1.999
2024-04-12T07:10:00-06:00,0.097,0.63,1.356
2024-04-12T07:20:00-06:00,0.078,0.758,1.616
2024-04-12T07:30:00-06:00,0.146,0.8360000000000001,1.6709999999999998
2024-04-12T07:40:00-06:00,0.155,0.8320000000000001,1.717
2024-04-12T07:50:00-06:00,0.245,0.831,1.6019999999999999
2024-04-12T08:00:00-06:00,0.299,0.857,1.859
2024-04-12T08:10:00-06:00,0.226,0.806,1.729
2024-04-12T08:20:00-06:00,0.208,0.742,1.478
2024-04-12T08:30:00-06:00,0.132,0.5840000000000001,1.222
2024-04-12T08:40:00-06:00,0.203,0.671,1.637
2024-04-12T08:50:00-06:00,0.267,0.783,1.811
2024-04-12T09:00:00-06:00,0.267,0.733,1.479
2024-04-12T09:10:00-06:00,0.262,0.762,1.8649999999999998
2024-04-12T09:20:00-06:00,0.23099999999999998,0.78,1.73
2024-04-12T09:30:00-06:00,0.29500000000000004,0.914,1.869
2024-04-12T09:40:00-06:00,0.341,0.817,1.783
2024-04-12T09:50:00-06:00,0.173,0.666,1.552
2024-04-12T10:00:00-06:00,0.275,0.749,1.775
2024-04-12T10:10:00-06:00,0.337,0.778,1.468
2024-04-12T10:20:00-06:00,0.26,0.815,1.9260000000000002
2024-04-12T10:30:00-06:00,0.475,0.9359999999999999,1.9329999999999998
2024-04-12T10:40:00-06:00,0.449,1.079,2.254
2024-04-12T10:50:00-06:00,0.369,0.872,2.106
