,GC-1,GC-2,GC-3,GC-4,GC-5,GC-6,GC-7,GC-8
1432,0.0,0.083,0.241,2.912,1.053,2.425,0.7090000000000001,0.0199999999999999
1433,0.0,0.095,0.146,2.709,1.1429999999999998,3.166,0.891,0.022
1434,0.0,0.101,0.3389999999999999,2.79,1.105,3.952,0.951,0.016
1435,0.005,0.096,0.148,2.492,1.205,3.603,0.991,0.181
1436,0.0,0.122,0.262,2.039,1.234,3.758,1.122,0.288
1437,0.0,0.092,0.177,2.091,1.185,3.033,0.871,0.265
1438,0.0,0.102,0.272,1.865,1.198,2.911,0.789,0.448
1439,0.016,0.075,0.3299999999999999,1.431,1.272,2.515,1.217,0.628
1440,0.027,0.093,0.4599999999999999,1.307,1.294,2.451,0.963,0.76
1441,0.0,0.064,0.522,0.7230000000000001,1.286,2.897,1.061,0.667
1442,0.022,0.139,0.545,0.357,1.454,3.173,0.954,0.644
1443,0.0,0.054,0.346,0.239,1.415,3.35,0.936,0.7230000000000001
1444,0.007,0.089,0.249,0.141,1.452,3.055,0.873,0.758
1445,0.005,0.099,0.3025,0.146,1.4369999999999998,3.627,0.8440000000000001,0.985
1446,0.009,0.062,0.436,0.127,1.58,3.576,0.7889999999999999,0.812
1447,0.009,0.1139999999999999,0.36,0.086,1.682,3.391,1.009,0.8879999999999999
1448,0.009,0.047,0.346,0.008,1.825,3.088,0.815,0.539
1449,0.007,0.069,0.214,0.081,1.879,3.162,0.774,0.477
1450,0.008,0.152,0.3259999999999999,0.08,1.906,3.4130000000000003,0.847,0.5489999999999999
1451,0.0,0.1659999999999999,0.45,0.092,2.143,3.127,0.794,0.384
1452,0.0,0.123,0.552,0.184,2.137,3.101,0.803,0.425
1453,0.028,0.119,0.614,0.147,1.99,3.61,0.88,0.404
1454,0.007,0.187,0.579,0.1,2.277,3.475,1.04,0.4619999999999999
1455,0.0,0.178,0.668,0.074,2.351,2.616,0.985,0.485
1456,0.0,0.186,0.617,0.085,2.415,2.293,0.829,0.6519999999999999
1457,0.009,0.086,0.611,0.114,2.349,1.986,0.815,0.643
1458,0.021,0.1679999999999999,0.5,0.096,2.761,1.701,0.931,0.775
1459,0.005,0.191,0.4509999999999999,0.053,3.091,1.794,0.8999999999999999,0.81
1460,0.024,0.214,0.487,0.129,3.087,1.485,0.975,0.516
1461,0.014,0.176,0.4,0.094,3.232,1.37,1.103,0.3329999999999999
1462,0.089,0.222,0.396,0.071,3.3920000000000003,1.2970000000000002,1.074,0.449
1463,0.165,0.236,0.5395000000000001,0.055,3.302,1.367,1.064,0.49
1464,0.093,0.3319999999999999,0.39,0.04,3.362,1.308,1.196,0.383
1465,0.129,0.344,0.438,0.157,3.3585,1.539,1.981,0.4549999999999999
1466,0.098,0.477,0.36,1.002,3.382,1.317,1.646,0.4335
1467,0.2329999999999999,0.373,0.3429999999999999,2.379,3.373,1.294,1.409,0.542
1468,0.254,0.55,0.513,4.4670000000000005,3.4850000000000003,1.278,1.237,0.458
1469,0.165,0.428,0.358,5.134,3.372,1.1749999999999998,1.056,0.38
1470,0.272,0.6970000000000001,0.345,4.184,3.269,1.474,1.035,0.346
1471,0.438,1.108,0.393,4.027,2.983,2.037,1.1949999999999998,0.532
1472,0.445,1.827,0.325,4.063000000000001,2.702,1.488,0.771,0.594
1473,0.263,1.64,0.302,4.185,2.419,1.742,0.915,0.486
1474,0.243,1.44,0.284,4.147,2.614,1.992,1.138,0.52
1475,0.384,1.126,0.342,3.973,2.444,1.501,0.924,0.417
1476,0.659,0.766,0.368,3.428,2.298,1.716,0.824,0.504
1477,1.139,0.653,0.353,3.1660000000000004,2.678,2.064,0.8659999999999999,0.416
1478,0.7889999999999999,0.398,0.366,2.911,2.3760000000000003,1.928,0.989,0.507
1479,0.629,0.371,0.322,2.765,2.524,1.716,1.214,0.4609999999999999
1480,0.612,0.6839999999999999,0.334,2.67,2.658,2.5940000000000003,1.092,0.59
1481,0.275,1.763,0.254,2.514,2.652,2.698,1.025,0.6910000000000001
1482,0.404,2.26,0.288,2.573,2.7,2.1500000000000004,1.583,0.6599999999999999
1483,0.345,1.495,0.184,2.511,2.382,2.224,1.317,0.8049999999999999
1484,0.513,1.613,0.2329999999999999,2.736,2.251,1.798,1.52,0.7949999999999999
1485,0.626,1.002,0.1375,2.972,2.294,1.766,0.952,0.847
1486,0.296,2.56,0.134,3.133,2.3840000000000003,1.763,0.773,0.848
1487,0.285,3.0,0.097,3.266,2.342,1.639,0.645,0.94
1488,0.268,2.689,0.131,3.377,2.28,1.007,0.671,0.863
1489,0.091,2.62,0.23,3.488,2.106,0.724,0.6819999999999999,0.899
1490,0.237,3.045,0.123,3.415,1.926,0.781,0.7569999999999999,1.013
1491,0.063,1.44,0.144,2.858,1.974,0.413,0.956,0.903
1492,0.145,1.076,0.355,2.589,1.897,0.445,0.951,0.883
1493,0.673,0.486,0.178,3.111,2.2960000000000003,0.515,0.906,1.022
1494,0.702,0.4489999999999999,0.14,2.969,2.295,0.427,0.788,1.231
1495,0.237,0.186,0.192,3.027,2.417,0.262,0.758,1.454
1496,0.292,0.3429999999999999,0.257,3.128,2.036,0.3279999999999999,0.833,1.397
1497,0.303,0.252,0.353,3.112,2.113,0.398,0.875,1.354
1498,0.211,0.264,0.176,3.608,2.1165,0.373,0.817,1.148
1499,0.145,0.272,0.213,3.225,2.0010000000000003,0.257,0.696,1.178
1500,0.19,0.187,0.271,3.226,2.028,0.203,0.593,1.412
1501,0.125,0.123,0.251,2.855,1.95,0.219,0.544,1.2759999999999998
1502,0.178,0.311,1.82,2.629,1.825,0.187,0.534,1.597
1503,0.314,0.4649999999999999,4.401,2.5780000000000003,1.949,0.202,0.5840000000000001,1.873
1504,1.974,0.312,5.704000000000001,2.61,1.918,0.145,0.613,2.143
1505,0.735,0.254,2.692,2.428,1.905,0.121,0.887,2.619
1506,0.74,0.386,1.726,2.485,1.941,0.129,0.6639999999999999,2.566
1507,0.513,0.505,0.517,2.37,1.992,0.12,0.906,2.294
1508,0.3289999999999999,0.436,0.553,2.4080000000000004,1.884,0.185,0.6890000000000001,2.451
1509,0.173,0.788,0.385,2.258,1.927,0.162,0.781,2.14
1510,0.363,0.448,0.352,2.101,1.772,0.205,0.88,1.788
1511,0.4549999999999999,0.831,0.337,2.149,1.868,0.155,0.894,1.613
1512,0.253,0.645,0.376,2.079,1.985,0.158,0.935,1.961
1513,0.322,0.537,0.385,2.6980000000000004,1.963,0.113,0.8660000000000001,1.963
1514,0.292,0.39,0.355,3.236,1.978,0.086,0.675,1.701
1515,0.302,0.348,0.331,2.999,2.228,0.12,0.8320000000000001,1.967
1516,0.349,0.434,0.299,2.702,2.073,0.066,0.8260000000000001,1.861
1517,0.301,0.262,0.473,2.6340000000000003,2.25,0.157,0.8939999999999999,2.036
1518,0.337,0.35,0.919,0.943,2.22,0.123,0.963,2.018
1519,0.629,0.3219999999999999,0.8140000000000001,0.973,2.313,0.123,0.898,1.596
1520,0.69,0.304,0.3229999999999999,0.825,2.3840000000000003,0.106,0.7769999999999999,1.601
1521,0.644,0.195,0.309,0.487,2.3600000000000003,0.193,0.952,1.582
1522,0.3399999999999999,0.3429999999999999,0.391,0.967,2.539,0.124,0.859,1.463
1523,0.202,0.3249999999999999,0.428,0.8210000000000001,2.464,0.167,0.962,1.643
1524,0.425,0.536,1.218,0.946,2.396,0.073,0.981,1.633
1525,0.37,0.8240000000000001,0.175,0.657,2.318,0.026,0.916,1.821
1526,0.569,0.41,0.958,0.228,2.587,0.12,0.908,2.058
1527,0.6910000000000001,0.525,0.804,0.403,2.661,0.16,0.964,2.091
1528,0.548,0.441,0.648,0.456,2.875,0.171,0.991,2.082
1529,0.415,0.452,0.139,0.494,2.869,0.119,1.022,2.0780000000000003
1530,0.42,0.4975,0.012,0.594,3.088,0.099,1.013,2.259
1531,0.321,0.293,0.782,0.973,2.918,0.1,1.109,2.221
1532,0.3329999999999999,0.641,0.226,1.782,3.0700000000000003,0.097,0.745,2.194
1533,0.525,0.5609999999999999,0.14,2.904,2.699,0.133,0.987,2.055
1534,0.989,3.3760000000000003,0.03,2.882,2.817,0.169,0.823,1.925
1535,2.598,1.804,0.109,3.061,2.936,0.182,0.987,1.645
1536,3.0570000000000004,1.886,0.0485,2.669,2.763,0.095,1.249,2.013
1537,3.913,0.6659999999999999,0.007,3.002,3.063,0.056,1.115,1.424
1538,3.725,0.479,0.018,2.84,3.163,0.072,0.986,1.49
1539,0.659,0.269,0.004,2.69,3.3440000000000003,0.126,1.059,1.174
1540,0.562,0.264,0.002,2.684,3.3200000000000003,0.105,1.052,1.348
1541,0.292,0.237,0.06,2.55,3.395,0.094,1.001,1.392
1542,0.436,0.217,1.1,2.49,3.39,0.073,1.368,1.0779999999999998
1543,0.3409999999999999,0.114,0.053,2.357,3.474,0.121,1.254,1.0699999999999998
1544,0.267,0.244,0.267,2.427,3.439,0.1129999999999999,1.0990000000000002,0.973
1545,0.413,0.22,0.0979999999999999,2.6050000000000004,3.206,0.255,0.934,1.017
1546,0.349,0.139,4.257,2.493,3.0540000000000003,0.214,1.138,1.015
1547,0.1709999999999999,0.162,1.114,2.407,2.859,0.252,1.108,0.708
1548,0.248,0.031,0.632,2.324,3.057,0.3,1.137,1.1589999999999998
1549,0.256,0.027,0.494,2.465,2.893,0.218,1.217,0.665
1550,0.2249999999999999,0.071,0.257,2.55,2.47,0.311,1.113,0.505
1551,0.128,0.045,0.106,2.953,1.946,0.329,1.288,0.687
1552,0.125,0.023,1.495,3.143,2.129,0.387,1.119,0.51
1553,0.235,0.05,0.375,3.563,2.2835,0.47,1.005,0.569
1554,0.123,0.024,0.134,3.431,2.109,0.3999999999999999,1.723,0.491
1555,0.0,0.046,0.379,3.656,2.639,0.506,1.686,0.6439999999999999
1556,0.002,0.0,0.175,3.794,2.422,0.542,1.168,0.708
1557,0.054,0.0,0.045,3.692,2.132,0.6970000000000001,1.613,0.6779999999999999
1558,0.02,0.0,0.022,4.229,2.265,0.7210000000000001,1.33,0.905
1559,0.011,0.0025,0.062,4.674,2.063,1.698,1.246,0.996
1560,0.038,0.009,0.146,5.182,1.824,1.271,1.391,1.246
1561,0.008,0.004,0.294,5.154,1.58,3.4240000000000004,1.272,1.091
1562,0.02,0.039,1.295,5.2575,1.5059999999999998,1.362,1.249,1.178
1563,0.004,0.034,0.02,5.116,1.022,1.4660000000000002,0.922,1.157
1564,0.014,0.045,0.071,4.962,0.5700000000000001,1.582,1.178,1.006
1565,0.0035,0.034,0.1589999999999999,4.577999999999999,0.6639999999999999,1.753,1.204,0.859
1566,0.021,0.005,0.148,3.911,0.996,1.366,1.014,0.59
1567,0.0,0.009,0.033,3.905,1.019,1.373,0.804,0.55
1568,0.0,0.007,0.0689999999999999,3.427,0.732,1.22,0.788,0.47
1569,0.0289999999999999,0.022,0.033,3.334,0.608,1.335,0.843,0.8069999999999999
1570,0.029,0.027,0.143,3.072,0.769,1.089,1.169,0.998
1571,0.088,0.024,0.048,3.153,0.504,1.152,1.376,1.111
1572,0.044,0.0,0.031,3.027,0.6615,1.046,1.356,1.331
1573,0.024,0.002,0.208,3.138,0.8335,1.086,1.385,1.347
1574,0.095,0.0,0.012,2.938,0.773,1.134,1.331,1.761
1575,0.033,0.012,0.0,3.356,0.491,1.017,1.108,1.4620000000000002
1576,0.032,0.012,0.016,3.1950000000000003,0.751,1.3210000000000002,0.949,1.576
1577,0.037,0.0,0.087,3.222,0.7160000000000001,1.543,1.038,1.298
1578,0.005,0.011,0.036,3.4130000000000003,0.647,1.947,1.123,1.343
1579,0.062,0.029,0.023,3.565,0.779,1.3,1.268,1.352
1580,0.04,0.031,0.053,3.882,1.127,1.278,1.227,1.332
1581,0.002,0.002,1.099,3.743,1.146,1.49,0.991,1.46
1582,0.0,0.0289999999999999,0.0,3.892,1.049,1.825,0.701,1.402
1583,0.011,0.011,0.009,3.807,0.908,1.54,1.06,1.347
1584,0.024,0.007,0.0,4.178,0.942,1.389,1.022,1.012
1585,0.0289999999999999,0.209,0.0,3.857,0.981,1.135,0.859,0.887
1586,0.026,0.0,0.0,3.8,1.053,1.099,0.871,0.784
1587,0.002,0.022,0.368,3.657,1.4,1.043,1.117,0.602
1588,0.04,0.0,0.0,3.459,1.303,0.962,0.766,0.786
1589,0.054,0.022,0.021,3.311,1.462,0.867,0.872,0.718
1590,0.008,0.002,0.024,3.332,1.581,0.991,0.929,1.605
1591,0.028,0.0,0.008,3.187,1.699,0.941,0.75,1.19
1592,0.136,0.0,0.0,2.837,1.642,0.946,0.472,1.073
1593,0.023,0.0,0.0,2.872,1.628,0.854,0.994,0.932
1594,0.0289999999999999,0.018,0.005,2.661,1.624,0.931,0.317,0.863
1595,0.099,0.01,0.0,2.635,1.858,0.854,0.498,0.726
1596,0.017,0.0,0.0,2.704,1.775,0.897,0.353,0.8360000000000001
1597,0.025,0.012,0.0,2.644,1.865,0.891,0.7829999999999999,5.788
1598,0.051,0.0,0.016,2.568,1.9275,0.922,0.892,1.081
1599,0.012,0.0,0.014,2.605,1.89,0.8029999999999999,0.496,1.1429999999999998
1600,0.009,0.0,0.0,2.724,2.125,0.5680000000000001,0.443,0.934
1601,0.036,0.041,0.0,2.638,2.158,0.7929999999999999,0.38,1.129
1602,0.003,0.0,0.0,2.546,2.2270000000000003,0.745,0.514,1.017
1603,0.0,0.002,0.004,2.667,2.2185,0.8,0.4589999999999999,1.043
1604,0.0,0.012,0.018,2.532,2.133,0.863,0.477,0.769
1605,0.0,0.0,0.03,2.415,2.1630000000000003,0.792,0.675,0.858
1606,0.019,0.027,0.0419999999999999,2.48,2.499,0.727,0.514,0.879
1607,0.006,0.0,0.026,2.558,2.34,0.757,0.454,0.865
1608,0.0,0.003,0.051,2.331,2.615,0.833,0.726,0.815
1609,0.027,0.0,0.052,2.608,2.2510000000000003,0.756,0.782,0.779
1610,0.015,0.009,0.048,2.444,2.441,0.906,0.752,0.623
1611,0.033,0.0,0.0,2.552,2.409,0.7929999999999999,0.974,0.755
1612,0.0,0.0,0.022,2.498,2.627,0.835,1.202,0.8
1613,0.0,0.013,0.034,2.377,2.487,0.893,0.943,0.653
1614,0.0,0.0,0.0,2.53,2.513,0.884,0.359,0.7090000000000001
1615,0.002,0.0,0.0,2.318,2.506,1.639,0.392,0.722
1616,0.0,0.0,0.0,2.495,2.336,2.495,0.756,0.627
1617,0.0,0.0,0.0,2.762,2.442,2.28,2.33,0.62
1618,0.032,0.0,0.0,2.595,2.545,1.795,0.425,0.833
1619,0.022,0.0,0.022,2.973,2.53,1.834,0.435,0.752
1620,0.023,0.012,0.0,2.905,2.9,1.532,0.247,0.8009999999999999
1621,0.0,0.005,0.0,2.739,2.648,1.61,0.194,0.7190000000000001
1622,0.0,0.0,0.0,2.548,2.641,1.705,0.219,0.692
1623,0.015,0.0,0.0,2.692,2.623,2.276,0.348,0.739
1624,0.014,0.0,0.003,3.023,2.6710000000000003,1.903,0.109,0.7749999999999999
1625,0.044,2.261,0.0,2.6885000000000003,2.632,2.4080000000000004,0.113,0.798
1626,0.002,5.007,0.0,3.148,2.723,2.315,0.5670000000000001,0.8440000000000001
1627,0.0,1.0550000000000002,0.02,3.2185,2.463,1.954,0.057,0.733
1628,0.0175,0.748,0.033,3.3305,2.536,2.271,0.107,0.871
1629,0.0,1.033,0.024,3.099,2.358,2.573,0.033,0.785
1630,0.005,0.022,0.007,3.159,1.9915,2.653,0.078,0.788
1631,0.0,0.0,0.042,3.1185,1.698,2.746,0.135,0.6910000000000001
1632,0.012,0.016,0.008,3.292,1.791,2.361,0.082,0.86
1633,0.014,0.038,0.004,3.0940000000000003,1.827,2.423,0.1415,0.817
1634,0.003,0.03,0.019,3.087,1.916,2.419,0.08,0.831
1635,0.026,0.022,0.005,3.16,1.904,1.567,0.153,0.815
1636,0.0,0.853,0.033,3.246,2.04,1.375,0.285,0.876
1637,0.017,1.85,0.0,3.079,1.742,1.115,0.184,0.774
1638,0.008,0.429,0.043,3.122,1.953,1.092,0.4499999999999999,0.786
1639,0.0,0.295,0.011,3.263,1.882,0.988,0.39,0.813
1640,0.0,0.057,0.0,3.2590000000000003,1.874,1.022,0.299,0.817
1641,0.016,0.033,0.0,3.243,1.8735,1.188,0.4529999999999999,0.925
1642,0.035,0.0,0.0,2.955,1.7919999999999998,1.28,0.488,0.858
1643,0.077,0.0,0.0,2.792,1.856,1.493,0.33,0.907
1644,0.054,0.0,0.0,3.089,1.748,1.354,0.371,0.8280000000000001
1645,0.0,0.0,0.023,3.222,1.837,1.307,0.26,0.8640000000000001
1646,0.025,0.009,0.0,3.616,1.657,1.686,0.317,1.081
1647,0.038,0.0,0.017,4.013,1.782,1.72,0.294,1.238
1648,0.0,0.0,0.0,4.18,1.592,1.365,0.305,1.0630000000000002
1649,0.009,0.018,0.0,3.65,1.648,1.524,0.3929999999999999,1.249
1650,0.022,0.019,0.0,3.293,1.767,1.314,0.354,1.28
1651,0.0,0.353,0.0,3.208,1.778,1.258,0.433,1.429
1652,0.0,0.2309999999999999,0.009,2.837,1.674,1.285,0.374,1.567
1653,0.009,0.0,0.0,2.807,1.636,1.232,0.619,1.411
1654,0.009,0.086,0.0,2.661,1.527,1.085,0.533,1.242
1655,0.149,0.496,0.004,2.996,1.692,1.165,0.599,1.039
1656,0.022,0.6539999999999999,0.0,2.772,1.65,0.8785,0.607,1.119
1657,0.043,0.264,0.009,2.67,1.592,1.019,0.5700000000000001,0.766
1658,0.0,0.395,0.018,2.111,1.907,0.854,0.6,0.539
1659,0.0,0.104,0.0,1.307,1.733,0.882,0.54,0.438
1660,0.009,0.247,0.0,1.439,1.775,0.692,0.632,0.608
1661,0.0,0.097,0.0,1.139,1.617,0.508,0.5589999999999999,0.56
1662,0.0,0.078,0.0,0.975,1.834,0.348,0.6080000000000001,0.679
1663,0.0,0.2309999999999999,0.206,1.057,1.413,0.452,0.474,0.611
1664,0.0,0.017,0.0,1.154,1.003,0.379,0.352,0.492
1665,0.043,0.0,0.0,0.749,1.924,0.348,0.521,0.5710000000000001
1666,0.01,0.0,0.0,0.5710000000000001,1.178,0.254,0.645,0.523
1667,0.02,0.0,0.0,0.59,1.436,0.243,0.747,0.524
1668,0.0,0.0,0.0,0.493,1.335,0.453,0.699,0.8999999999999999
1669,0.0,0.019,0.0,0.452,1.313,0.4659999999999999,0.5529999999999999,0.609
1670,0.0,0.0,0.0,0.38,1.491,0.5700000000000001,0.702,0.549
1671,0.0,0.0,0.0,0.384,1.149,0.669,0.648,0.5660000000000001
1672,0.0,0.0,0.0,0.299,0.887,0.655,0.819,0.5960000000000001
1673,0.0,0.0,0.0,0.126,0.99,0.843,0.755,0.5525
1674,0.019,0.0,0.041,0.18,0.8919999999999999,0.7589999999999999,0.833,0.427
1675,0.0,0.0,0.0,0.344,0.698,0.778,0.904,0.3565
1676,0.032,0.0,0.0,0.283,0.8919999999999999,1.903,0.8089999999999999,0.3795
1677,0.034,0.018,0.262,0.487,0.278,3.233,0.8574999999999999,0.331
1678,0.047,0.015,0.3,0.5660000000000001,0.323,1.69,0.6865,0.281
1679,0.077,0.0,0.013,0.322,0.349,0.259,0.7809999999999999,0.146
1680,0.1129999999999999,0.0,0.33,0.358,0.266,0.233,0.97,0.349
1681,1.725,0.0,0.017,0.3389999999999999,0.304,0.321,0.911,0.35
1682,1.471,0.0,1.021,0.52,0.2209999999999999,0.489,0.871,0.498
1683,2.679,0.004,0.0,0.458,0.321,0.442,1.006,0.649
1684,1.928,0.0,1.814,0.313,0.2149999999999999,0.7040000000000001,1.106,0.441
1685,0.489,0.0,0.022,0.3909999999999999,0.197,0.641,0.7829999999999999,0.406
1686,0.486,0.0,0.0,0.3359999999999999,0.1649999999999999,0.706,0.988,0.291
1687,1.353,0.0,0.0,0.319,0.089,0.81,0.7969999999999999,0.528
1688,3.389,0.0,0.033,0.347,0.259,1.216,0.993,0.415
1689,0.023,0.0,0.01,0.303,0.097,1.839,1.0910000000000002,0.4659999999999999
1690,0.0,0.0,0.004,0.292,0.2319999999999999,2.125,1.003,0.5700000000000001
1691,0.021,0.0,0.081,0.301,0.153,1.917,0.833,0.528
1692,0.017,0.0,0.028,0.248,0.216,2.269,0.917,0.4509999999999999
1693,0.0,0.0,0.126,0.248,0.13,1.338,0.8109999999999999,0.558
1694,0.0,0.0,0.459,0.298,0.138,1.494,0.867,0.441
1695,0.0,0.0,0.681,0.248,0.236,1.96,0.8160000000000001,0.4679999999999999
1696,0.0,0.0,1.556,0.427,0.159,1.507,0.741,0.522
1697,0.004,0.0,3.619,0.305,0.248,3.0620000000000003,0.941,0.5349999999999999
1698,0.0,0.018,3.98,0.151,0.178,1.636,0.952,0.367
1699,0.0,0.03,3.056,0.268,0.109,0.396,0.889,0.426
1700,0.0,0.763,3.814,0.23,0.114,0.308,1.137,0.256
1701,0.0,1.272,2.432,0.266,0.164,0.328,0.96,0.352
1702,0.0,0.973,1.472,0.143,0.276,0.282,0.991,0.227
1703,0.009,1.542,0.882,0.221,0.151,0.421,0.935,0.207
1704,0.0,0.6579999999999999,1.484,0.253,0.095,0.731,0.904,0.254
1705,0.036,0.634,0.929,0.451,0.126,1.541,1.06,0.275
1706,0.012,0.804,0.548,0.408,0.116,1.052,1.099,0.204
1707,0.0,1.204,0.921,0.158,0.191,0.602,0.915,0.149
1708,0.0,1.432,0.3315,0.149,0.134,0.4619999999999999,1.193,0.11
1709,0.0,1.35,1.839,0.195,0.1674999999999999,0.512,1.124,0.1169999999999999
1710,0.0,3.692,2.2145,0.159,0.174,0.421,1.234,0.097
1711,0.0,6.066,3.796,0.176,0.104,0.51,1.052,0.1149999999999999
1712,0.0,6.239000000000001,2.2175,0.167,0.092,0.433,1.1949999999999998,0.143
1713,0.0,3.563,6.363,0.222,0.053,0.384,1.232,0.147
1714,0.0,1.03,3.279,0.16,0.069,0.274,1.254,0.085
1715,0.0,0.36,5.413,0.234,0.1315,0.34,1.567,0.055
1716,0.014,0.07,4.526999999999999,0.286,0.154,0.43,2.037,0.095
1717,0.0,0.036,2.1075,0.233,0.117,0.391,1.339,0.1679999999999999
1718,0.0,0.004,3.681,0.371,0.135,0.679,1.077,0.236
1719,0.0,0.0,3.389,0.456,0.054,0.816,0.971,0.19
1720,0.0,0.046,2.6260000000000003,0.437,0.171,0.6829999999999999,0.886,0.294
1721,0.0,0.022,1.3170000000000002,0.454,0.14,1.098,1.094,0.32
1722,0.0,0.018,2.633,0.193,0.11,1.19,0.92,0.265
1723,0.0,0.005,3.0010000000000003,0.177,0.063,1.147,0.6910000000000001,0.26
1724,0.0,0.018,2.769,0.343,0.243,1.091,0.943,0.354
1725,0.0,0.0,3.615,0.285,0.126,1.15,0.946,0.296
1726,0.0,0.011,3.673,0.365,0.248,1.01,0.949,0.496
1727,0.0,0.018,4.109,0.301,0.4419999999999999,1.028,0.741,0.524
1728,0.005,3.767,4.151,0.147,0.4369999999999999,1.038,0.661,0.407
1729,0.0,3.412,4.749,0.112,0.621,1.077,0.681,0.74
1730,0.0,1.875,4.77,0.175,0.696,1.159,0.738,0.642
1731,0.0,2.81,5.243,0.142,0.81,1.099,0.732,0.661
1732,0.0,2.919,5.1850000000000005,0.077,0.821,1.4489999999999998,0.6539999999999999,0.6559999999999999
1733,0.027,1.6115,5.421,0.199,1.0779999999999998,1.844,0.5680000000000001,0.51
1734,0.0,1.8115,2.627,0.112,0.992,1.625,0.79,0.607
1735,0.0,2.553,0.6559999999999999,0.056,0.925,1.218,0.5589999999999999,0.621
1736,0.0,3.223,0.891,0.169,1.24,1.038,0.478,0.6910000000000001
1737,0.0,0.628,0.627,0.112,1.23,0.987,0.598,0.537
1738,0.0,0.029,0.239,0.144,1.333,1.048,0.519,0.641
1739,0.0,0.373,0.426,0.15,2.1,1.2240000000000002,0.5529999999999999,0.657
1740,0.014,2.515,0.837,0.153,1.7845,1.114,0.5289999999999999,0.6759999999999999
1741,0.003,3.735,0.2,0.134,1.431,0.988,0.529,0.5489999999999999
1742,0.003,1.987,0.256,0.115,1.236,1.14,0.424,0.685
1743,0.005,4.504,0.366,0.181,1.404,0.955,0.486,0.663
1744,0.0,5.316,0.129,0.129,1.247,0.938,0.305,0.573
1745,0.0,4.536,0.094,0.134,1.3975,1.579,0.202,0.627
1746,0.026,4.704000000000001,0.076,0.108,1.295,0.983,0.255,0.6930000000000001
1747,0.0,5.927,0.05,0.156,1.3050000000000002,1.598,0.363,0.6739999999999999
1748,0.0,5.033,0.132,0.13,1.14,1.241,0.3349999999999999,0.837
1749,0.0,3.128,0.02,0.175,1.222,1.359,0.254,0.628
1750,0.0,2.299,0.062,0.152,1.243,1.632,0.2309999999999999,0.813
1751,0.0,1.58,0.109,0.134,1.298,1.611,0.32,0.748
1752,0.014,1.533,0.0569999999999999,0.148,1.109,1.8010000000000002,0.167,0.657
1753,0.017,1.437,0.113,0.171,1.365,1.775,0.284,0.929
1754,0.015,0.978,0.0875,0.164,1.34,1.265,0.266,0.891
1755,0.033,1.123,0.002,0.196,1.363,1.623,0.177,0.91
1756,0.064,1.014,0.073,0.191,1.386,1.5670000000000002,0.245,0.836
1757,0.007,0.659,0.084,0.164,1.271,1.378,0.218,0.996
1758,0.0,1.296,0.077,0.116,1.17,1.339,0.223,0.742
1759,0.027,1.515,0.07,0.138,1.145,1.227,0.2229999999999999,0.857
1760,0.05,1.902,0.06,0.147,1.12,0.935,0.532,0.972
1761,0.046,1.169,0.0579999999999999,0.168,1.102,0.874,0.823,0.839
1762,0.0209999999999999,0.655,0.092,0.239,1.05,1.027,0.371,0.912
1763,0.044,0.676,0.099,0.226,1.024,1.277,0.306,0.917
1764,0.05,0.8,0.063,0.175,0.966,2.466,0.429,0.792
1765,0.01,0.5189999999999999,0.146,0.278,0.849,3.817,0.36,0.937
1766,0.013,0.835,0.099,0.155,0.981,1.352,0.348,0.891
1767,0.082,0.8240000000000001,0.121,0.18,0.937,1.807,0.35,0.882
1768,0.056,0.632,0.093,0.2259999999999999,0.895,0.936,0.346,0.855
1769,0.043,0.589,0.061,0.257,0.929,1.396,0.321,0.868
1770,1.039,0.3339999999999999,0.109,0.436,0.863,0.683,0.237,0.7689999999999999
1771,0.968,0.6970000000000001,0.047,0.385,0.794,0.493,0.319,0.861
1772,0.19,0.321,0.079,0.342,0.771,0.433,0.3249999999999999,0.702
1773,0.196,1.178,0.089,0.411,0.942,0.259,0.31,0.749
1774,0.292,0.8240000000000001,0.063,0.48,0.921,0.403,0.254,0.677
1775,0.423,0.639,0.0569999999999999,0.419,0.8260000000000001,0.419,0.312,0.796
1776,1.021,0.787,0.038,0.358,0.802,0.287,0.243,0.623
1777,0.546,0.298,0.266,0.389,0.825,0.306,0.183,0.762
1778,0.394,0.359,0.197,0.458,0.935,0.29,0.258,0.6419999999999999
1779,0.417,0.379,0.074,0.503,0.871,0.264,0.424,0.893
1780,0.6299999999999999,0.319,0.0849999999999999,0.4619999999999999,0.891,0.294,0.409,0.893
1781,0.3379999999999999,0.218,0.097,0.4649999999999999,0.772,0.207,0.2,0.748
1782,0.2239999999999999,0.383,1.253,0.422,0.917,0.19,0.182,0.692
1783,0.272,0.362,0.1,0.398,0.734,0.228,0.1669999999999999,0.75
1784,0.228,0.282,0.077,0.356,0.8260000000000001,0.149,0.248,0.528
1785,0.148,0.412,0.133,0.36,0.878,0.2019999999999999,0.132,0.508
1786,0.283,0.193,0.083,0.494,0.959,0.726,0.123,0.4619999999999999
1787,0.367,0.251,0.178,5.21,0.966,0.169,0.136,0.438
1788,0.218,0.41,0.062,3.446,1.057,0.135,0.107,0.5489999999999999
1789,0.347,0.301,0.205,1.047,1.392,0.058,0.142,0.428
1790,0.136,0.477,0.18,0.8420000000000001,1.286,0.177,0.171,0.856
