"UTCDateTime","mac_address","firmware_ver","hardware","current_temp_f","current_humidity","current_dewpoint_f","pressure","adc","mem","rssi","uptime","pm1_0_cf_1","pm2_5_cf_1","pm10_0_cf_1","pm1_0_atm","pm2_5_atm","pm10_0_atm","pm2#5_aqi_cf_1","pm2#5_aqi_atm","p_0_3_um","p_0_5_um","p_1_0_um","p_2_5_um","p_5_0_um","p_10_0_um","pm1_0_cf_1_b","pm2_5_cf_1_b","pm10_0_cf_1_b","pm1_0_atm_b","pm2_5_atm_b","pm10_0_atm_b","pm2#5_aqi_cf_1_b","pm2#5_aqi_atm_b","p_0_3_um_b","p_0_5_um_b","p_1_0_um_b","p_2_5_um_b","p_5_0_um_b","p_10_0_um_b","gas"
"2024/03/11T22:22:43z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,9,14,868.74,NA,26352,0,100,0.38,1.07,2.71,0.38,1.07,2.71,4,4,251.13,69.6,12.53,4.62,0.67,0.67,0.19,0.42,2.09,0.19,0.42,2.09,2,2,195.07,51.26,12.84,3.56,2.91,0.09,NA
"2024/03/11T22:24:43z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,8,14,868.76,0.02,26264,0,220,0,1.17,2.34,0,1.17,2.34,5,5,216.41,61.9,12.54,4.56,1.02,0.76,0.09,1.12,2.07,0.09,1.12,2.07,5,5,215.57,60.82,15.12,4.84,1.7,0.05,50.82
"2024/03/11T22:26:43z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,8,14,868.79,0.02,26264,0,340,0.12,0.81,1.1,0.12,0.81,1.1,3,3,198.31,58.74,9.26,1.26,0.38,0.38,0.09,0.5,0.69,0.09,0.5,0.69,2,2,185.79,52.48,7.86,1.02,0.26,0.09,50
"2024/03/11T22:28:43z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,7,13,868.8,0.02,26264,0,460,0.2,0.89,1.51,0.2,0.89,1.51,4,4,222.82,63.24,9.35,2,0.91,0.91,0.05,0.42,0.88,0.05,0.42,0.88,2,2,186.15,52.81,7.32,1.58,0.73,0.34,NA
"2024/03/11T22:30:43z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,8,13,868.77,0.02,26264,0,580,0.17,0.75,1.76,0.17,0.75,1.76,3,3,220.53,64.1,7.98,1.85,1.47,0.88,0,0.25,0.51,0,0.25,0.51,1,1,141.95,39.44,6.53,1.54,0.61,0.18,50
"2024/03/11T22:32:43z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,8,13,868.81,0.02,26264,0,700,0.42,0.92,1.46,0.42,0.92,1.46,4,4,205.37,63.54,8.58,1.41,1.02,0.61,0.04,0.29,0.96,0.04,0.29,0.96,1,1,187.04,51.38,8.4,1.62,0.8,0.8,50
"2024/03/11T22:34:43z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,8,13,868.81,0.02,26264,0,820,0,0.95,1.19,0,0.95,1.19,4,4,203.37,57.79,10.12,1.21,0.44,0.44,0.17,0.5,1.09,0.17,0.5,1.09,2,2,195.72,54,9.4,1.12,0.88,0.67,50
"2024/03/11T22:36:43z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,7,13,868.77,0.02,26264,0,940,0.25,0.95,1.16,0.25,0.95,1.16,4,4,209.41,58.54,7.95,0.82,0.32,0.32,0,0.14,1.05,0,0.14,1.05,1,1,198.81,53.22,9.19,1.76,1.39,0.88,50
"2024/03/11T22:38:43z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,7,13,868.75,0.02,26264,0,1060,0.22,0.79,1.59,0.22,0.79,1.59,3,3,194.12,58.1,11.69,1.48,1.26,0.69,0.12,0.31,1.07,0.12,0.31,1.07,1,1,193.91,53.43,9.02,1.64,1.22,0.5,50.07
"2024/03/11T22:40:43z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,7,13,868.74,0.02,26264,0,1180,0.33,0.91,1.93,0.33,0.91,1.93,4,4,225.83,65.71,13.88,2.28,1.33,0.78,0,0.26,0.96,0,0.26,0.96,1,1,184.47,47.35,7.28,2,0.84,0.47,50.21
