"time","GC5_PM2_5"
"2024/03/11T22:22:43z",1.07
"2024/03/11T22:24:43z",1.17
"2024/03/11T22:26:43z",0.81
"2024/03/11T22:28:43z",0.89
"2024/03/11T22:30:43z",0.75
"2024/03/11T22:32:43z",0.92
"2024/03/11T22:34:43z",0.95
"2024/03/11T22:36:43z",0.95
"2024/03/11T22:38:43z",0.79
"2024/03/11T22:40:43z",0.91
"2024/03/11T22:42:23z",0.36
"2024/03/11T22:44:23z",0.15
"2024/03/11T22:46:23z",0.84
"2024/03/11T22:48:23z",0.8
"2024/03/11T22:50:23z",0.37
"2024/03/11T22:52:23z",0.76
"2024/03/11T22:54:23z",0.22
"2024/03/11T22:56:23z",0.36
"2024/03/11T22:58:23z",0.95
"2024/03/11T23:00:23z",1.27
"2024/03/11T23:02:04z",0.84
"2024/03/11T23:04:04z",0.72
"2024/03/11T23:06:04z",0.88
"2024/03/11T23:08:04z",0.63
"2024/03/11T23:10:04z",0.72
"2024/03/11T23:12:04z",1.22
"2024/03/11T23:14:04z",1.02
"2024/03/11T23:16:04z",0.95
"2024/03/11T23:18:04z",1
"2024/03/11T23:20:04z",0.72
"2024/03/11T23:21:45z",1.22
"2024/03/11T23:23:45z",0.92
"2024/03/11T23:25:45z",0.36
"2024/03/11T23:27:45z",0.88
"2024/03/11T23:29:45z",0.93
"2024/03/11T23:31:45z",1.03
"2024/03/11T23:33:45z",1.4
"2024/03/11T23:35:45z",1.34
"2024/03/11T23:37:45z",1.53
"2024/03/11T23:39:45z",1.12
"2024/03/11T23:41:25z",1.31
"2024/03/11T23:43:25z",1.53
"2024/03/11T23:45:25z",1.47
"2024/03/11T23:47:25z",1.12
"2024/03/11T23:49:25z",1.4
"2024/03/11T23:51:25z",1.37
"2024/03/11T23:53:25z",1.31
"2024/03/11T23:55:25z",1.47
"2024/03/11T23:57:25z",1.78
"2024/03/11T23:59:25z",1.43
"2024/03/12T00:01:06z",1.65
"2024/03/12T00:03:06z",1.16
"2024/03/12T00:05:06z",1.4
"2024/03/12T00:07:06z",2.18
"2024/03/12T00:09:06z",1.25
"2024/03/12T00:11:06z",1.46
"2024/03/12T00:13:06z",1.21
"2024/03/12T00:15:06z",1.79
"2024/03/12T00:17:06z",1.81
"2024/03/12T00:19:06z",1.4
"2024/03/12T00:20:47z",1.58
"2024/03/12T00:22:47z",1.25
"2024/03/12T00:24:47z",1.58
"2024/03/12T00:26:47z",1.52
"2024/03/12T00:28:47z",1.24
"2024/03/12T00:30:47z",1.68
"2024/03/12T00:32:47z",1.63
"2024/03/12T00:34:47z",1.82
