"","time","GC1_PM2_5","GC2_PM2_5","GC3_PM2_5","GC4_PM2_5","GC5_PM2_5","GC6_PM2_5","GC7_PM2_5","GC8_PM2_5","GC9_PM2_5","GC10_PM2_5"
"258",2024-02-25 04:40:00,6.916,6.67,6.59333333333333,6.444,6.872,6.78166666666667,6.452,7.112,6.978,6.446
"259",2024-02-25 04:50:00,3.524,3.61,3.024,3.892,4.328,3.514,3.636,3.96,3.926,3.772
"260",2024-02-25 05:00:00,2.07,2.02,2.124,1.834,2.35833333333333,2.08,2.17,2.316,2.458,2.10333333333333
"261",2024-02-25 05:10:00,2.606,2.794,2.798,2.838,3.426,3.304,2.712,3.176,2.846,2.732
"262",2024-02-25 05:20:00,2.45,2.88,3.022,3.13333333333333,3.476,2.432,2.63,3.42666666666667,3.37833333333333,2.724
"263",2024-02-25 05:30:00,2.512,2.572,2.724,2.59,2.886,2.732,NA,3.13,2.528,2.428
"264",2024-02-25 05:40:00,2.114,2.056,2.104,2.168,2.21,2.098,1.935,2.368,2.226,2.202
"265",2024-02-25 05:50:00,2.878,3.012,2.936,3.13,3.278,3.17,2.896,3.174,3.23,2.84
"266",2024-02-25 06:00:00,1.908,2.166,1.916,2.024,2.34,2.338,1.87,2.712,2.37,1.91
"267",2024-02-25 06:10:00,1.522,1.586,1.614,1.388,1.838,1.608,1.77,1.954,1.816,1.572
"268",2024-02-25 06:20:00,2.09166666666667,2.396,2.002,2.57,2.3,2.666,2.11,2.346,2.458,1.838
"269",2024-02-25 06:30:00,0.682,0.826,0.902,0.956,1.012,1.252,0.844,1.248,0.804,0.804
"270",2024-02-25 06:40:00,0.64,0.678,0.9,0.752,0.944,0.708333333333333,0.49,1.076,0.894,0.472
"271",2024-02-25 06:50:00,2.216,2.154,NA,2.154,2.298,2.542,1.906,2.226,2.154,1.856
"272",2024-02-25 07:00:00,1.59,2.084,1.402,1.694,1.915,1.808,1.744,2.074,2.112,1.43166666666667
"273",2024-02-25 07:10:00,1.32,1.288,1.322,1.366,1.552,1.256,1.21,1.542,1.548,1.232
"274",2024-02-25 07:20:00,7.698,8.99333333333333,9.264,9.79666666666667,11.348,10.284,6.346,9.71166666666667,9.645,9.282
"275",2024-02-25 07:30:00,10.09,8.954,9.71,8.978,9.744,10.412,11.332,9.248,10.128,9.1
"276",2024-02-25 07:40:00,1.42,1.362,1.702,1.62,NA,1.58,1.775,1.89,1.826,1.358
"277",2024-02-25 07:50:00,1.29,1.58,1.24,1.38,NA,1.408,1.168,1.866,1.352,1.314
"278",2024-02-25 08:00:00,1.502,1.142,1.688,1.854,1.948,1.502,1.73,1.696,1.64,1.544
"279",2024-02-25 08:10:00,0.833333333333333,0.95,1.052,1.102,1.072,1.284,0.994,1.3,1.26,0.964
"280",2024-02-25 08:20:00,0.432,0.752,0.492,0.7,0.726,0.622,0.398,0.926,0.62,0.364
"281",2024-02-25 08:30:00,0.552,0.36,0.3,0.548,0.658,0.64,0.286,0.908,0.624,0.372
"282",2024-02-25 08:40:00,0.408,0.22,0.366,0.302,0.54,0.3,0.394,0.852,0.306,0.266
"283",2024-02-25 08:50:00,0.602,0.448,0.63,0.638,0.704,0.385,0.514,0.944,0.578,0.504
"284",2024-02-25 09:00:00,1.044,1.142,0.936,0.974,1.168,0.896,0.888,1.154,1.046,0.873333333333333
"285",2024-02-25 09:10:00,0.992,0.99,0.972,1.238,1.20833333333333,0.992,0.956,1.154,1.11,0.964
"286",2024-02-25 09:20:00,0.988,1.398,1.036,1.242,1.36,1.242,NA,1.704,1.31,0.95
"287",2024-02-25 09:30:00,0.796,0.834,1.12,1.22333333333333,1.13,1.178,0.72,1.29833333333333,1.17,0.762
"288",2024-02-25 09:40:00,0.556,0.864,0.716,0.584,0.63,0.682,0.74,1.426,NA,0.59
"289",2024-02-25 09:50:00,0.5,0.43,0.56,0.756,0.644,0.48,0.298,1.202,0.49,0.422
"290",2024-02-25 10:00:00,0.424,0.506,0.488,0.404,0.774,0.424,0.724,0.858,0.594,0.558
"291",2024-02-25 10:10:00,0.496666666666667,0.626,0.528,0.788,0.784,0.5,0.692,0.994,0.618,0.504
"292",2024-02-25 10:20:00,0.222,0.398,0.316,0.238,0.3,0.33,0.266,0.658,0.344,0.234
"293",2024-02-25 10:30:00,0.198,0.118,0.162,0.178,0.244,0.408,0.186,0.632,0.11,0.076
"294",2024-02-25 10:40:00,0.264,0.316,0.192,0.286,0.164,0.248,0.216,0.426,0.184,0.246
"295",2024-02-25 10:50:00,0.092,0.176,0.085,0.148,0.202,0.193333333333333,0.102,0.462,0.116,0.122
"296",2024-02-25 11:00:00,0.132,0.202,0.204,0.168,0.306,0.29,0.212,0.708,0.294,0.0783333333333333
"297",2024-02-25 11:10:00,0.082,0.165,0.136,0.236,0.285,0.052,0.146,0.412,0.256666666666667,0.096
"298",2024-02-25 11:20:00,0.12,0.272,0.154,0.11,0.252,0.178,0.146,0.608,0.352,0.134
"299",2024-02-25 11:30:00,0.386,0.486,0.404,0.508333333333333,0.572,0.31,0.261666666666667,0.865,0.542,0.388
"300",2024-02-25 11:40:00,0.402,0.43,0.464,0.468,0.666,0.444,0.39,1.1,0.41,0.308
"301",2024-02-25 11:50:00,0.344,0.196666666666667,0.368,0.552,0.452,0.448,0.39,0.952,0.406,0.172
"302",2024-02-25 12:00:00,0.39,NA,0.342,0.262,0.672,0.372,0.454,0.806,0.494,0.31
"303",2024-02-25 12:10:00,0.408333333333333,NA,0.162,0.308,0.286,0.29,0.178,0.782,0.202,0.274
"304",2024-02-25 12:20:00,0.308,NA,0.258,0.402,0.216,0.392,0.206,0.762,0.29,0.236
"305",2024-02-25 12:30:00,13.41,NA,5.36,9.5,7.028,3.768,7.926,7.666,6.592,6.192
"306",2024-02-25 12:40:00,2.442,NA,12.566,6.914,9.506,11.692,6.898,8.33,9.752,10.426
"307",2024-02-25 12:50:00,0.542,NA,0.646666666666667,0.77,0.714,0.855,0.532,1.094,0.948,0.658333333333333
"308",2024-02-25 13:00:00,1.006,NA,0.606,1,1.218,0.966,0.88,1.408,1.18,0.672
"309",2024-02-25 13:10:00,0.868,NA,0.764,0.692,0.793333333333333,0.728,0.76,1.16,0.818333333333333,0.634
"310",2024-02-25 13:20:00,0.578,NA,0.628,0.53,0.782,0.744,0.612,1.03,0.78,0.544
"311",2024-02-25 13:30:00,1.074,NA,0.826,1.14666666666667,1.088,1.068,0.99,1.465,1.172,0.874
"312",2024-02-25 13:40:00,0.862,NA,0.9,NA,1.004,1.036,NA,0.98,0.934,0.604
"313",2024-02-25 13:50:00,0.732,NA,0.498,NA,0.828,0.8,NA,1.076,0.588,0.682
"314",2024-02-25 14:00:00,0.52,NA,0.496,NA,0.736,0.5,NA,0.918,0.65,0.308
"315",2024-02-25 14:10:00,1.03,1.08666666666667,0.958,1.47666666666667,1.36,1.16,1.04,1.622,1.244,1.064
"316",2024-02-25 14:20:00,1.078,1.432,1.06,1.292,1.54,1.584,1.322,1.986,1.388,1.154
"317",2024-02-25 14:30:00,1.22,1.47,1.784,1.934,1.99,1.678,1.6,1.786,1.962,1.638
"318",2024-02-25 14:40:00,1.938,2.226,2,2.456,2.706,2.58,2.444,2.47,2.678,2.164
"319",2024-02-25 14:50:00,2.642,2.695,2.59833333333333,3.374,3.288,3.31166666666667,3.19,3.128,3.638,2.646
"320",2024-02-25 15:00:00,2.478,NA,2.538,2.778,3.06,2.91,2.518,2.852,3.092,2.366
"321",2024-02-25 15:10:00,1.356,1.90666666666667,2.224,2.042,2.5,2.276,2.305,2.512,2.888,2.09166666666667
"322",2024-02-25 15:20:00,1.492,1.542,2.144,1.502,2.108,2.054,NA,2.038,2.018,1.586
"323",2024-02-25 15:30:00,0.77,1.098,0.978,0.996,1.47,1.188,1.22333333333333,1.175,1.28,1.168
"324",2024-02-25 15:40:00,NA,0.526,0.694,0.756,1.088,0.538,1.074,0.836,1.084,0.706
"325",2024-02-25 15:50:00,0.9575,0.935,1.176,0.828333333333333,1.646,1.002,0.898333333333333,1.308,1.58,1.008
"326",2024-02-25 16:00:00,0.514,0.814,1,1.05,1.248,1.006,0.584,0.916,1.302,0.446
"327",2024-02-25 16:10:00,0.206,0.788,0.534,0.872,1.12,0.756,1.004,0.832,1.242,0.788
"328",2024-02-25 16:20:00,0.278,1.074,1.01,1.112,NA,1.066,1.112,1.234,1.416,0.966
"329",2024-02-25 16:30:00,0.505,0.768,1.2,1.04,1.69,1.29,0.934,1.132,1.384,0.934
"330",2024-02-25 16:40:00,0.006,0.66,0.532,0.518,0.668,0.648,0.706,0.682,0.744,0.596
"331",2024-02-25 16:50:00,0,0.26,0.515,0.368,0.534,0.281666666666667,0.212,0.212,0.366,0.152
"332",2024-02-25 17:00:00,0,0.014,0.228,0.172,0.304,0.23,0.302,0.014,0.24,0.206
"333",2024-02-25 17:10:00,0,0.014,0.162,0.082,0.388333333333333,0.096,0.086,0.018,0.208,0.156666666666667
"334",2024-02-25 17:20:00,0,0,0.08,0.052,0.282,0.096,0.092,0,0.076,0.126
"335",2024-02-25 17:30:00,0,0,0.086,0.024,0.118,0.038,0,0,0.118333333333333,0
"336",2024-02-25 17:40:00,0,0,0.086,0.064,0.044,0.006,0.078,0,0.01,0.078
"337",2024-02-25 17:50:00,0,0,0.006,0.121666666666667,0.076,0.01,0.0766666666666667,0,0.062,0.04
"338",2024-02-25 18:00:00,0,0,0,0,0,0,0.028,0,0.004,0.02
"339",2024-02-25 18:10:00,0,0,0.004,0,0,0.016,0.018,0,0.03,0
"340",2024-02-25 18:20:00,0,0,0.044,0,0.044,0.032,0.032,0,0.018,0.01
"341",2024-02-25 18:30:00,0,0,0.052,0,0.094,0.066,0.048,0,0,0.006
"342",2024-02-25 18:40:00,0,0,0.0366666666666667,0,0.004,0.00333333333333333,0.056,0.006,0.038,0
"343",2024-02-25 18:50:00,0,0,0.008,0,0.062,0,0.148,0,0.036,0
"344",2024-02-25 19:00:00,0,0,0,0,0,0,0,0,0,0
"345",2024-02-25 19:10:00,0,0,0.062,0,0.058,0.01,0.032,0,0.064,0.00666666666666667
"346",2024-02-25 19:20:00,0,0,0.014,0,0,0,0,0,0.018,0
"347",2024-02-25 19:30:00,0,0,0,0,0.048,0.016,0,0,NA,0.07
"348",2024-02-25 19:40:00,0,0,0,0,0,0,0,0,0,0
"349",2024-02-25 19:50:00,0,0,0,0,0.014,0,0,0,0,0.016
"350",2024-02-25 20:00:00,0,0,0.01,0,0,0.038,0,0,0.018,0.044
"351",2024-02-25 20:10:00,0,0,0,0,0,0,0,NA,0,0
"352",2024-02-25 20:20:00,0,0,0,0,0,0,0,0,0,0.028
"353",2024-02-25 20:30:00,0,0,0,0,0,0,0,0,0,0
"354",2024-02-25 20:40:00,0,0,0,0,0,0,0,0,0,0
"355",2024-02-25 20:50:00,0,0,0,0,0,0,0,0,0,0.018
"356",2024-02-25 21:00:00,0,0,0,0,0,0,0,0,0,0
"357",2024-02-25 21:10:00,0,0,0,0,NA,0,0,0,0,0
"358",2024-02-25 21:20:00,0,0,0,0,0,0,0,0,0,0
"359",2024-02-25 21:30:00,0,0,0,0,0,0,0,0,0,0
"360",2024-02-25 21:40:00,0,0,0,0,0,0,0,0,0,0
"361",2024-02-25 21:50:00,0,0,0,0,0.038,0,0,0,0,0
"362",2024-02-25 22:00:00,0,0,0,0,0.018,0,0,0,0,0
"363",2024-02-25 22:10:00,0,0,0,0,0,0,0,0,0,0
"364",2024-02-25 22:20:00,0,0,0,0,0,0,0,0,0,0
"365",2024-02-25 22:30:00,0,0,0,0,0.02,0,0,0,0,0
"366",2024-02-25 22:40:00,0,0,0,0,0,0,0,0,0,0
"367",2024-02-25 22:50:00,0,0,0,0.028,0.016,0,0,0,0,0
"368",2024-02-25 23:00:00,0,0,0.0183333333333333,0.126,0.03,0.045,0,0.01,0.09,0.052
"369",2024-02-25 23:10:00,0,0,0.016,0.102,0.028,0.028,0.052,0,0.034,0
"370",2024-02-25 23:20:00,0,0,0,0.008,0.00833333333333333,0,0.01,0,0,0
"371",2024-02-25 23:30:00,0,0,0,0,0,0.028,0,0,0,0.014
"372",2024-02-25 23:40:00,0,0,0,0,0.038,0,0.046,0,0.006,0
"373",2024-02-25 23:50:00,0,0,0,0.08,0.006,0,0.044,0,0,0.046
"374",2024-02-26,0,0,0,0,0,0,0,0.034,0,0
"375",2024-02-26 00:10:00,0,0,0,0,0.006,0.02,0,0,0,0
"376",2024-02-26 00:20:00,0,0,0.05,0.048,0,0,0,0.018,0,0
"377",2024-02-26 00:30:00,0,0,0.004,0,0,0.054,0,0.034,0,0
"378",2024-02-26 00:40:00,0,0,0,0.014,0,0,0,0.122,0,0
"379",2024-02-26 00:50:00,0,0,0,0,0,0.006,0,0,0,0
"380",2024-02-26 01:00:00,0,0,0,0.058,0.026,0.0116666666666667,0,0.044,0.08,0.0225
"381",2024-02-26 01:10:00,0,0,0,0,0.072,0,0,0.024,0,NA
"382",2024-02-26 01:20:00,0,0,0.034,0,0.0166666666666667,0,0,0,0,0
"383",2024-02-26 01:30:00,0,0,0,0,0,0,0,0.026,0,0
"384",2024-02-26 01:40:00,0,0.018,0.016,0,0,0,0,0.0433333333333333,0.00833333333333333,0
"385",2024-02-26 01:50:00,0,0.044,0.028,0.034,0.018,0.004,0,0.074,0,0
"386",2024-02-26 02:00:00,0.234,1.00666666666667,0.582,0.945,1.142,0.862,0.908333333333333,1.53,1.116,0.772
"387",2024-02-26 02:10:00,9.22,9.462,10.062,9.592,11.162,10.02,9.422,10.534,10.472,9.658
"388",2024-02-26 02:20:00,1.84,2.46,2.22,1.878,2.932,2.73,2.362,2.802,2.746,1.902
"389",2024-02-26 02:30:00,4.98,5.62,5.668,5.962,6.76,5.7,5.842,6.22,6.818,5.526
"390",2024-02-26 02:40:00,1.258,2.18,2.332,1.948,2.774,2.452,1.94,2.596,2.61,2.4
"391",2024-02-26 02:50:00,0.648,1.148,0.984,1.29,1.262,1.092,1.104,1.21,1.142,0.89
"392",2024-02-26 03:00:00,2.758,2.198,3.32166666666667,2.616,2.714,3.16666666666667,2.246,2.444,2.532,2.22
"393",2024-02-26 03:10:00,5.912,6.488,5.812,6.556,7.706,5.652,6.304,7.03,7.676,6.738
"394",2024-02-26 03:20:00,0.276,0.344,0.35,1.02,0.633333333333333,0.264,0.274,0.828,0.588,0.476666666666667
"395",2024-02-26 03:30:00,0.032,0.048,0.034,NA,0.014,0.09,0.014,0.344,0.036,0.094
"396",2024-02-26 03:40:00,0.042,0,0.17,0.0175,0.094,0.058,0.03,0.258333333333333,0.085,0.126
"397",2024-02-26 03:50:00,2.138,1.754,2.412,1.968,3.07,2.338,1.89,2.87,3.04,2.65
"398",2024-02-26 04:00:00,4.052,4.95,4.526,4.89333333333333,4.508,5.256,4.53333333333333,4.74,4.81,4.148
"399",2024-02-26 04:10:00,0.184,NA,0.192,0.25,0.42,0.256,0.23,0.35,0.288,0.258
"400",2024-02-26 04:20:00,0.652,0.62,0.666,0.614,1.202,0.736,0.84,1.19,1.068,0.766
"401",2024-02-26 04:30:00,0.0716666666666667,0.016,0.058,0.096,0.08,0.072,0.04,0.194,0.062,0.096
"402",2024-02-26 04:40:00,0.7,0.39,0.216,0.61,0.456,0.324,0.394,0.39,0.474,0.276
"403",2024-02-26 04:50:00,3.474,3.464,3.535,3.616,3.88,3.785,3.662,3.962,4.198,3.462
"404",2024-02-26 05:00:00,3.664,4.162,3.704,3.854,4.586,3.8,3.496,4.082,4.402,3.752
"405",2024-02-26 05:10:00,1.636,2.128,1.866,2.028,2.05333333333333,2.068,1.894,2.424,2.442,2.102
"406",2024-02-26 05:20:00,0.866,0.932,0.962,0.946,1.324,1.106,0.916,1.066,1.242,1.11833333333333
"407",2024-02-26 05:30:00,1.168,1.192,1.274,0.946,1.522,1.304,1.022,1.34333333333333,1.61,1.096
"408",2024-02-26 05:40:00,1.91,2.136,2.196,1.978,2.344,2.288,1.946,2.484,2.284,2.082
"409",2024-02-26 05:50:00,1.942,1.955,2.188,1.71666666666667,2.256,2.328,2.00166666666667,2.24,1.974,1.65
"410",2024-02-26 06:00:00,1.678,1.576,1.59,1.412,2.026,1.592,1.738,1.932,1.918,1.508
"411",2024-02-26 06:10:00,1.14,0.972,1.016,0.74,1.238,1.142,0.872,1.198,0.948,0.94
"412",2024-02-26 06:20:00,1.124,1.292,1.32,1.274,1.6,1.288,1.108,1.448,1.196,1.134
"413",2024-02-26 06:30:00,0.845,0.722,0.842,0.824,1.144,1.07,0.75,1.296,1.1,0.748
"414",2024-02-26 06:40:00,0.368,0.576,0.544,0.498,0.618,0.656,0.508,0.762,0.514,0.496
"415",2024-02-26 06:50:00,0.458,0.388,0.468333333333333,0.214,0.58,0.448333333333333,0.302,0.666,0.64,0.364
"416",2024-02-26 07:00:00,1.082,1.124,1.448,0.99,0.794,1.582,1.11,1.278,1.098,0.68
"417",2024-02-26 07:10:00,4.956,4.758,4.504,4.326,5.114,4.872,4.584,5.61,5.186,4.846
"418",2024-02-26 07:20:00,2.016,2.35,2.112,2.306,2.992,1.934,2.302,2.85,2.634,1.97666666666667
"419",2024-02-26 07:30:00,10.368,9.946,12.654,11.47,10.075,12.706,10.192,9.20833333333333,10.6366666666667,11.498
"420",2024-02-26 07:40:00,4.238,5,4.724,5.374,4.908,4.618,4.888,4.652,4.704,4.336
"421",2024-02-26 07:50:00,1.856,1.74,1.978,2.155,1.868,1.992,2.094,2.022,1.71,1.748
"422",2024-02-26 08:00:00,0.746,0.584,0.684,0.838,0.824,0.84,0.78,0.996,0.91,0.532
"423",2024-02-26 08:10:00,0.334,0.394,0.518,0.536,0.376,0.234,0.318333333333333,0.626,0.496,0.382
"424",2024-02-26 08:20:00,0.052,0.028,0.176,0.046,0.102,0.036,0.076,0.178,0.044,0
"425",2024-02-26 08:30:00,0,0,0.064,0,0.016,0.06,0.064,0.194,0,0
"426",2024-02-26 08:40:00,0.064,0.062,0,0.068,0.112,0,0.072,0.158,0.02,0.006
"427",2024-02-26 08:50:00,0.052,0.046,0.106,0.07,0.32,0.138,0.06,0.356,0.21,0.044
"428",2024-02-26 09:00:00,0,0.09,0.076,0.036,0.01,0.104,0.056,0.282,0.112,0.052
"429",2024-02-26 09:10:00,0.036,0,0.015,0.076,0,0,0,0.186,0,0.046
"430",2024-02-26 09:20:00,0,0.062,0,0,0.028,0,0.032,0.038,0.024,0
"431",2024-02-26 09:30:00,0,0,0.028,0,0.005,0,0.004,0.128,0.00333333333333333,0.035
"432",2024-02-26 09:40:00,0,0,0,0.038,0,0.034,0,0.11,0.014,0
"433",2024-02-26 09:50:00,0,0,0,0,0.018,0,0,0.13,0.018,0
"434",2024-02-26 10:00:00,0,0,0,0,0,0,0,0.004,0,0
"435",2024-02-26 10:10:00,0,0,0,0,0.038,0,0.0366666666666667,0.18,0,0
"436",2024-02-26 10:20:00,0,0.014,0,0.01,0,0,0,0.004,0,0
"437",2024-02-26 10:30:00,0.0116666666666667,0,0,0,0,0.03,0,0.13,0,0
"438",2024-02-26 10:40:00,0.094,0.078,0.086,0.008,0.126,0.116,0.052,0.342,0.074,0.058
"439",2024-02-26 10:50:00,0.274,0.064,0.152,0.082,0.196,0.174,0.112,0.338,0.154,0.178
"440",2024-02-26 11:00:00,0,0.004,0.06,0.046,0.038,0.032,0.054,0.206,0,0
"441",2024-02-26 11:10:00,0,0,0.0116666666666667,0,0.07,0,0.06,0.23,0.05,0
"442",2024-02-26 11:20:00,NA,0,0.036,0,NA,0.016,NA,0.12,0,0.024
"443",2024-02-26 11:30:00,0,0.02,0.042,0.072,0.2775,0.04,0.0633333333333333,0.21,0,0.0283333333333333
"444",2024-02-26 11:40:00,0.036,0.06,0,0,0.02,0.032,0,0.072,0,0
"445",2024-02-26 11:50:00,0.058,0.0383333333333333,0.032,0.06,0.132,0.104,0,0.106666666666667,0.111666666666667,0.074
"446",2024-02-26 12:00:00,0.12,0.22,0.192,0.3,0.27,0.056,NA,0.414,0.278,0.168
"447",2024-02-26 12:10:00,0.316,0.368,0.266,0.328333333333333,0.43,0.314,0.5025,0.658,0.168,0.324
"448",2024-02-26 12:20:00,6.032,8.07,6.824,9.308,7.176,7.642,7.858,7.896,7.95,7.23
"449",2024-02-26 12:30:00,8.26333333333333,8.044,9.92,9.55,9.486,9.29,7.344,9.134,10.2,8.054
"450",2024-02-26 12:40:00,5.174,5.526,6.092,6.526,6.766,6.846,5.096,6.436,6.486,5.272
"451",2024-02-26 12:50:00,3.788,4.242,4.18,5.02,4.662,4.738,3.796,5.136,4.62,3.648
"452",2024-02-26 13:00:00,2.738,2.906,2.968,4.002,3.482,3.484,3.112,3.774,3.016,3.072
"453",2024-02-26 13:10:00,0.762,0.624,0.788333333333333,1.054,0.756,1.04,0.684,1.398,0.912,0.678
"454",2024-02-26 13:20:00,0.668,0.51,0.884,0.866,0.784,1.15,0.734,1.156,0.818,0.6
"455",2024-02-26 13:30:00,0.948,0.998,0.686,0.954,1.00333333333333,0.866,0.916,1.112,0.832,0.756666666666667
"456",2024-02-26 13:40:00,0.494,0.326,0.13,0.626,0.472,0.57,0.298,0.534,0.536,0.21
"457",2024-02-26 13:50:00,0.084,0.122,0.134,0.382,0.136,0.276,0.204,0.218333333333333,0.263333333333333,0.22
"458",2024-02-26 14:00:00,0.048,0.082,0.088,0.068,0.122,0.088,0.118,0.148,0.114,0.07
"459",2024-02-26 14:10:00,0.106,0.306666666666667,0.196,0.371666666666667,0.284,0.22,0.08,0.362,NA,0.23
"460",2024-02-26 14:20:00,0.688333333333333,0.692,0.954,0.856,1.096,0.96,NA,1.346,NA,0.854
"461",2024-02-26 14:30:00,1.844,1.81,1.418,2.33,2.136,2.072,2.038,2.502,2.28,1.968
"462",2024-02-26 14:40:00,2.586,2.56,2.368,3.246,2.958,2.632,2.462,3.316,3.108,2.496
"463",2024-02-26 14:50:00,1.092,1.236,1.608,1.328,1.96,1.984,1.488,2.038,1.822,1.658
"464",2024-02-26 15:00:00,0.544,0.676,0.785,0.866,1.164,0.986666666666667,0.89,1.116,0.966,0.832
"465",2024-02-26 15:10:00,0.498,0.48,0.684,0.726,0.906,0.94,0.718,1.124,0.83,0.786
"466",2024-02-26 15:20:00,0.32,0.386,0.43,0.412,0.518333333333333,0.356,0.346,0.684,0.362,0.45
"467",2024-02-26 15:30:00,0.104,0.254,0.224,0.192,0.294,0.084,NA,0.232,0.29,0.23
"468",2024-02-26 15:40:00,0.298,0.478,0.546,0.534,0.854,0.35,NA,0.815,0.896666666666667,0.526
"469",2024-02-26 15:50:00,0.178,0.146,0.196,0.154,0.238,0.206,0.24,0.22,0.234,0.148
"470",2024-02-26 16:00:00,0.962,0.626,1.296,1.41166666666667,1.784,1.41,0.844,1.826,1.872,1.372
"471",2024-02-26 16:10:00,3.174,2.81166666666667,2.806,3.382,3.798,3.254,3.28,3.078,3.276,2.812
"472",2024-02-26 16:20:00,0.673333333333333,1.204,1.44,1.302,1.66,1.514,1.06333333333333,1.396,1.252,0.918
"473",2024-02-26 16:30:00,0.08,0.492,0.608,0.786,0.772,0.788,0.516,1.036,0.914,0.622
"474",2024-02-26 16:40:00,0.192,0.254,0.7625,0.576,0.822,0.684,0.58,0.978,0.574,0.492
"475",2024-02-26 16:50:00,0,0.046,NA,0.09,0.186,0.092,0.1,0.186,0.186,0.07
"476",2024-02-26 17:00:00,0,0,0.01,0.1,0.074,0.0133333333333333,0.078,0.228,0.128,0.038
"477",2024-02-26 17:10:00,0,0,0.044,0.058,0.046,0.086,0.054,0.096,0.018,0.078
"478",2024-02-26 17:20:00,0,0,0.006,0.05,0.028,0.044,0,0,0.032,0.016
"479",2024-02-26 17:30:00,0,0,0.066,0.006,0.026,0.024,0.014,0,0.078,0
"480",2024-02-26 17:40:00,0,0,0.016,0.006,0.108333333333333,0.066,0.038,0,0.138333333333333,0.042
"481",2024-02-26 17:50:00,0,0,0.082,0,0.084,0.08,0.08,0,0.132,0
"482",2024-02-26 18:00:00,0,0,0.064,0,0.2,0.152,0.098,0,0.072,0.082
"483",2024-02-26 18:10:00,0,0,0.034,0,0.01,0.038,0.014,0.044,0.082,0.01
"484",2024-02-26 18:20:00,0,0,0,0,0.072,0,0.0433333333333333,0,0.048,0
"485",2024-02-26 18:30:00,0,0,0,0,0.034,0,0.01,0,0,0.03
"486",2024-02-26 18:40:00,0.0483333333333333,0,0,0,0,0,0,0,0,0
"487",2024-02-26 18:50:00,0,0,0,0,0,0,0,0,0,0
"488",2024-02-26 19:00:00,0,0,0,0,0,0.03,0,0,0,0
"489",2024-02-26 19:10:00,0,0,0,0,0.01,0,0,0,0.032,0.028
"490",2024-02-26 19:20:00,0,0,0,0,0,0.004,0,0,0,0
"491",2024-02-26 19:30:00,0,0,0,0,0,0,0,0,0,0
"492",2024-02-26 19:40:00,0,0,0.008,0,0.04,0,0,0,0,0
"493",2024-02-26 19:50:00,0,0,0.006,0,0.02,0.022,0,0,0,0
"494",2024-02-26 20:00:00,0,0,0,0,0,0.022,0,0,0,0
"495",2024-02-26 20:10:00,0,0,0.018,0,0.046,0,0,0,0,0.032
"496",2024-02-26 20:20:00,0,0,0.192,0.102,0.222,0.246,0.136666666666667,0.025,0.354,0.196
"497",2024-02-26 20:30:00,0,0,0.07,0,0.098,0.066,0.018,NA,0.008,0.082
"498",2024-02-26 20:40:00,0,0,0.074,0,0.138,0.058,0.048,0,0.026,0.054
"499",2024-02-26 20:50:00,0.018,0,0.162,0.032,0.094,0.128,0.128,0.108,0.332,0.312
"500",2024-02-26 21:00:00,0.028,0.042,0.654,0.086,0.368,0.64,0.302,0.032,0.322,0.424
"501",2024-02-26 21:10:00,0,0.01,0.398,0.006,0.358,0.28,0.304,0.116,0.396,0.328
"502",2024-02-26 21:20:00,0,0,0.02,0.066,0.192,0.138333333333333,0.276,0.066,0.276,0.262
"503",2024-02-26 21:30:00,0.034,0,0.116,0.012,0.068,0.078,0.028,0,0.244,0.054
"504",2024-02-26 21:40:00,0.004,0,0.06,0.192,0.095,0.2,0.156,0.098,0.133333333333333,0.2
"505",2024-02-26 21:50:00,0,0.018,0.056,0,0.004,0.018,0.056,0,0.046,0.024
"506",2024-02-26 22:00:00,0,0,0.082,0.066,0.208,0.238,0.085,0.123333333333333,0.084,0.112
"507",2024-02-26 22:10:00,0,0,0.088,0,0.086,0,NA,0.024,0.058,0.076
"508",2024-02-26 22:20:00,0,0,0.018,0.0583333333333333,0.146,0.078,0.0525,0.06,0.264,0.044
"509",2024-02-26 22:30:00,0,0,0.064,0.104,0.066,0.028,0.016,0.164,0.064,0.044
"510",2024-02-26 22:40:00,0,0.138,0,0.026,0.144,0.06,0.078,0.278,0.088,0.12
"511",2024-02-26 22:50:00,0.066,0.2,0.202,0.144,0.23,0.226,0.23,0.26,0.174,0.172
"512",2024-02-26 23:00:00,0,0,0,0.044,0,0.018,0.014,0.03,0.078,0.028
"513",2024-02-26 23:10:00,0,0.024,0.088,0.028,0.036,0,0.044,0.088,0.036,0
"514",2024-02-26 23:20:00,0,0.058,0.0433333333333333,0.018,0.014,0.02,0.024,0,0.018,0.05
"515",2024-02-26 23:30:00,0,0.01,0.01,0.034,0.104,0.028,0.084,0.03,0.058,0.1
"516",2024-02-26 23:40:00,0,0,0,0.018,0.005,0,0,0.018,0.024,0.035
"517",2024-02-26 23:50:00,0,0,0,0.016,0,0,0.038,0,0,0
"518",2024-02-27,0,0.044,0,0,0,0,0,0.0283333333333333,0,0
"519",2024-02-27 00:10:00,0,0,0,0,0.006,0.008,0,0,0.022,0
"520",2024-02-27 00:20:00,0,0,0,0.00833333333333333,0,0,0,0,0,0
"521",2024-02-27 00:30:00,0,0,0,0,0,0,0.024,0,0,NA
"522",2024-02-27 00:40:00,0,0,0,0,0,0,0,0.028,0,0
