"","timestamp_datetime","GC1_PM2_5","GC2_PM2_5","GC3_PM2_5","GC4_PM2_5","GC5_PM2_5","GC6_PM2_5","GC7_PM2_5","GC8_PM2_5","GC9_PM2_5","GC10_PM2_5"
"259147",2024-02-24 23:59:06,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA
"259154",2024-02-24 23:59:13,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA
"259156",2024-02-24 23:59:15,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA
"259162",2024-02-24 23:59:21,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA
"259166",2024-02-24 23:59:25,NA,NA,NA,0.02,NA,NA,0.25,NA,NA,NA
"259212",2024-02-25 00:00:11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259246",2024-02-25 00:00:45,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA
"259251",2024-02-25 00:00:50,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA
"259257",2024-02-25 00:00:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"259267",2024-02-25 00:01:06,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"259274",2024-02-25 00:01:13,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"259277",2024-02-25 00:01:16,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA
"259282",2024-02-25 00:01:21,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA
"259286",2024-02-25 00:01:25,NA,NA,NA,0.38,NA,NA,0,NA,NA,NA
"259332",2024-02-25 00:02:11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259366",2024-02-25 00:02:45,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA
"259371",2024-02-25 00:02:50,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA
"259377",2024-02-25 00:02:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"259387",2024-02-25 00:03:06,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA
"259394",2024-02-25 00:03:13,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA
"259396",2024-02-25 00:03:15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"259402",2024-02-25 00:03:21,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA
"259406",2024-02-25 00:03:25,NA,NA,NA,0.11,NA,NA,0,NA,NA,NA
"259452",2024-02-25 00:04:11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259486",2024-02-25 00:04:45,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA
"259491",2024-02-25 00:04:50,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA
"259497",2024-02-25 00:04:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14
"259507",2024-02-25 00:05:06,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA
"259514",2024-02-25 00:05:13,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"259516",2024-02-25 00:05:15,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA
"259522",2024-02-25 00:05:21,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA
"259526",2024-02-25 00:05:25,NA,NA,NA,0,NA,NA,0.22,NA,NA,NA
"259572",2024-02-25 00:06:11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259606",2024-02-25 00:06:45,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA
"259611",2024-02-25 00:06:50,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"259617",2024-02-25 00:06:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23
"259627",2024-02-25 00:07:06,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA
"259634",2024-02-25 00:07:13,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA
"259636",2024-02-25 00:07:15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"259642",2024-02-25 00:07:21,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA
"259646",2024-02-25 00:07:25,NA,NA,NA,0.14,NA,NA,0,NA,NA,NA
"259673",2024-02-25 00:07:52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259708",2024-02-25 00:08:27,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA
"259712",2024-02-25 00:08:31,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA
"259728",2024-02-25 00:08:47,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA
"259735",2024-02-25 00:08:54,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA
"259737",2024-02-25 00:08:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39
"259738",2024-02-25 00:08:57,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA
"259743",2024-02-25 00:09:02,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA
"259748",2024-02-25 00:09:07,NA,NA,NA,0.43,NA,NA,0.43,NA,NA,NA
"259793",2024-02-25 00:09:52,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259828",2024-02-25 00:10:27,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA
"259832",2024-02-25 00:10:31,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA
"259848",2024-02-25 00:10:47,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA
"259855",2024-02-25 00:10:54,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA
"259857",2024-02-25 00:10:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"259858",2024-02-25 00:10:57,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA
"259863",2024-02-25 00:11:02,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA
"259868",2024-02-25 00:11:07,NA,NA,NA,0.34,NA,NA,0.27,NA,NA,NA
"259913",2024-02-25 00:11:52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259948",2024-02-25 00:12:27,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA
"259952",2024-02-25 00:12:31,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA
"259958",2024-02-25 00:12:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"259968",2024-02-25 00:12:47,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA
"259975",2024-02-25 00:12:54,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA
"259978",2024-02-25 00:12:57,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"259983",2024-02-25 00:13:02,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA
"259988",2024-02-25 00:13:07,NA,NA,NA,0.22,NA,NA,0,NA,NA,NA
"260033",2024-02-25 00:13:52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260068",2024-02-25 00:14:27,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
"260072",2024-02-25 00:14:31,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA
"260078",2024-02-25 00:14:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
"260088",2024-02-25 00:14:47,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA
"260095",2024-02-25 00:14:54,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA
"260098",2024-02-25 00:14:57,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA
"260103",2024-02-25 00:15:02,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA
"260108",2024-02-25 00:15:07,NA,NA,NA,0.16,NA,NA,0,NA,NA,NA
"260153",2024-02-25 00:15:52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260188",2024-02-25 00:16:27,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA
"260192",2024-02-25 00:16:31,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA
"260198",2024-02-25 00:16:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22
"260208",2024-02-25 00:16:47,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA
"260215",2024-02-25 00:16:54,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA
"260218",2024-02-25 00:16:57,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA
"260223",2024-02-25 00:17:02,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"260228",2024-02-25 00:17:07,NA,NA,NA,0.17,NA,NA,0.33,NA,NA,NA
"260273",2024-02-25 00:17:52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260308",2024-02-25 00:18:27,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA
"260312",2024-02-25 00:18:31,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA
"260318",2024-02-25 00:18:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14
"260328",2024-02-25 00:18:47,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA
"260335",2024-02-25 00:18:54,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA
"260338",2024-02-25 00:18:57,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA
"260343",2024-02-25 00:19:02,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"260348",2024-02-25 00:19:07,NA,NA,NA,0.02,NA,NA,0.45,NA,NA,NA
"260393",2024-02-25 00:19:52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260428",2024-02-25 00:20:27,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA
"260432",2024-02-25 00:20:31,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA
"260438",2024-02-25 00:20:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31
"260448",2024-02-25 00:20:47,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA
"260455",2024-02-25 00:20:54,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA
"260458",2024-02-25 00:20:57,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA
"260463",2024-02-25 00:21:02,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"260468",2024-02-25 00:21:07,NA,NA,NA,0,NA,NA,0.05,NA,NA,NA
"260513",2024-02-25 00:21:52,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260548",2024-02-25 00:22:27,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA
"260552",2024-02-25 00:22:31,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA
"260558",2024-02-25 00:22:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15
"260568",2024-02-25 00:22:47,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"260575",2024-02-25 00:22:54,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA
"260578",2024-02-25 00:22:57,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA
"260583",2024-02-25 00:23:02,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA
"260588",2024-02-25 00:23:07,NA,NA,NA,0.33,NA,NA,0.04,NA,NA,NA
"260633",2024-02-25 00:23:52,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260668",2024-02-25 00:24:27,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA
"260672",2024-02-25 00:24:31,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA
"260678",2024-02-25 00:24:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28
"260688",2024-02-25 00:24:47,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA
"260695",2024-02-25 00:24:54,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA
"260698",2024-02-25 00:24:57,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA
"260703",2024-02-25 00:25:02,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA
"260708",2024-02-25 00:25:07,NA,NA,NA,0,NA,NA,0.12,NA,NA,NA
"260753",2024-02-25 00:25:52,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260788",2024-02-25 00:26:27,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA
"260792",2024-02-25 00:26:31,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"260798",2024-02-25 00:26:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11
"260808",2024-02-25 00:26:47,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA
"260815",2024-02-25 00:26:54,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA
"260818",2024-02-25 00:26:57,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"260823",2024-02-25 00:27:02,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA
"260828",2024-02-25 00:27:07,NA,NA,NA,0.33,NA,NA,0.32,NA,NA,NA
"260853",2024-02-25 00:27:32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260888",2024-02-25 00:28:07,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA
"260892",2024-02-25 00:28:11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"260909",2024-02-25 00:28:28,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA
"260916",2024-02-25 00:28:35,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA
"260918",2024-02-25 00:28:37,NA,0.07,NA,NA,NA,NA,NA,NA,NA,0.12
"260924",2024-02-25 00:28:43,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA
"260928",2024-02-25 00:28:47,NA,NA,NA,0.13,NA,NA,0.18,NA,NA,NA
"260973",2024-02-25 00:29:32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261008",2024-02-25 00:30:07,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"261012",2024-02-25 00:30:11,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA
"261029",2024-02-25 00:30:28,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA
"261036",2024-02-25 00:30:35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"261038",2024-02-25 00:30:37,NA,0.08,NA,NA,NA,NA,NA,NA,NA,0.08
"261044",2024-02-25 00:30:43,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA
"261048",2024-02-25 00:30:47,NA,NA,NA,0.32,NA,NA,0.22,NA,NA,NA
"261093",2024-02-25 00:31:32,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261128",2024-02-25 00:32:07,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA
"261132",2024-02-25 00:32:11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"261138",2024-02-25 00:32:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29
"261149",2024-02-25 00:32:28,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA
"261156",2024-02-25 00:32:35,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA
"261158",2024-02-25 00:32:37,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA
"261164",2024-02-25 00:32:43,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA
"261168",2024-02-25 00:32:47,NA,NA,NA,0.36,NA,NA,0,NA,NA,NA
"261213",2024-02-25 00:33:32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261248",2024-02-25 00:34:07,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA
"261252",2024-02-25 00:34:11,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA
"261258",2024-02-25 00:34:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"261269",2024-02-25 00:34:28,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"261276",2024-02-25 00:34:35,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA
"261278",2024-02-25 00:34:37,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"261284",2024-02-25 00:34:43,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA
"261288",2024-02-25 00:34:47,NA,NA,NA,0,NA,NA,0,NA,NA,NA
"261333",2024-02-25 00:35:32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261368",2024-02-25 00:36:07,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA
"261372",2024-02-25 00:36:11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"261378",2024-02-25 00:36:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18
"261389",2024-02-25 00:36:28,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA
"261396",2024-02-25 00:36:35,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA
"261398",2024-02-25 00:36:37,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"261404",2024-02-25 00:36:43,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA
"261408",2024-02-25 00:36:47,NA,NA,NA,0.17,NA,NA,0,NA,NA,NA
"261453",2024-02-25 00:37:32,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261488",2024-02-25 00:38:07,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA
"261492",2024-02-25 00:38:11,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA
"261498",2024-02-25 00:38:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23
"261509",2024-02-25 00:38:28,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA
"261516",2024-02-25 00:38:35,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
"261518",2024-02-25 00:38:37,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA
"261524",2024-02-25 00:38:43,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA
"261528",2024-02-25 00:38:47,NA,NA,NA,0.25,NA,NA,0.37,NA,NA,NA
"261573",2024-02-25 00:39:32,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261608",2024-02-25 00:40:07,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA
"261612",2024-02-25 00:40:11,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA
"261618",2024-02-25 00:40:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24
"261629",2024-02-25 00:40:28,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA
"261636",2024-02-25 00:40:35,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA
"261638",2024-02-25 00:40:37,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA
"261644",2024-02-25 00:40:43,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA
"261648",2024-02-25 00:40:47,NA,NA,NA,0.34,NA,NA,0.3,NA,NA,NA
"261693",2024-02-25 00:41:32,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261728",2024-02-25 00:42:07,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA
"261732",2024-02-25 00:42:11,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA
"261738",2024-02-25 00:42:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"261749",2024-02-25 00:42:28,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA
"261756",2024-02-25 00:42:35,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA
"261758",2024-02-25 00:42:37,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA
"261764",2024-02-25 00:42:43,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA
"261768",2024-02-25 00:42:47,NA,NA,NA,0.29,NA,NA,0.07,NA,NA,NA
"261813",2024-02-25 00:43:32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261848",2024-02-25 00:44:07,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA
"261852",2024-02-25 00:44:11,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA
"261858",2024-02-25 00:44:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"261869",2024-02-25 00:44:28,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA
"261876",2024-02-25 00:44:35,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA
"261878",2024-02-25 00:44:37,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA
"261884",2024-02-25 00:44:43,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA
"261888",2024-02-25 00:44:47,NA,NA,NA,0.38,NA,NA,0.38,NA,NA,NA
"261933",2024-02-25 00:45:32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261968",2024-02-25 00:46:07,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"261972",2024-02-25 00:46:11,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA
"261978",2024-02-25 00:46:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27
"261989",2024-02-25 00:46:28,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA
"261996",2024-02-25 00:46:35,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA
"261998",2024-02-25 00:46:37,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"262004",2024-02-25 00:46:43,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA
"262008",2024-02-25 00:46:47,NA,NA,NA,0.37,NA,NA,0.18,NA,NA,NA
"262034",2024-02-25 00:47:13,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262068",2024-02-25 00:47:47,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"262073",2024-02-25 00:47:52,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA
"262089",2024-02-25 00:48:08,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA
"262096",2024-02-25 00:48:15,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"262098",2024-02-25 00:48:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14
"262099",2024-02-25 00:48:18,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA
"262105",2024-02-25 00:48:24,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA
"262109",2024-02-25 00:48:28,NA,NA,NA,0,NA,NA,0.02,NA,NA,NA
"262154",2024-02-25 00:49:13,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262188",2024-02-25 00:49:47,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"262193",2024-02-25 00:49:52,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"262209",2024-02-25 00:50:08,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA
"262216",2024-02-25 00:50:15,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA
"262218",2024-02-25 00:50:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17
"262219",2024-02-25 00:50:18,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA
"262225",2024-02-25 00:50:24,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA
"262229",2024-02-25 00:50:28,NA,NA,NA,0.49,NA,NA,0.05,NA,NA,NA
"262274",2024-02-25 00:51:13,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262308",2024-02-25 00:51:47,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA
"262313",2024-02-25 00:51:52,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA
"262319",2024-02-25 00:51:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"262329",2024-02-25 00:52:08,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA
"262336",2024-02-25 00:52:15,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA
"262339",2024-02-25 00:52:18,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA
"262345",2024-02-25 00:52:24,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA
"262349",2024-02-25 00:52:28,NA,NA,NA,0.56,NA,NA,0.09,NA,NA,NA
"262394",2024-02-25 00:53:13,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262428",2024-02-25 00:53:47,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA
"262433",2024-02-25 00:53:52,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA
"262439",2024-02-25 00:53:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
"262449",2024-02-25 00:54:08,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA
"262456",2024-02-25 00:54:15,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA
"262459",2024-02-25 00:54:18,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA
"262465",2024-02-25 00:54:24,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA
"262469",2024-02-25 00:54:28,NA,NA,NA,0.23,NA,NA,0.14,NA,NA,NA
"262514",2024-02-25 00:55:13,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262548",2024-02-25 00:55:47,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA
"262553",2024-02-25 00:55:52,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA
"262559",2024-02-25 00:55:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65
"262569",2024-02-25 00:56:08,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA
"262576",2024-02-25 00:56:15,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
"262579",2024-02-25 00:56:18,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA
"262585",2024-02-25 00:56:24,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA
"262589",2024-02-25 00:56:28,NA,NA,NA,0.4,NA,NA,0.31,NA,NA,NA
"262634",2024-02-25 00:57:13,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262668",2024-02-25 00:57:47,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA
"262673",2024-02-25 00:57:52,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"262679",2024-02-25 00:57:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82
"262689",2024-02-25 00:58:08,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA
"262696",2024-02-25 00:58:15,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA
"262699",2024-02-25 00:58:18,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA
"262705",2024-02-25 00:58:24,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA
"262709",2024-02-25 00:58:28,NA,NA,NA,0.47,NA,NA,0.43,NA,NA,NA
"262754",2024-02-25 00:59:13,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262788",2024-02-25 00:59:47,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA
"262793",2024-02-25 00:59:52,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA
"262799",2024-02-25 00:59:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66
"262809",2024-02-25 01:00:08,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA
"262816",2024-02-25 01:00:15,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA
"262819",2024-02-25 01:00:18,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA
"262825",2024-02-25 01:00:24,NA,NA,NA,NA,NA,NA,NA,1.07,NA,NA
"262829",2024-02-25 01:00:28,NA,NA,NA,0.91,NA,NA,0.68,NA,NA,NA
"262874",2024-02-25 01:01:13,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262908",2024-02-25 01:01:47,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA
"262913",2024-02-25 01:01:52,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"262919",2024-02-25 01:01:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58
"262929",2024-02-25 01:02:08,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA
"262936",2024-02-25 01:02:15,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA
"262939",2024-02-25 01:02:18,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA
"262944",2024-02-25 01:02:23,NA,NA,NA,NA,NA,NA,NA,1.21,NA,NA
"262949",2024-02-25 01:02:28,NA,NA,NA,0.61,NA,NA,0.95,NA,NA,NA
