"","timestamp_datetime","GC1_PM2_5","GC2_PM2_5","GC3_PM2_5","GC4_PM2_5","GC5_PM2_5","GC6_PM2_5","GC7_PM2_5","GC8_PM2_5","GC9_PM2_5","GC10_PM2_5"
"361102",2024-02-26 04:18:21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361133",2024-02-26 04:18:52,NA,NA,0.23,NA,NA,0,NA,NA,NA,NA
"361152",2024-02-26 04:19:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
"361157",2024-02-26 04:19:16,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA
"361168",2024-02-26 04:19:27,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA
"361173",2024-02-26 04:19:32,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA
"361188",2024-02-26 04:19:47,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA
"361193",2024-02-26 04:19:52,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"361203",2024-02-26 04:20:02,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361234",2024-02-26 04:20:33,NA,NA,0.11,NA,NA,0.24,NA,NA,NA,NA
"361257",2024-02-26 04:20:56,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA
"361269",2024-02-26 04:21:08,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA
"361272",2024-02-26 04:21:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"361274",2024-02-26 04:21:13,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA
"361289",2024-02-26 04:21:28,NA,0.16,NA,0.33,NA,NA,NA,NA,NA,NA
"361294",2024-02-26 04:21:33,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA
"361323",2024-02-26 04:22:02,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361354",2024-02-26 04:22:33,NA,NA,0.41,NA,NA,0.38,NA,NA,NA,NA
"361377",2024-02-26 04:22:56,NA,NA,NA,NA,1.14,NA,NA,NA,NA,NA
"361389",2024-02-26 04:23:08,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA
"361392",2024-02-26 04:23:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"361394",2024-02-26 04:23:13,NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA
"361409",2024-02-26 04:23:28,NA,1.07,NA,0.78,NA,NA,NA,NA,NA,NA
"361414",2024-02-26 04:23:33,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA
"361443",2024-02-26 04:24:02,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361474",2024-02-26 04:24:33,NA,NA,1.28,NA,NA,0.95,NA,NA,NA,NA
"361494",2024-02-26 04:24:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61
"361497",2024-02-26 04:24:56,NA,NA,NA,NA,2.32,NA,NA,NA,NA,NA
"361509",2024-02-26 04:25:08,NA,NA,NA,NA,NA,NA,NA,NA,2.12,NA
"361514",2024-02-26 04:25:13,NA,NA,NA,NA,NA,NA,NA,1.81,NA,NA
"361529",2024-02-26 04:25:28,NA,1.11,NA,1.11,NA,NA,NA,NA,NA,NA
"361534",2024-02-26 04:25:33,NA,NA,NA,NA,NA,NA,2.16,NA,NA,NA
"361563",2024-02-26 04:26:02,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361594",2024-02-26 04:26:33,NA,NA,1.28,NA,NA,1.8,NA,NA,NA,NA
"361614",2024-02-26 04:26:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07
"361617",2024-02-26 04:26:56,NA,NA,NA,NA,1.34,NA,NA,NA,NA,NA
"361629",2024-02-26 04:27:08,NA,NA,NA,NA,NA,NA,NA,NA,1.79,NA
"361634",2024-02-26 04:27:13,NA,NA,NA,NA,NA,NA,NA,1.59,NA,NA
"361649",2024-02-26 04:27:28,NA,0.6,NA,0.46,NA,NA,NA,NA,NA,NA
"361654",2024-02-26 04:27:33,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA
"361683",2024-02-26 04:28:02,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361714",2024-02-26 04:28:33,NA,NA,0.25,NA,NA,0.31,NA,NA,NA,NA
"361734",2024-02-26 04:28:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35
"361737",2024-02-26 04:28:56,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA
"361749",2024-02-26 04:29:08,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA
"361754",2024-02-26 04:29:13,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA
"361769",2024-02-26 04:29:28,NA,0.16,NA,0.39,NA,NA,NA,NA,NA,NA
"361774",2024-02-26 04:29:33,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA
"361803",2024-02-26 04:30:02,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361834",2024-02-26 04:30:33,NA,NA,0.2,NA,NA,0.07,NA,NA,NA,NA
"361854",2024-02-26 04:30:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23
"361857",2024-02-26 04:30:56,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA
"361869",2024-02-26 04:31:08,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA
"361874",2024-02-26 04:31:13,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA
"361889",2024-02-26 04:31:28,NA,0.08,NA,0,NA,NA,NA,NA,NA,NA
"361894",2024-02-26 04:31:33,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
"361923",2024-02-26 04:32:02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361954",2024-02-26 04:32:33,NA,NA,0.09,NA,NA,0.24,NA,NA,NA,NA
"361974",2024-02-26 04:32:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
"361977",2024-02-26 04:32:56,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA
"361989",2024-02-26 04:33:08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"361994",2024-02-26 04:33:13,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"362009",2024-02-26 04:33:28,NA,0,NA,0.17,NA,NA,NA,NA,NA,NA
"362014",2024-02-26 04:33:33,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA
"362043",2024-02-26 04:34:02,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362074",2024-02-26 04:34:33,NA,NA,0,NA,NA,0.05,NA,NA,NA,NA
"362094",2024-02-26 04:34:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17
"362097",2024-02-26 04:34:56,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"362109",2024-02-26 04:35:08,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA
"362114",2024-02-26 04:35:13,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA
"362129",2024-02-26 04:35:28,NA,0,NA,0.14,NA,NA,NA,NA,NA,NA
"362134",2024-02-26 04:35:33,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"362163",2024-02-26 04:36:02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362194",2024-02-26 04:36:33,NA,NA,0,NA,NA,0,NA,NA,NA,NA
"362214",2024-02-26 04:36:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"362217",2024-02-26 04:36:56,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"362229",2024-02-26 04:37:08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"362234",2024-02-26 04:37:13,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"362249",2024-02-26 04:37:28,NA,0,NA,0.17,NA,NA,NA,NA,NA,NA
"362254",2024-02-26 04:37:33,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"362283",2024-02-26 04:38:02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362314",2024-02-26 04:38:33,NA,NA,0,NA,NA,0,NA,NA,NA,NA
"362334",2024-02-26 04:38:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"362337",2024-02-26 04:38:56,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"362349",2024-02-26 04:39:08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"362354",2024-02-26 04:39:13,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"362369",2024-02-26 04:39:28,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"362374",2024-02-26 04:39:33,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"362383",2024-02-26 04:39:42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362414",2024-02-26 04:40:13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"362415",2024-02-26 04:40:14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"362438",2024-02-26 04:40:37,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"362449",2024-02-26 04:40:48,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"362454",2024-02-26 04:40:53,NA,NA,NA,NA,NA,NA,NA,0,NA,0.09
"362470",2024-02-26 04:41:09,NA,0.07,NA,0,NA,NA,NA,NA,NA,NA
"362476",2024-02-26 04:41:15,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"362503",2024-02-26 04:41:42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362534",2024-02-26 04:42:13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"362535",2024-02-26 04:42:14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"362558",2024-02-26 04:42:37,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"362569",2024-02-26 04:42:48,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"362574",2024-02-26 04:42:53,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"362590",2024-02-26 04:43:09,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"362596",2024-02-26 04:43:15,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"362623",2024-02-26 04:43:42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362654",2024-02-26 04:44:13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"362655",2024-02-26 04:44:14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"362674",2024-02-26 04:44:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"362678",2024-02-26 04:44:37,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"362689",2024-02-26 04:44:48,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA
"362694",2024-02-26 04:44:53,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"362710",2024-02-26 04:45:09,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"362716",2024-02-26 04:45:15,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA
"362743",2024-02-26 04:45:42,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362774",2024-02-26 04:46:13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"362775",2024-02-26 04:46:14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"362794",2024-02-26 04:46:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"362798",2024-02-26 04:46:37,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"362809",2024-02-26 04:46:48,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA
"362814",2024-02-26 04:46:53,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA
"362830",2024-02-26 04:47:09,NA,0.45,NA,0.81,NA,NA,NA,NA,NA,NA
"362836",2024-02-26 04:47:15,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA
"362863",2024-02-26 04:47:42,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362894",2024-02-26 04:48:13,NA,NA,NA,NA,NA,1.62,NA,NA,NA,NA
"362895",2024-02-26 04:48:14,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA
"362914",2024-02-26 04:48:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29
"362918",2024-02-26 04:48:37,NA,NA,NA,NA,1.78,NA,NA,NA,NA,NA
"362929",2024-02-26 04:48:48,NA,NA,NA,NA,NA,NA,NA,NA,1.88,NA
"362934",2024-02-26 04:48:53,NA,NA,NA,NA,NA,NA,NA,1.69,NA,NA
"362950",2024-02-26 04:49:09,NA,1.43,NA,2.24,NA,NA,NA,NA,NA,NA
"362956",2024-02-26 04:49:15,NA,NA,NA,NA,NA,NA,1.61,NA,NA,NA
"362983",2024-02-26 04:49:42,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363014",2024-02-26 04:50:13,NA,NA,NA,NA,NA,2.54,NA,NA,NA,NA
"363015",2024-02-26 04:50:14,NA,NA,2.19,NA,NA,NA,NA,NA,NA,NA
"363034",2024-02-26 04:50:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3
"363038",2024-02-26 04:50:37,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
"363049",2024-02-26 04:50:48,NA,NA,NA,NA,NA,NA,NA,NA,2.95,NA
"363054",2024-02-26 04:50:53,NA,NA,NA,NA,NA,NA,NA,2.91,NA,NA
"363070",2024-02-26 04:51:09,NA,2.25,NA,2.83,NA,NA,NA,NA,NA,NA
"363075",2024-02-26 04:51:14,NA,NA,NA,NA,NA,NA,2.63,NA,NA,NA
"363103",2024-02-26 04:51:42,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363134",2024-02-26 04:52:13,NA,NA,NA,NA,NA,3.42,NA,NA,NA,NA
"363135",2024-02-26 04:52:14,NA,NA,3.14,NA,NA,NA,NA,NA,NA,NA
"363154",2024-02-26 04:52:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88
"363158",2024-02-26 04:52:37,NA,NA,NA,NA,3.37,NA,NA,NA,NA,NA
"363169",2024-02-26 04:52:48,NA,NA,NA,NA,NA,NA,NA,NA,4.32,NA
"363174",2024-02-26 04:52:53,NA,NA,NA,NA,NA,NA,NA,4.33,NA,NA
"363190",2024-02-26 04:53:09,NA,3.52,NA,4.12,NA,NA,NA,NA,NA,NA
"363195",2024-02-26 04:53:14,NA,NA,NA,NA,NA,NA,4.07,NA,NA,NA
"363223",2024-02-26 04:53:42,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363254",2024-02-26 04:54:13,NA,NA,NA,NA,NA,4.38,NA,NA,NA,NA
"363255",2024-02-26 04:54:14,NA,NA,4.55,NA,NA,NA,NA,NA,NA,NA
"363274",2024-02-26 04:54:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"363278",2024-02-26 04:54:37,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA
"363289",2024-02-26 04:54:48,NA,NA,NA,NA,NA,NA,NA,NA,4.86,NA
"363294",2024-02-26 04:54:53,NA,NA,NA,NA,NA,NA,NA,4.35,NA,NA
"363310",2024-02-26 04:55:09,NA,3.75,NA,3.3,NA,NA,NA,NA,NA,NA
"363315",2024-02-26 04:55:14,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA
"363343",2024-02-26 04:55:42,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363374",2024-02-26 04:56:13,NA,NA,NA,NA,NA,3.44,NA,NA,NA,NA
"363375",2024-02-26 04:56:14,NA,NA,2.67,NA,NA,NA,NA,NA,NA,NA
"363394",2024-02-26 04:56:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42
"363398",2024-02-26 04:56:37,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA
"363409",2024-02-26 04:56:48,NA,NA,NA,NA,NA,NA,NA,NA,4.05,NA
"363414",2024-02-26 04:56:53,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"363430",2024-02-26 04:57:09,NA,3.55,NA,3.56,NA,NA,NA,NA,NA,NA
"363435",2024-02-26 04:57:14,NA,NA,NA,NA,NA,NA,3.15,NA,NA,NA
"363463",2024-02-26 04:57:42,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363494",2024-02-26 04:58:13,NA,NA,NA,NA,NA,4.02,NA,NA,NA,NA
"363495",2024-02-26 04:58:14,NA,NA,3.68,NA,NA,NA,NA,NA,NA,NA
"363514",2024-02-26 04:58:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91
"363518",2024-02-26 04:58:37,NA,NA,NA,NA,4.93,NA,NA,NA,NA,NA
"363529",2024-02-26 04:58:48,NA,NA,NA,NA,NA,NA,NA,NA,4.81,NA
"363534",2024-02-26 04:58:53,NA,NA,NA,NA,NA,NA,NA,4.22,NA,NA
"363550",2024-02-26 04:59:09,NA,4.25,NA,4.27,NA,NA,NA,NA,NA,NA
"363555",2024-02-26 04:59:14,NA,NA,NA,NA,NA,NA,4.76,NA,NA,NA
"363564",2024-02-26 04:59:23,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363595",2024-02-26 04:59:54,NA,NA,NA,NA,NA,4.91,NA,NA,NA,NA
"363596",2024-02-26 04:59:55,NA,NA,4.98,NA,NA,NA,NA,NA,NA,NA
"363619",2024-02-26 05:00:18,NA,NA,NA,NA,4.98,NA,NA,NA,NA,NA
"363629",2024-02-26 05:00:28,NA,NA,NA,NA,NA,NA,NA,NA,4.89,NA
"363634",2024-02-26 05:00:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24
"363635",2024-02-26 05:00:34,NA,NA,NA,NA,NA,NA,NA,4.02,NA,NA
"363650",2024-02-26 05:00:49,NA,NA,NA,4.29,NA,NA,NA,NA,NA,NA
"363651",2024-02-26 05:00:50,NA,4.44,NA,NA,NA,NA,NA,NA,NA,NA
"363656",2024-02-26 05:00:55,NA,NA,NA,NA,NA,NA,3.98,NA,NA,NA
"363684",2024-02-26 05:01:23,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363715",2024-02-26 05:01:54,NA,NA,NA,NA,NA,3.95,NA,NA,NA,NA
"363716",2024-02-26 05:01:55,NA,NA,4.14,NA,NA,NA,NA,NA,NA,NA
"363739",2024-02-26 05:02:18,NA,NA,NA,NA,5.17,NA,NA,NA,NA,NA
"363749",2024-02-26 05:02:28,NA,NA,NA,NA,NA,NA,NA,NA,4.43,NA
"363754",2024-02-26 05:02:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17
"363755",2024-02-26 05:02:34,NA,NA,NA,NA,NA,NA,NA,4.52,NA,NA
"363770",2024-02-26 05:02:49,NA,NA,NA,3.76,NA,NA,NA,NA,NA,NA
"363771",2024-02-26 05:02:50,NA,4.73,NA,NA,NA,NA,NA,NA,NA,NA
"363776",2024-02-26 05:02:55,NA,NA,NA,NA,NA,NA,4.12,NA,NA,NA
"363804",2024-02-26 05:03:23,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363835",2024-02-26 05:03:54,NA,NA,NA,NA,NA,4.47,NA,NA,NA,NA
"363836",2024-02-26 05:03:55,NA,NA,4.28,NA,NA,NA,NA,NA,NA,NA
"363854",2024-02-26 05:04:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49
"363859",2024-02-26 05:04:18,NA,NA,NA,NA,4.16,NA,NA,NA,NA,NA
"363869",2024-02-26 05:04:28,NA,NA,NA,NA,NA,NA,NA,NA,4.48,NA
"363874",2024-02-26 05:04:33,NA,NA,NA,NA,NA,NA,NA,4.07,NA,NA
"363890",2024-02-26 05:04:49,NA,NA,NA,3.49,NA,NA,NA,NA,NA,NA
"363891",2024-02-26 05:04:50,NA,4.07,NA,NA,NA,NA,NA,NA,NA,NA
"363896",2024-02-26 05:04:55,NA,NA,NA,NA,NA,NA,2.93,NA,NA,NA
"363924",2024-02-26 05:05:23,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363955",2024-02-26 05:05:54,NA,NA,NA,NA,NA,3.55,NA,NA,NA,NA
"363956",2024-02-26 05:05:55,NA,NA,3.88,NA,NA,NA,NA,NA,NA,NA
"363974",2024-02-26 05:06:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39
"363979",2024-02-26 05:06:18,NA,NA,NA,NA,4.09,NA,NA,NA,NA,NA
"363989",2024-02-26 05:06:28,NA,NA,NA,NA,NA,NA,NA,NA,4.29,NA
"363994",2024-02-26 05:06:33,NA,NA,NA,NA,NA,NA,NA,3.73,NA,NA
"364010",2024-02-26 05:06:49,NA,NA,NA,3.78,NA,NA,NA,NA,NA,NA
"364011",2024-02-26 05:06:50,NA,3.62,NA,NA,NA,NA,NA,NA,NA,NA
"364016",2024-02-26 05:06:55,NA,NA,NA,NA,NA,NA,3.29,NA,NA,NA
"364044",2024-02-26 05:07:23,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364075",2024-02-26 05:07:54,NA,NA,NA,NA,NA,3.81,NA,NA,NA,NA
"364076",2024-02-26 05:07:55,NA,NA,3.53,NA,NA,NA,NA,NA,NA,NA
"364094",2024-02-26 05:08:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47
"364099",2024-02-26 05:08:18,NA,NA,NA,NA,4.53,NA,NA,NA,NA,NA
"364109",2024-02-26 05:08:28,NA,NA,NA,NA,NA,NA,NA,NA,3.92,NA
"364114",2024-02-26 05:08:33,NA,NA,NA,NA,NA,NA,NA,4.07,NA,NA
"364130",2024-02-26 05:08:49,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA
"364131",2024-02-26 05:08:50,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA
"364136",2024-02-26 05:08:55,NA,NA,NA,NA,NA,NA,3.16,NA,NA,NA
"364164",2024-02-26 05:09:23,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364195",2024-02-26 05:09:54,NA,NA,NA,NA,NA,3.22,NA,NA,NA,NA
"364196",2024-02-26 05:09:55,NA,NA,2.69,NA,NA,NA,NA,NA,NA,NA
"364214",2024-02-26 05:10:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14
"364219",2024-02-26 05:10:18,NA,NA,NA,NA,3.38,NA,NA,NA,NA,NA
"364229",2024-02-26 05:10:28,NA,NA,NA,NA,NA,NA,NA,NA,3.47,NA
"364234",2024-02-26 05:10:33,NA,NA,NA,NA,NA,NA,NA,3.22,NA,NA
"364250",2024-02-26 05:10:49,NA,NA,NA,2.64,NA,NA,NA,NA,NA,NA
"364251",2024-02-26 05:10:50,NA,2.95,NA,NA,NA,NA,NA,NA,NA,NA
"364256",2024-02-26 05:10:55,NA,NA,NA,NA,NA,NA,2.76,NA,NA,NA
"364284",2024-02-26 05:11:23,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364315",2024-02-26 05:11:54,NA,NA,NA,NA,NA,2.46,NA,NA,NA,NA
"364316",2024-02-26 05:11:55,NA,NA,2.36,NA,NA,NA,NA,NA,NA,NA
"364334",2024-02-26 05:12:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08
"364339",2024-02-26 05:12:18,NA,NA,NA,NA,2.55,NA,NA,NA,NA,NA
"364349",2024-02-26 05:12:28,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA
"364354",2024-02-26 05:12:33,NA,NA,NA,NA,NA,NA,NA,2.53,NA,NA
"364370",2024-02-26 05:12:49,NA,NA,NA,2.66,NA,NA,NA,NA,NA,NA
"364371",2024-02-26 05:12:50,NA,2.43,NA,NA,NA,NA,NA,NA,NA,NA
"364376",2024-02-26 05:12:55,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA
"364404",2024-02-26 05:13:23,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364435",2024-02-26 05:13:54,NA,NA,NA,NA,NA,2.96,NA,NA,NA,NA
"364436",2024-02-26 05:13:55,NA,NA,2.35,NA,NA,NA,NA,NA,NA,NA
"364454",2024-02-26 05:14:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28
"364459",2024-02-26 05:14:18,NA,NA,NA,NA,1.95,NA,NA,NA,NA,NA
"364469",2024-02-26 05:14:28,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"364474",2024-02-26 05:14:33,NA,NA,NA,NA,NA,NA,NA,2.96,NA,NA
"364490",2024-02-26 05:14:49,NA,NA,NA,2.23,NA,NA,NA,NA,NA,NA
"364491",2024-02-26 05:14:50,NA,2.09,NA,NA,NA,NA,NA,NA,NA,NA
"364496",2024-02-26 05:14:55,NA,NA,NA,NA,NA,NA,1.75,NA,NA,NA
"364524",2024-02-26 05:15:23,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364555",2024-02-26 05:15:54,NA,NA,NA,NA,NA,1.74,NA,NA,NA,NA
"364556",2024-02-26 05:15:55,NA,NA,1.98,NA,NA,NA,NA,NA,NA,NA
"364574",2024-02-26 05:16:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9
"364579",2024-02-26 05:16:18,NA,NA,NA,NA,2.02,NA,NA,NA,NA,NA
"364589",2024-02-26 05:16:28,NA,NA,NA,NA,NA,NA,NA,NA,1.86,NA
"364594",2024-02-26 05:16:33,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"364610",2024-02-26 05:16:49,NA,NA,NA,1.53,NA,NA,NA,NA,NA,NA
"364611",2024-02-26 05:16:50,NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA
"364616",2024-02-26 05:16:55,NA,NA,NA,NA,NA,NA,1.51,NA,NA,NA
"364644",2024-02-26 05:17:23,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364675",2024-02-26 05:17:54,NA,NA,NA,NA,NA,2.03,NA,NA,NA,NA
"364676",2024-02-26 05:17:55,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA
"364694",2024-02-26 05:18:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11
"364699",2024-02-26 05:18:18,NA,NA,NA,NA,1.64,NA,NA,NA,NA,NA
"364709",2024-02-26 05:18:28,NA,NA,NA,NA,NA,NA,NA,NA,1.98,NA
"364714",2024-02-26 05:18:33,NA,NA,NA,NA,NA,NA,NA,1.41,NA,NA
"364730",2024-02-26 05:18:49,NA,NA,NA,1.08,NA,NA,NA,NA,NA,NA
"364731",2024-02-26 05:18:50,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA
"364736",2024-02-26 05:18:55,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA
"364744",2024-02-26 05:19:03,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364775",2024-02-26 05:19:34,NA,NA,NA,NA,NA,1.15,NA,NA,NA,NA
"364777",2024-02-26 05:19:36,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA
"364799",2024-02-26 05:19:58,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA
"364811",2024-02-26 05:20:10,NA,NA,NA,NA,NA,NA,NA,NA,1.27,NA
"364814",2024-02-26 05:20:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05
"364815",2024-02-26 05:20:14,NA,NA,NA,NA,NA,NA,NA,1.17,NA,NA
"364831",2024-02-26 05:20:30,NA,NA,NA,1.24,NA,NA,NA,NA,NA,NA
"364832",2024-02-26 05:20:31,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA
"364837",2024-02-26 05:20:36,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA
"364864",2024-02-26 05:21:03,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364895",2024-02-26 05:21:34,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA
"364897",2024-02-26 05:21:36,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"364919",2024-02-26 05:21:58,NA,NA,NA,NA,1.27,NA,NA,NA,NA,NA
"364931",2024-02-26 05:22:10,NA,NA,NA,NA,NA,NA,NA,NA,1.43,NA
