"UTCDateTime","mac_address","firmware_ver","hardware","current_temp_f","current_humidity","current_dewpoint_f","pressure","adc","mem","rssi","uptime","pm1_0_cf_1","pm2_5_cf_1","pm10_0_cf_1","pm1_0_atm","pm2_5_atm","pm10_0_atm","pm2#5_aqi_cf_1","pm2#5_aqi_atm","p_0_3_um","p_0_5_um","p_1_0_um","p_2_5_um","p_5_0_um","p_10_0_um","pm1_0_cf_1_b","pm2_5_cf_1_b","pm10_0_cf_1_b","pm1_0_atm_b","pm2_5_atm_b","pm10_0_atm_b","pm2#5_aqi_cf_1_b","pm2#5_aqi_atm_b","p_0_3_um_b","p_0_5_um_b","p_1_0_um_b","p_2_5_um_b","p_5_0_um_b","p_10_0_um_b","gas"
"2024/02/22T20:55:31z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,14,23,877.95,NA,26352,0,100,0,0,1.02,0,0,1.02,0,0,116.4,33.93,7.18,3.91,0.58,0.53,0,0,1.32,0,0,1.32,0,0,88.57,26.5,4.89,2.36,2.36,0,NA
"2024/02/22T22:14:51z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,13,22,877.12,NA,26352,0,100,0,0.09,0.96,0,0.09,0.96,0,0,114.98,31,6.91,3.87,0.11,0.11,0,0.3,1.75,0,0.3,1.75,1,1,114.48,33.75,6,3.52,2.89,0,NA
"2024/02/22T22:16:51z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,12,22,877.16,0.03,26264,0,220,0,0.09,1.57,0,0.09,1.57,0,0,152.79,42.45,6.72,3.66,2.71,0.41,0,0.09,1.32,0,0.09,1.32,0,0,159.38,46.16,7.5,3.59,1.95,0.36,50
"2024/02/22T22:18:51z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,12,22,877.04,0.03,26264,0,340,0,0,0,0,0,0,0,0,116.89,33.07,2.35,0.09,0,0,0,0.05,0.05,0,0.05,0.05,0,0,136.02,39.85,4.85,0.44,0.22,0,NA
"2024/02/22T22:20:51z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,12,21,876.91,0.03,26264,0,460,0,0,0,0,0,0,0,0,117.63,35.18,2.84,0,0,0,0,0,0.02,0,0,0.02,0,0,130.98,40,3.37,0.75,0.37,0.19,50
"2024/02/22T22:22:51z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",77,12,21,877,0.03,26264,0,580,0.03,0.36,0.43,0.03,0.36,0.43,2,2,164.59,47.34,5.64,0.1,0.1,0.03,0,0,0,0,0,0,0,0,122.9,37.34,3.29,0,0,0,50
"2024/02/22T22:24:51z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,12,22,876.97,0.03,26264,0,700,0.12,0.49,0.9,0.12,0.49,0.9,2,2,148.42,42.42,5.69,1.56,0.9,0.37,0,0,0.23,0,0,0.23,0,0,114.91,33.43,3.98,0.45,0.45,0.27,50
"2024/02/22T22:26:51z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,21,877.02,0.03,26264,0,820,0,0,0,0,0,0,0,0,98.02,26.21,2.28,0,0,0,0,0.08,0.2,0,0.08,0.2,0,0,133.98,37.53,3.12,0.51,0.19,0.19,50
"2024/02/22T22:28:51z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,21,876.99,0.03,26264,0,940,0,0,0,0,0,0,0,0,115.71,31.68,3.98,0,0,0,0,0,0.12,0,0,0.12,0,0,108.41,30.66,2.1,0.54,0.25,0.25,50
"2024/02/22T22:30:51z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,21,876.93,0.03,26080,0,1060,0,0.14,0.58,0,0.14,0.58,1,1,156.46,43.75,6.88,1.12,0.86,0.24,0,0.07,0.38,0,0.07,0.38,0,0,143.69,40.43,4.9,0.36,0.14,0.14,50
"2024/02/22T22:32:51z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,12,20,876.94,0.03,25640,0,1180,0,0.22,0.42,0,0.22,0.42,1,1,143.19,38.95,6.59,0.54,0.29,0,0,0.23,0.34,0,0.23,0.34,1,1,127.82,34.54,4.09,0.75,0.23,0,50
"2024/02/22T22:34:32z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,12,20,876.95,NA,26352,0,100,0,0,0,0,0,0,0,0,108.87,32.07,3.44,0.73,0.11,0,0,0,0,0,0,0,0,0,110.36,31.4,4.64,0.19,0,0,NA
"2024/02/22T22:36:32z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,12,20,876.99,0.03,26264,0,220,0,0.24,0.73,0,0.24,0.73,1,1,152.95,44.12,7.15,0.93,0.68,0.37,0,0.44,0.96,0,0.44,0.96,2,2,142.11,40.33,7.21,1.95,1.21,0.44,50
"2024/02/22T22:38:32z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,12,21,877.05,0.03,26264,0,340,0,0,0.09,0,0,0.09,0,0,113.58,32.19,1.91,0.32,0.32,0.09,0,0,0.08,0,0,0.08,0,0,103.83,29.12,4.12,0.66,0.41,0,50
"2024/02/22T22:40:32z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,12,21,877.06,0.03,26264,0,460,0,0,0,0,0,0,0,0,94.93,26.59,2.98,0.25,0.25,0,0,0,0,0,0,0,0,0,89.8,25.85,4.2,0.24,0,0,50
"2024/02/22T22:42:32z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,877.12,0.03,26264,0,580,0,0,0,0,0,0,0,0,114.83,32.28,2.9,0,0,0,0,0,0.32,0,0,0.32,0,0,99.32,28.81,3.02,0.46,0.46,0.23,50
"2024/02/22T22:44:32z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,21,877.06,0.03,26264,0,700,0,0,0.22,0,0,0.22,0,0,87,22.95,4.03,0.22,0.22,0.22,0,0.04,0.04,0,0.04,0.04,0,0,99.89,28.16,2.91,0.26,0,0,50
"2024/02/22T22:46:32z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,877.08,0.03,26264,0,820,0,0,0.16,0,0,0.16,0,0,92.9,21.9,3.1,0.59,0.47,0.07,0,0.07,0.28,0,0.07,0.28,0,0,104.55,31.1,4.1,0.63,0.17,0.17,50
"2024/02/22T22:48:32z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,877,0.03,26264,0,940,0,0,0.11,0,0,0.11,0,0,100.2,29.87,3.07,0.44,0.11,0.11,0,0,0.17,0,0,0.17,0,0,142.5,40.03,5.14,0.41,0.19,0.02,50
"2024/02/22T22:50:32z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,877.07,0.03,26264,0,1060,0,0,0.1,0,0,0.1,0,0,100.86,30.79,3.05,0.5,0.41,0.19,0,0.16,0.33,0,0.16,0.33,1,1,111.88,31.57,3.12,0.47,0.22,0.22,50
"2024/02/22T22:52:32z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,877.07,0.03,26264,0,1180,0,0.08,0.08,0,0.08,0.08,0,0,121.73,32.64,2.36,0.2,0,0,0,0,0,0,0,0,0,0,111.16,31.12,3.12,0.2,0,0,NA
"2024/02/22T22:54:13z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,877.09,NA,26352,0,100,0,0,0.11,0,0,0.11,0,0,108.26,31.96,2.76,0.35,0.22,0,0,0.05,0.5,0,0.05,0.5,0,0,121.29,33.83,4.57,1.1,0.62,0.26,NA
"2024/02/22T22:56:13z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,877.06,0.03,26264,0,220,0,0,0.05,0,0,0.05,0,0,95.29,27.42,2.68,0.24,0.05,0.05,0,0,0,0,0,0,0,0,112.53,30.74,2.63,0.42,0,0,50
"2024/02/22T22:58:13z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,877.02,0.03,26264,0,340,0,0,0.18,0,0,0.18,0,0,112.26,29,3.74,0.56,0.18,0.18,0,0,0.05,0,0,0.05,0,0,102.61,29.56,3.34,0.39,0.15,0.15,50
"2024/02/22T23:00:13z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,877.02,0.03,26264,0,460,0,0,0.09,0,0,0.09,0,0,88.61,25.7,1.45,0.27,0.18,0.18,0,0,0.02,0,0,0.02,0,0,119.24,37.34,3.19,0.54,0.03,0.03,50
"2024/02/22T23:02:13z","48:3f:da:c9:83:4c",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,877.03,0.03,26264,0,580,0,0,0,0,0,0,0,0,115.78,30.78,3.25,0.46,0,0,0,0,0,0,0,0,0,0,85.63,23.61,3.19,0.35,0,0,50
