"UTCDateTime","mac_address","firmware_ver","hardware","current_temp_f","current_humidity","current_dewpoint_f","pressure","adc","mem","rssi","uptime","pm1_0_cf_1","pm2_5_cf_1","pm10_0_cf_1","pm1_0_atm","pm2_5_atm","pm10_0_atm","pm2#5_aqi_cf_1","pm2#5_aqi_atm","p_0_3_um","p_0_5_um","p_1_0_um","p_2_5_um","p_5_0_um","p_10_0_um","pm1_0_cf_1_b","pm2_5_cf_1_b","pm10_0_cf_1_b","pm1_0_atm_b","pm2_5_atm_b","pm10_0_atm_b","pm2#5_aqi_cf_1_b","pm2#5_aqi_atm_b","p_0_3_um_b","p_0_5_um_b","p_1_0_um_b","p_2_5_um_b","p_5_0_um_b","p_10_0_um_b","gas"
"2024/02/22T20:55:31z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,13,22,877.81,NA,26352,0,100,0,0,1.39,0,0,1.39,0,0,130.77,33.57,7,3.16,0.32,0.32,0,0.02,1.52,0,0.02,1.52,0,0,128.66,34.16,6.07,2.59,2.36,0,NA
"2024/02/22T22:14:52z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,13,22,876.99,NA,26352,0,100,0,0.16,1.91,0,0.16,1.91,1,1,150.95,41.5,8.25,4,0.7,0.27,0,0.09,1.8,0,0.09,1.8,0,0,127.36,34.86,6.82,3.41,3.41,0.25,NA
"2024/02/22T22:16:52z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,12,22,876.9,0.02,26264,0,220,0,0.41,1,0,0.41,1,2,2,157.45,43.4,7.52,3,0.48,0.26,0,0.32,1.21,0,0.32,1.21,1,1,172.82,47.18,9.89,3.3,1.86,0.43,50
"2024/02/22T22:18:52z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,21,876.85,0.02,26264,0,340,0.07,0.24,0.36,0.07,0.24,0.36,1,1,151.27,43.2,4.47,0.46,0.29,0.08,0,0.1,0.43,0,0.1,0.43,0,0,151.66,41.76,5.47,0.97,0.72,0.47,NA
"2024/02/22T22:20:52z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,876.82,0.02,26264,0,460,0.02,0.09,0.09,0.02,0.09,0.09,0,0,146.02,40.51,3.25,0.47,0,0,0,0.03,0.22,0,0.03,0.22,0,0,134.59,36.58,5.05,1.36,0.41,0.41,50
"2024/02/22T22:22:52z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",77,11,20,876.87,0.02,26264,0,580,0.07,0.15,0.15,0.07,0.15,0.15,1,1,165.81,45,4.59,0.22,0,0,0,0.21,0.4,0,0.21,0.4,1,1,171.41,45.74,5.21,0.64,0.41,0.41,50
"2024/02/22T22:24:52z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,21,876.86,0.02,25952,0,700,0,0.21,0.83,0,0.21,0.83,1,1,179.84,47.29,6.29,1.09,0.6,0.55,0,0.11,0.11,0,0.11,0.11,0,0,152.79,39.11,5.39,0.45,0,0,50
"2024/02/22T22:26:52z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,876.91,0.02,26264,0,820,0,0.05,0.66,0,0.05,0.66,0,0,140.85,40,4.54,1.03,1.03,0.22,0,0.03,0.17,0,0.03,0.17,0,0,137.53,35.86,4.84,0.84,0.22,0,50
"2024/02/22T22:28:52z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,876.89,0.02,26264,0,940,0,0.07,0.39,0,0.07,0.39,0,0,159.54,45.57,3.41,0.62,0.39,0,0,0,0.2,0,0,0.2,0,0,123.05,30.88,2.47,0.83,0.39,0.22,50
"2024/02/22T22:30:52z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,876.82,0.02,26264,0,1060,0.09,0.12,0.21,0.09,0.12,0.21,1,1,175.91,49.5,3.31,0.09,0.09,0.09,0,0.1,0.1,0,0.1,0.1,0,0,130.78,34.63,4.81,0.64,0,0,50
"2024/02/22T22:32:52z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,11,19,876.88,0.02,26264,0,1180,0,0.07,0.4,0,0.07,0.4,0,0,176.95,44.31,3.12,0.93,0.47,0.28,0,0.02,0.26,0,0.02,0.26,0,0,144.89,40.82,4.77,0.86,0.4,0.18,50
"2024/02/22T22:34:32z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,12,19,876.88,NA,26352,0,100,0,0.11,0.37,0,0.11,0.37,0,0,161.02,43.33,4,0.8,0.57,0,0,0,0,0,0,0,0,0,101.5,25.55,3.4,0.71,0.24,0.24,NA
"2024/02/22T22:36:32z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",76,11,19,877.03,0.02,26264,0,220,0.08,0.66,1.25,0.08,0.66,1.25,3,3,183.25,53.14,6.47,1.61,0.92,0.44,0,0.5,0.5,0,0.5,0.5,2,2,177.16,46.27,4.45,0.45,0,0,50
"2024/02/22T22:38:32z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,876.91,0.02,26264,0,340,0.05,0.09,0.09,0.05,0.09,0.09,0,0,126.21,34.29,4.64,0.21,0.05,0,0,0,0,0,0,0,0,0,123.92,34.86,2.36,0.2,0,0,50
"2024/02/22T22:40:32z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,20,876.92,0.02,26264,0,460,0,0,0.37,0,0,0.37,0,0,134,34.33,2.49,0.77,0.56,0,0,0,0.4,0,0,0.4,0,0,142.86,37,3.74,0.86,0.53,0.34,50
"2024/02/22T22:42:32z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,19,876.98,0.02,26264,0,580,0,0,0.17,0,0,0.17,0,0,112.02,30.22,3.36,0.46,0.22,0.17,0,0,0,0,0,0,0,0,103.68,27.44,4.25,0.61,0,0,50
"2024/02/22T22:44:32z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,11,20,876.96,0.02,26264,0,700,0,0,0,0,0,0,0,0,123.83,33.5,2.69,0,0,0,0,0,0.36,0,0,0.36,0,0,129.8,37.02,5.23,0.88,0.5,0.5,50
"2024/02/22T22:46:32z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,19,876.93,0.02,26264,0,820,0,0,0.21,0,0,0.21,0,0,120.62,33,1.88,0.28,0.28,0.21,0,0,0,0,0,0,0,0,112.32,30.81,2.78,0.25,0,0,50
"2024/02/22T22:48:32z","d8:bc:38:84:7c:e0",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,11,19,876.91,0.02,26264,0,940,0,0.19,0.3,0,0.19,0.3,1,1,142.26,38.53,3.84,1.28,0.23,0.11,0,0,0,0,0,0,0,0,111.81,26.27,3.1,0.47,0,0,NA
