"UTCDateTime","mac_address","firmware_ver","hardware","current_temp_f","current_humidity","current_dewpoint_f","pressure","adc","mem","rssi","uptime","pm1_0_cf_1","pm2_5_cf_1","pm10_0_cf_1","pm1_0_atm","pm2_5_atm","pm10_0_atm","pm2#5_aqi_cf_1","pm2#5_aqi_atm","p_0_3_um","p_0_5_um","p_1_0_um","p_2_5_um","p_5_0_um","p_10_0_um","pm1_0_cf_1_b","pm2_5_cf_1_b","pm10_0_cf_1_b","pm1_0_atm_b","pm2_5_atm_b","pm10_0_atm_b","pm2#5_aqi_cf_1_b","pm2#5_aqi_atm_b","p_0_3_um_b","p_0_5_um_b","p_1_0_um_b","p_2_5_um_b","p_5_0_um_b","p_10_0_um_b","gas"
"2024/03/11T22:22:46z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,8,14,869.31,NA,26352,0,100,0.16,0.64,2.04,0.16,0.64,2.04,3,3,272.13,69.64,14.02,5.38,0.76,0,0,0.37,2,0,0.37,2,2,2,167.65,46.07,8.51,3.35,2.65,0,NA
"2024/03/11T22:24:46z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,8,13,869.34,0.02,26264,0,220,0.22,0.4,1.83,0.22,0.4,1.83,2,2,259.45,71.02,9.81,2.97,1.84,0.28,0,0.04,1.95,0,0.04,1.95,0,0,175.18,51.25,8.88,4.61,3.82,0.59,52.48
"2024/03/11T22:26:46z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",78,8,13,869.34,0.02,26264,0,340,0.04,0.26,0.82,0.04,0.26,0.82,1,1,244.95,58.44,7.47,1.7,0.82,0.51,0.02,0.27,0.63,0.02,0.27,0.63,1,1,167.49,47.19,8.12,1.9,0.93,0,50
"2024/03/11T22:28:46z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,7,12,869.38,0.02,26264,0,460,0.11,0.32,1.04,0.11,0.32,1.04,1,1,247.5,61.29,9.84,2.2,1.57,0.3,0.03,0.39,1.58,0.03,0.39,1.58,2,2,190.88,53.66,10.1,3.05,1.73,1.1,NA
"2024/03/11T22:30:46z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,8,12,869.37,0.02,26264,0,580,0.05,0.37,0.88,0.05,0.37,0.88,2,2,234.61,58.69,9.1,1.14,0.93,0.17,0.12,0.61,1.83,0.12,0.61,1.83,3,3,211.58,59.31,11.02,3.51,2,0.51,50
"2024/03/11T22:32:46z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,8,12,869.32,0.02,26264,0,700,0,0.03,0.17,0,0.03,0.17,0,0,188.44,47.05,4.78,0.24,0,0,0,0.21,0.86,0,0.21,0.86,1,1,172.88,50.66,7.89,2.21,1.41,0.62,50
"2024/03/11T22:34:46z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,7,13,869.33,0.02,26264,0,820,0.11,0.23,0.88,0.11,0.23,0.88,1,1,215.37,53.12,5.39,1,0.75,0.26,0,0.21,0.43,0,0.21,0.43,1,1,168.88,44.26,10.12,1.55,0.67,0.41,50
"2024/03/11T22:36:46z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,7,12,869.31,0.02,26264,0,940,0.12,0.48,0.71,0.12,0.48,0.71,2,2,220.5,60.71,6.23,1.79,0.48,0.36,0.14,0.78,1.27,0.14,0.78,1.27,3,3,179.24,50.73,10.86,2.76,1.08,0.22,50
"2024/03/11T22:38:46z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,7,13,869.28,0.02,26264,0,1060,0.26,0.61,1.12,0.26,0.61,1.12,3,3,232.53,63.96,9.02,1.75,0.56,0.26,0.17,0.66,1.24,0.17,0.66,1.24,3,3,179.44,49.1,10.97,2.05,1.14,0.42,50.07
"2024/03/11T22:40:46z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,7,13,869.28,0.02,26264,0,1180,0.08,0.46,0.78,0.08,0.46,0.78,2,2,190.93,50.98,6.86,0.86,0.34,0.34,0,0.18,1.29,0,0.18,1.29,1,1,171.75,49.5,7.16,1.59,1.57,0.84,50.14
"2024/03/11T22:42:26z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,7,12,869.25,NA,26352,0,100,0.15,0.41,1.43,0.15,0.41,1.43,2,2,231,62.33,7.91,1.85,1.63,0.33,0,0.37,0.37,0,0.37,0.37,2,2,192.42,52.86,5.65,0.49,0.07,0.07,NA
"2024/03/11T22:44:26z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,7,12,869.29,0.02,26264,0,220,0.25,0.54,0.71,0.25,0.54,0.71,2,2,261.97,60.71,5.17,0.98,0.22,0,0,0.04,0.57,0,0.04,0.57,0,0,132.86,37.48,6.73,1.29,0.8,0.38,50
"2024/03/11T22:46:26z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,7,12,869.22,0.02,26264,0,340,0.28,0.86,1.58,0.28,0.86,1.58,4,4,254.32,68,7.79,1.95,0.96,0.61,0.02,0.63,1.05,0.02,0.63,1.05,3,3,167.9,49.03,8.08,1.72,0.82,0.23,50
"2024/03/11T22:48:26z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",79,7,12,869.2,0.02,26264,0,460,0.04,0.38,0.77,0.04,0.38,0.77,2,2,202.98,50.36,6.38,0.91,0.52,0.09,0,0.34,0.76,0,0.34,0.76,1,1,158.9,46.24,6.75,1.34,0.9,0.47,50
"2024/03/11T22:50:26z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,7,12,869.15,0.02,26264,0,580,0.07,0.46,1.34,0.07,0.46,1.34,2,2,198.92,50.54,6,2.78,1.17,0.8,0.14,0.53,0.84,0.14,0.53,0.84,2,2,155.48,45.91,8.83,1.88,0.52,0.05,50
"2024/03/11T22:52:26z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,7,12,869.13,0.02,26264,0,700,0,0.38,0.62,0,0.38,0.62,2,2,214,56.37,6.78,1.4,0.7,0.23,0,0.25,0.86,0,0.25,0.86,1,1,151.98,43.2,9.41,1.82,1.04,0.45,50
"2024/03/11T22:54:26z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",82,7,12,869.13,0.02,26264,0,820,0.09,0.24,0.71,0.09,0.24,0.71,1,1,233.02,61.28,4.86,1.5,1.09,0,0,0.37,0.58,0,0.37,0.58,2,2,172.07,49.81,7.14,2.05,0.58,0,50
"2024/03/11T22:56:26z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,7,13,869.12,0.02,26264,0,940,0.16,0.34,0.61,0.16,0.34,0.61,1,1,215.89,55.36,7.86,0.73,0.5,0.43,0,0.59,1.39,0,0.59,1.39,2,2,165,48.53,7.86,2.53,1.25,0.41,50
"2024/03/11T22:58:26z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,7,12,869.04,0.02,26264,0,1060,0.26,0.74,0.88,0.26,0.74,0.88,3,3,220.84,54.86,7.44,1.3,0.4,0.18,0,0.22,0.59,0,0.22,0.59,1,1,155.22,44.86,5.31,0.78,0.36,0.36,50.04
"2024/03/11T23:00:26z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",81,7,13,869.1,0.02,26264,0,1180,0.43,0.78,1.3,0.43,0.78,1.3,3,3,249.3,65.7,7.15,1.52,0.43,0,0.04,0.6,1.6,0.04,0.6,1.6,2,2,158.84,48.86,9.35,2.33,1.68,0.49,50.46
"2024/03/11T23:02:07z","d8:bc:38:84:42:5e",7.04,"3.0+OPENLOG+31037 MB+RV3028+BME68X+PMSX003-A+PMSX003-B",80,7,12,869.09,NA,26352,0,100,0.11,0.47,0.78,0.11,0.47,0.78,2,2,231.73,56.73,6.87,0.67,0.31,0.31,0.05,0.42,1.14,0.05,0.42,1.14,2,2,189.63,52.86,6.98,1.72,1.16,0.44,NA
