UTCDateTime,pm2_5_atm
2024/03/13T00:00:15z,0.16
2024/03/13T00:02:15z,0.28
2024/03/13T00:04:15z,0.21
2024/03/13T00:06:15z,0.17
2024/03/13T00:08:15z,0.37
2024/03/13T00:10:15z,0.09
2024/03/13T00:12:15z,0.3
2024/03/13T00:14:15z,0.19
2024/03/13T00:16:15z,0.2
2024/03/13T00:17:56z,0
2024/03/13T00:19:56z,0.08
2024/03/13T00:21:56z,0.05
2024/03/13T00:23:56z,0.09
2024/03/13T00:25:56z,0.07
2024/03/13T00:27:56z,0.1
2024/03/13T00:29:56z,0
2024/03/13T00:31:56z,0.44
2024/03/13T00:33:56z,0.31
2024/03/13T00:35:56z,0.1
2024/03/13T00:37:36z,0
2024/03/13T00:39:36z,0.28
2024/03/13T00:41:36z,0
2024/03/13T00:43:36z,0
2024/03/13T00:45:36z,0.03
2024/03/13T00:47:36z,0.07
2024/03/13T00:49:36z,0
2024/03/13T00:51:36z,0
2024/03/13T00:53:36z,0.1
2024/03/13T00:55:36z,0.27
2024/03/13T00:57:17z,0.22
2024/03/13T00:59:17z,0.05
2024/03/13T01:01:17z,0.26
2024/03/13T01:03:17z,0.3
2024/03/13T01:05:17z,0.2
2024/03/13T01:07:17z,0.14
2024/03/13T01:09:17z,0.29
2024/03/13T01:11:17z,0.23
2024/03/13T01:13:17z,0.14
2024/03/13T01:15:17z,0.16
2024/03/13T01:16:58z,0
2024/03/13T01:18:58z,0.17
2024/03/13T01:20:58z,0.21
2024/03/13T01:22:58z,0.45
2024/03/13T01:24:58z,0.14
2024/03/13T01:26:58z,0.17
2024/03/13T01:28:58z,0.18
2024/03/13T01:30:58z,0.09
2024/03/13T01:32:58z,0
2024/03/13T01:34:58z,0
2024/03/13T01:36:39z,0
2024/03/13T01:38:39z,0
2024/03/13T01:40:39z,0.07
2024/03/13T01:42:39z,0
2024/03/13T01:44:39z,0.22
2024/03/13T01:46:39z,0.19
2024/03/13T01:48:39z,0.34
2024/03/13T01:50:39z,0
2024/03/13T01:52:39z,0.2
2024/03/13T01:54:39z,0.03
2024/03/13T01:56:19z,0
2024/03/13T01:58:19z,0.34
2024/03/13T02:00:19z,0.29
2024/03/13T02:02:19z,0.11
2024/03/13T02:04:19z,0.34
2024/03/13T02:06:19z,0.03
2024/03/13T02:08:19z,0.16
2024/03/13T02:10:19z,0.12
2024/03/13T02:12:19z,0.29
2024/03/13T02:14:19z,0
2024/03/13T02:15:59z,0.58
2024/03/13T02:17:59z,0.64
2024/03/13T02:19:59z,0.28
2024/03/13T02:21:59z,0.58
2024/03/13T02:23:59z,0.08
2024/03/13T02:25:59z,0.03
2024/03/13T02:27:59z,0
2024/03/13T02:29:59z,0.11
2024/03/13T02:31:59z,0.34
2024/03/13T02:33:59z,0.15
2024/03/13T02:35:40z,0.36
2024/03/13T02:37:40z,0.46
2024/03/13T02:39:40z,0.78
2024/03/13T02:41:40z,1.71
2024/03/13T02:43:40z,1.32
2024/03/13T02:45:40z,1.46
2024/03/13T02:47:40z,0.55
2024/03/13T02:49:40z,0.19
2024/03/13T02:51:40z,0.28
2024/03/13T02:53:40z,0
2024/03/13T02:55:21z,0.24
2024/03/13T02:57:21z,0.05
2024/03/13T02:59:21z,0.18
2024/03/13T03:01:21z,0.46
2024/03/13T03:03:21z,0.68
2024/03/13T03:05:21z,1.08
2024/03/13T03:07:21z,1.57
2024/03/13T03:09:21z,1.07
2024/03/13T03:11:21z,1.65
2024/03/13T03:13:21z,1
2024/03/13T03:15:02z,0.98
2024/03/13T03:17:02z,0.93
2024/03/13T03:19:02z,1.43
2024/03/13T03:21:02z,1.48
2024/03/13T03:23:02z,1.79
2024/03/13T03:25:02z,2.63
2024/03/13T03:27:02z,1.12
2024/03/13T03:29:02z,0.09
2024/03/13T03:31:02z,0.36
2024/03/13T03:33:02z,0.24
2024/03/13T03:34:42z,0
2024/03/13T03:36:42z,0.17
2024/03/13T03:38:42z,0
2024/03/13T03:40:42z,0
2024/03/13T03:42:42z,0
2024/03/13T03:44:42z,0
2024/03/13T03:46:42z,0
2024/03/13T03:48:42z,0.05
2024/03/13T03:50:42z,0
2024/03/13T03:52:42z,0.1
2024/03/13T03:54:23z,0.11
2024/03/13T03:56:23z,0.37
2024/03/13T03:58:23z,0
2024/03/13T04:00:23z,0.32
2024/03/13T04:02:23z,0.09
2024/03/13T04:04:23z,0
2024/03/13T04:06:23z,0.18
2024/03/13T04:08:23z,0.05
2024/03/13T04:10:23z,0.14
2024/03/13T04:12:23z,0.14
2024/03/13T04:14:04z,0.2
2024/03/13T04:16:04z,0
2024/03/13T04:18:04z,0
2024/03/13T04:20:04z,0
2024/03/13T04:22:04z,0.05
2024/03/13T04:24:04z,0.27
2024/03/13T04:26:04z,0.05
2024/03/13T04:28:04z,0
2024/03/13T04:30:04z,0
2024/03/13T04:32:04z,0.2
2024/03/13T04:33:44z,0.22
2024/03/13T04:35:44z,0
2024/03/13T04:37:44z,0.38
2024/03/13T04:39:44z,0
2024/03/13T04:41:44z,0.08
2024/03/13T04:43:44z,0.15
2024/03/13T04:45:44z,0.12
2024/03/13T04:47:44z,0.04
2024/03/13T04:49:44z,0
2024/03/13T04:51:44z,0.02
2024/03/13T04:53:24z,0.22
2024/03/13T04:55:24z,0
2024/03/13T04:57:24z,0
2024/03/13T04:59:24z,0
2024/03/13T05:01:24z,0.2
2024/03/13T05:03:24z,0.05
2024/03/13T05:05:24z,0.22
2024/03/13T05:07:24z,0.41
2024/03/13T05:09:24z,0.42
2024/03/13T05:11:24z,0.42
2024/03/13T05:13:05z,0
2024/03/13T05:15:05z,0.03
2024/03/13T05:17:05z,0
2024/03/13T05:19:05z,0
2024/03/13T05:21:05z,0
2024/03/13T05:23:05z,0.12
2024/03/13T05:25:05z,0.09
2024/03/13T05:27:05z,0.23
2024/03/13T05:29:05z,0.2
2024/03/13T05:31:05z,0.05
2024/03/13T05:32:46z,0.17
2024/03/13T05:34:46z,0.55
2024/03/13T05:36:46z,0.34
2024/03/13T05:38:46z,0.09
2024/03/13T05:40:46z,0
2024/03/13T05:42:46z,0.14
2024/03/13T05:44:46z,0.02
2024/03/13T05:46:46z,0.09
2024/03/13T05:48:46z,0.24
2024/03/13T05:50:46z,0.17
2024/03/13T05:52:27z,0.27
2024/03/13T05:54:27z,0
2024/03/13T05:56:27z,0.66
2024/03/13T05:58:27z,0.18
2024/03/13T06:00:27z,0.25
2024/03/13T06:02:27z,0.37
2024/03/13T06:04:27z,0
2024/03/13T06:06:27z,0
2024/03/13T06:08:27z,0
2024/03/13T06:10:27z,0.13
2024/03/13T06:12:07z,0
2024/03/13T06:14:07z,0.37
2024/03/13T06:16:07z,0.09
2024/03/13T06:18:07z,0.18
2024/03/13T06:20:07z,0.27
2024/03/13T06:22:07z,0
2024/03/13T06:24:07z,0.1
2024/03/13T06:26:07z,0.32
2024/03/13T06:28:07z,0.21
2024/03/13T06:30:07z,0.2
2024/03/13T06:31:48z,0.17
2024/03/13T06:33:48z,0.2
2024/03/13T06:35:48z,0
2024/03/13T06:37:48z,0.25
2024/03/13T06:39:48z,0.27
2024/03/13T06:41:48z,0.17
2024/03/13T06:43:48z,0.07
2024/03/13T06:45:48z,0.38
2024/03/13T06:47:48z,0.33
2024/03/13T06:49:48z,0.02
2024/03/13T06:51:29z,0.04
2024/03/13T06:53:29z,0.12
2024/03/13T06:55:29z,0.36
2024/03/13T06:57:29z,0.75
2024/03/13T06:59:29z,1.16
2024/03/13T07:01:29z,0.81
2024/03/13T07:03:29z,1
2024/03/13T07:05:29z,0.79
2024/03/13T07:07:29z,0.66
