UTCDateTime,pm2_5_atm
2024/03/16T00:00:43z,25.56
2024/03/16T00:02:43z,22.85
2024/03/16T00:04:43z,17.79
2024/03/16T00:06:43z,18.05
2024/03/16T00:08:23z,22.62
2024/03/16T00:10:23z,23.8
2024/03/16T00:12:23z,25.94
2024/03/16T00:14:23z,25.71
2024/03/16T00:16:23z,23.39
2024/03/16T00:18:23z,21.33
2024/03/16T00:20:23z,17.46
2024/03/16T00:22:23z,19.43
2024/03/16T00:24:23z,14.79
2024/03/16T00:26:23z,17.93
2024/03/16T00:28:04z,17.82
2024/03/16T00:30:04z,18.52
2024/03/16T00:32:04z,19.23
2024/03/16T00:34:04z,16.71
2024/03/16T00:36:04z,14.66
2024/03/16T00:38:04z,13
2024/03/16T00:40:04z,17.69
2024/03/16T00:42:04z,18.17
2024/03/16T00:44:04z,18.62
2024/03/16T00:46:04z,20.58
2024/03/16T00:47:46z,20.27
2024/03/16T00:49:46z,16.03
2024/03/16T00:51:46z,15.95
2024/03/16T00:53:46z,15.18
2024/03/16T00:55:46z,14.38
2024/03/16T00:57:46z,14.42
2024/03/16T00:59:46z,20.18
2024/03/16T01:01:46z,16.45
2024/03/16T01:03:46z,18.33
2024/03/16T01:05:46z,17.91
2024/03/16T01:07:27z,15.37
2024/03/16T01:09:27z,16.64
2024/03/16T01:11:27z,18.38
2024/03/16T01:13:27z,19.89
2024/03/16T01:15:27z,17.31
2024/03/16T01:17:27z,16.85
2024/03/16T01:19:27z,17.46
2024/03/16T01:21:27z,14.84
2024/03/16T01:23:27z,17.25
2024/03/16T01:25:27z,18.08
2024/03/16T01:27:08z,13.2
2024/03/16T01:29:08z,15.93
2024/03/16T01:31:08z,15.07
2024/03/16T01:33:08z,14.09
2024/03/16T01:35:08z,14.55
2024/03/16T01:37:08z,12.78
2024/03/16T01:39:08z,15.96
2024/03/16T01:41:08z,14.39
2024/03/16T01:43:08z,14.09
2024/03/16T01:45:08z,16.95
2024/03/16T01:46:48z,9.33
2024/03/16T01:48:48z,13.75
2024/03/16T01:50:48z,13.61
2024/03/16T01:52:48z,15.11
2024/03/16T01:54:48z,13.85
2024/03/16T01:56:48z,13.23
2024/03/16T01:58:48z,13.5
2024/03/16T02:00:48z,12.36
2024/03/16T02:02:48z,14.71
2024/03/16T02:04:48z,14.86
2024/03/16T02:06:29z,15.65
2024/03/16T02:08:29z,16.49
2024/03/16T02:10:29z,15.71
2024/03/16T02:12:29z,14.36
2024/03/16T02:14:29z,13.67
2024/03/16T02:16:29z,13.17
2024/03/16T02:18:29z,13.73
2024/03/16T02:20:29z,11.88
2024/03/16T02:22:29z,9.38
2024/03/16T02:24:29z,10.4
2024/03/16T02:26:09z,13.6
2024/03/16T02:28:09z,12.05
2024/03/16T02:30:09z,12.21
2024/03/16T02:32:09z,10.48
2024/03/16T02:34:09z,12
2024/03/16T02:36:09z,12.32
2024/03/16T02:38:09z,11.79
2024/03/16T02:40:09z,10.44
2024/03/16T02:42:09z,11.25
2024/03/16T02:44:09z,11.15
2024/03/16T02:45:50z,12.32
2024/03/16T02:47:50z,9.39
2024/03/16T02:49:50z,10.52
2024/03/16T02:51:50z,11.22
2024/03/16T02:53:50z,12.84
2024/03/16T02:55:50z,9.13
2024/03/16T02:57:50z,9.81
2024/03/16T02:59:50z,10.2
2024/03/16T03:01:50z,7.74
2024/03/16T03:03:50z,8.95
2024/03/16T03:05:32z,8.54
2024/03/16T03:07:32z,9.38
2024/03/16T03:09:32z,7.44
2024/03/16T03:11:32z,6.67
2024/03/16T03:13:32z,5.69
2024/03/16T03:15:32z,7
2024/03/16T03:17:32z,6.81
2024/03/16T03:19:32z,4.95
2024/03/16T03:21:32z,4.98
2024/03/16T03:23:32z,6.66
2024/03/16T03:25:12z,5.33
2024/03/16T03:27:12z,6.38
2024/03/16T03:29:12z,5.67
2024/03/16T03:31:12z,8.34
2024/03/16T03:33:12z,6.59
2024/03/16T03:35:12z,6.88
2024/03/16T03:37:12z,6.83
2024/03/16T03:39:12z,7.18
2024/03/16T03:41:12z,6.83
2024/03/16T03:43:12z,7.7
2024/03/16T03:44:53z,9.2
2024/03/16T03:46:53z,7.47
2024/03/16T03:48:53z,6.04
2024/03/16T03:50:53z,6.41
2024/03/16T03:52:53z,5.98
2024/03/16T03:54:53z,6.86
2024/03/16T03:56:53z,5.37
2024/03/16T03:58:53z,6.48
2024/03/16T04:00:53z,5.39
2024/03/16T04:02:53z,4.88
2024/03/16T14:55:55z,1
2024/03/16T14:57:55z,0.8
2024/03/16T14:59:55z,0.72
2024/03/16T15:01:55z,0.14
2024/03/16T15:03:55z,0.38
2024/03/16T15:05:55z,0.29
2024/03/16T15:07:55z,0.74
2024/03/16T15:09:55z,1.09
2024/03/16T15:11:55z,1.03
2024/03/16T15:13:55z,0.81
2024/03/16T15:15:36z,0.85
2024/03/16T15:17:36z,0.51
2024/03/16T15:19:36z,0.21
2024/03/16T15:21:36z,0.78
2024/03/16T15:23:36z,1.12
2024/03/16T15:25:36z,0.76
2024/03/16T15:27:36z,1.72
2024/03/16T15:29:36z,2.12
2024/03/16T15:31:36z,0.53
2024/03/16T15:33:36z,2.1
2024/03/16T15:35:17z,2.54
2024/03/16T15:37:17z,1.37
2024/03/16T15:39:17z,1.3
2024/03/16T15:41:17z,1.27
2024/03/16T15:43:17z,1.49
2024/03/16T15:45:17z,2.24
2024/03/16T15:47:17z,1.72
2024/03/16T15:49:17z,2.3
2024/03/16T15:51:17z,2.21
2024/03/16T15:53:17z,2.31
2024/03/16T15:54:59z,2.2
2024/03/16T15:56:58z,2.4
2024/03/16T15:58:58z,2.35
2024/03/16T16:00:58z,2.02
2024/03/16T16:02:58z,1.36
2024/03/16T16:04:58z,2.37
2024/03/16T16:06:58z,2.29
2024/03/16T16:08:58z,2.47
2024/03/16T16:10:58z,2.74
2024/03/16T16:12:58z,2.66
2024/03/16T16:14:39z,2.47
2024/03/16T16:16:39z,2.53
2024/03/16T16:18:39z,2.84
2024/03/16T16:20:39z,1.93
2024/03/16T16:22:39z,2.03
2024/03/16T16:24:39z,2.75
2024/03/16T16:26:39z,3.02
2024/03/16T16:28:39z,3.23
2024/03/16T16:30:39z,2.52
2024/03/16T16:32:39z,2.72
2024/03/16T16:34:19z,3.13
