UTCDateTime,pm2_5_atm
2024/03/12T03:27:49z,1.08
2024/03/12T03:29:49z,0.67
2024/03/12T03:31:49z,0.77
2024/03/12T03:33:49z,0.58
2024/03/12T03:35:49z,0.93
2024/03/12T03:37:30z,0.85
2024/03/12T03:39:30z,1.07
2024/03/12T03:41:30z,1.53
2024/03/12T03:43:30z,1.34
2024/03/12T03:45:30z,0.61
2024/03/12T03:47:30z,0.68
2024/03/12T03:49:30z,0.83
2024/03/12T03:51:30z,0.74
2024/03/12T03:53:30z,0.91
2024/03/12T03:55:30z,0.86
2024/03/12T03:57:11z,0.98
2024/03/12T03:59:11z,1.07
2024/03/12T04:01:11z,1.04
2024/03/12T04:03:11z,1
2024/03/12T04:05:11z,1.03
2024/03/12T04:07:11z,0.86
2024/03/12T04:09:11z,1.14
2024/03/12T04:11:11z,0.48
2024/03/12T04:13:11z,1.19
2024/03/12T04:15:11z,0.65
2024/03/12T04:16:51z,1.07
2024/03/12T04:18:51z,0.8
2024/03/12T04:20:51z,1
2024/03/12T04:22:51z,1.32
2024/03/12T04:24:51z,1.05
2024/03/12T04:26:51z,1.14
2024/03/12T04:28:51z,1.05
2024/03/12T04:30:51z,1.16
2024/03/12T04:32:51z,0.74
2024/03/12T04:34:51z,1
2024/03/12T04:36:32z,0.68
2024/03/12T04:38:32z,0.78
2024/03/12T04:40:32z,0.92
2024/03/12T04:42:32z,0.63
2024/03/12T04:44:32z,0.95
2024/03/12T04:46:32z,0.88
2024/03/12T04:48:32z,0.62
2024/03/12T04:50:32z,0.67
2024/03/12T04:52:32z,1
2024/03/12T04:54:32z,0.61
2024/03/12T04:56:12z,0.51
2024/03/12T04:58:12z,0.47
2024/03/12T05:00:12z,0.11
2024/03/12T05:02:12z,0.16
2024/03/12T05:04:12z,0.81
2024/03/12T05:06:12z,1.08
2024/03/12T05:08:12z,1.96
2024/03/12T05:10:12z,1.75
2024/03/12T05:12:12z,1.63
2024/03/12T05:14:12z,1.75
2024/03/12T05:15:52z,0.78
2024/03/12T05:17:52z,0.83
2024/03/12T05:19:52z,0.79
2024/03/12T05:21:52z,0.96
2024/03/12T05:23:52z,0.71
2024/03/12T05:25:52z,0.88
2024/03/12T05:27:52z,0.65
2024/03/12T05:29:52z,0.84
2024/03/12T05:31:52z,0.48
2024/03/12T05:33:52z,0.75
2024/03/12T05:35:33z,0.39
2024/03/12T05:37:33z,0.17
2024/03/12T05:39:33z,0.34
2024/03/12T05:41:33z,0.5
2024/03/12T05:43:33z,0.56
2024/03/12T05:45:33z,0.58
2024/03/12T05:47:33z,0.91
2024/03/12T05:49:33z,0.73
2024/03/12T05:51:33z,0.66
2024/03/12T05:53:33z,0.58
2024/03/12T05:55:13z,0.62
2024/03/12T05:57:13z,0.34
2024/03/12T05:59:13z,0.67
2024/03/12T06:01:13z,0.36
2024/03/12T06:03:13z,0.64
2024/03/12T06:05:13z,0.47
2024/03/12T06:07:13z,0.95
2024/03/12T06:09:13z,1.47
2024/03/12T06:11:13z,0.97
2024/03/12T06:13:13z,0.61
2024/03/12T06:14:53z,1
2024/03/12T06:16:53z,1.07
2024/03/12T06:18:53z,0.98
2024/03/12T06:20:53z,0.54
2024/03/12T06:22:53z,0.71
2024/03/12T06:24:53z,0.8
2024/03/12T06:26:53z,0.98
2024/03/12T06:28:53z,0.46
2024/03/12T06:30:53z,0.83
2024/03/12T06:32:53z,1.05
2024/03/12T06:34:33z,1.2
2024/03/12T06:36:33z,0.75
2024/03/12T06:38:33z,1.14
2024/03/12T06:40:33z,0.81
2024/03/12T06:42:33z,1.15
2024/03/12T06:44:33z,0.83
2024/03/12T06:46:33z,0.4
2024/03/12T06:48:33z,0.61
2024/03/12T06:50:33z,0.69
2024/03/12T06:52:33z,0.49
2024/03/12T06:54:13z,0.38
2024/03/12T06:56:13z,0.63
2024/03/12T06:58:13z,0.25
2024/03/12T07:00:13z,0.36
2024/03/12T07:02:13z,1
2024/03/12T07:04:13z,0.88
2024/03/12T07:06:13z,0.76
2024/03/12T07:08:13z,0.68
2024/03/12T07:10:13z,0.6
2024/03/12T07:12:13z,1.6
2024/03/12T07:13:53z,1.98
2024/03/12T07:15:53z,1.22
2024/03/12T07:17:53z,1.07
2024/03/12T07:19:53z,0.68
2024/03/12T07:21:53z,0.92
2024/03/12T07:23:53z,0.47
2024/03/12T07:25:53z,0.43
2024/03/12T07:27:53z,0.95
2024/03/12T07:29:53z,0.49
2024/03/12T07:31:53z,0.63
2024/03/12T07:33:34z,1
2024/03/12T07:35:34z,0.92
2024/03/12T07:37:34z,0.96
2024/03/12T07:39:34z,0.67
2024/03/12T07:41:34z,0.9
2024/03/12T07:43:34z,1.05
2024/03/12T07:45:34z,0.81
2024/03/12T07:47:34z,1.12
2024/03/12T07:49:34z,0.86
2024/03/12T07:51:34z,0.95
2024/03/12T07:53:15z,0.5
2024/03/12T07:55:15z,0.59
2024/03/12T07:57:15z,0.86
2024/03/12T07:59:15z,0.95
2024/03/12T08:01:15z,1.24
2024/03/12T08:03:15z,1.14
2024/03/12T08:05:15z,0.71
2024/03/12T08:07:15z,0.7
2024/03/12T08:09:15z,0.91
2024/03/12T08:11:14z,0.97
2024/03/12T08:12:55z,1.76
2024/03/12T08:14:55z,1.63
2024/03/12T08:16:55z,1.4
2024/03/12T08:18:55z,1.21
2024/03/12T08:20:55z,0.59
2024/03/12T08:22:55z,0.73
2024/03/12T08:24:55z,0.93
2024/03/12T08:26:55z,0.77
2024/03/12T08:28:55z,0.93
2024/03/12T08:30:55z,0.72
2024/03/12T08:32:36z,0.89
2024/03/12T08:34:36z,0.85
2024/03/12T08:36:36z,0.9
2024/03/12T08:38:36z,0.54
2024/03/12T08:40:36z,0.9
2024/03/12T08:42:36z,0.76
2024/03/12T08:44:36z,0.76
2024/03/12T08:46:36z,0.73
2024/03/12T08:48:36z,0.76
2024/03/12T08:50:36z,0.76
2024/03/12T08:52:17z,0.51
2024/03/12T08:54:17z,0.07
2024/03/12T08:56:17z,0.83
2024/03/12T08:58:17z,0.82
2024/03/12T09:00:17z,0.88
2024/03/12T09:02:17z,0.6
2024/03/12T09:04:17z,0.56
2024/03/12T09:06:17z,0.57
2024/03/12T09:08:17z,0.64
2024/03/12T09:10:17z,0.4
2024/03/12T09:11:58z,1.13
2024/03/12T09:13:58z,1.02
2024/03/12T09:15:58z,0.88
2024/03/12T09:17:58z,0.89
2024/03/12T09:19:58z,0.73
2024/03/12T09:21:58z,0.86
2024/03/12T09:23:58z,0.82
2024/03/12T09:25:58z,0.82
2024/03/12T09:27:58z,0.93
2024/03/12T09:29:58z,1.15
2024/03/12T09:31:39z,0.91
2024/03/12T09:33:39z,0.64
2024/03/12T09:35:39z,1
2024/03/12T09:37:39z,0.86
2024/03/12T09:39:39z,0.72
2024/03/12T09:41:39z,0.98
2024/03/12T09:43:39z,0.05
2024/03/12T09:45:39z,0.64
2024/03/12T09:47:39z,1.07
2024/03/12T09:49:39z,1.49
2024/03/12T09:51:20z,0.91
2024/03/12T09:53:20z,1.37
2024/03/12T09:55:20z,1.43
2024/03/12T09:57:20z,0.7
2024/03/12T09:59:20z,1.28
2024/03/12T10:01:20z,1.25
2024/03/12T10:03:20z,1.54
2024/03/12T10:05:20z,1.46
2024/03/12T10:07:20z,1.25
2024/03/12T10:09:20z,0.95
2024/03/12T14:27:37z,1.31
2024/03/12T14:29:37z,1.93
2024/03/12T14:31:37z,0.79
2024/03/12T14:33:37z,0.43
2024/03/12T14:35:37z,1.29
2024/03/12T14:37:37z,0.88
2024/03/12T14:39:37z,0.8
2024/03/12T14:41:37z,1.13
2024/03/12T14:43:37z,0.41
2024/03/12T14:45:37z,0.29
2024/03/12T14:47:18z,0.71
2024/03/12T14:49:18z,0.71
2024/03/12T14:51:18z,0.52
2024/03/12T14:53:18z,0.43
2024/03/12T14:55:18z,0.37
2024/03/12T14:57:18z,0.85
2024/03/12T14:59:18z,0.69
2024/03/12T15:01:18z,0.68
2024/03/12T15:03:18z,0.07
2024/03/12T15:05:18z,0.49
2024/03/12T15:06:59z,0.52
2024/03/12T15:08:59z,0.51
2024/03/12T15:10:59z,0.14
2024/03/12T15:12:59z,0.55
2024/03/12T15:14:59z,0.31
2024/03/12T15:16:59z,0.17
2024/03/12T15:18:59z,0.4
2024/03/12T15:20:59z,0.12
2024/03/12T15:22:59z,0.75
2024/03/12T15:24:59z,0.22
2024/03/12T15:26:39z,0.22
2024/03/12T15:28:39z,0.32
2024/03/12T15:30:39z,0.11
2024/03/12T15:32:39z,0.37
2024/03/12T15:34:39z,0.44
2024/03/12T15:36:39z,0.29
2024/03/12T15:38:39z,0.03
2024/03/12T15:40:39z,0.39
2024/03/12T15:42:39z,0.29
2024/03/12T15:44:39z,0.26
2024/03/12T15:46:20z,0.2
2024/03/12T15:48:20z,0.5
2024/03/12T15:50:20z,0.28
2024/03/12T15:52:20z,0.25
2024/03/12T15:54:20z,0.36
2024/03/12T15:56:20z,0.29
2024/03/12T15:58:20z,0.42
2024/03/12T16:00:20z,0.18
2024/03/12T16:02:20z,0.14
2024/03/12T16:04:20z,0.41
2024/03/12T16:06:01z,0.46
2024/03/12T16:08:01z,0.24
2024/03/12T16:10:01z,0.26
2024/03/12T16:12:01z,0.09
2024/03/12T16:14:01z,0.09
2024/03/12T16:16:01z,0.32
2024/03/12T16:18:01z,0.26
2024/03/12T16:20:01z,0.72
2024/03/12T16:22:01z,0.29
2024/03/12T16:24:01z,0.33
2024/03/12T16:25:41z,0.71
2024/03/12T16:27:41z,0.76
2024/03/12T16:29:41z,0.18
2024/03/12T16:31:41z,0.27
2024/03/12T16:33:41z,0.14
2024/03/12T16:35:41z,0.3
2024/03/12T16:37:41z,0.07
2024/03/12T16:39:41z,0.51
2024/03/12T16:41:41z,0.22
2024/03/12T16:43:41z,0.08
2024/03/12T16:45:21z,0.57
2024/03/12T16:47:21z,0.08
2024/03/12T16:49:21z,0.46
2024/03/12T16:51:21z,0.91
2024/03/12T16:53:21z,0.41
2024/03/12T16:55:21z,0.53
2024/03/12T16:57:21z,0.5
2024/03/12T16:59:21z,0.4
2024/03/12T17:01:21z,0
2024/03/12T17:03:21z,0.05
2024/03/12T17:05:01z,0.44
2024/03/12T17:07:01z,0.2
2024/03/12T17:09:01z,0.57
2024/03/12T17:11:01z,0.39
2024/03/12T17:13:01z,0.12
2024/03/12T17:15:01z,0.1
2024/03/12T17:17:01z,0
2024/03/12T17:19:01z,0.02
2024/03/12T17:21:01z,0.17
2024/03/12T17:23:01z,0
2024/03/12T17:24:42z,0.16
2024/03/12T17:26:42z,0.02
2024/03/12T17:28:42z,0
2024/03/12T17:30:42z,0.02
2024/03/12T17:32:42z,0.14
2024/03/12T17:34:42z,0.19
2024/03/12T17:36:42z,0.16
2024/03/12T17:38:42z,0.12
2024/03/12T17:40:42z,0.47
2024/03/12T17:42:42z,0
2024/03/12T17:44:22z,0.18
2024/03/12T17:46:22z,0.42
2024/03/12T17:48:22z,0
2024/03/12T17:50:22z,0.36
2024/03/12T17:52:22z,0.02
2024/03/12T17:54:22z,0.17
2024/03/12T17:56:22z,0
2024/03/12T17:58:22z,0.07
2024/03/12T18:00:22z,0.12
2024/03/12T18:02:22z,0
2024/03/12T18:04:03z,0.57
2024/03/12T18:06:03z,0.14
2024/03/12T18:08:03z,0.07
2024/03/12T18:10:03z,0.38
2024/03/12T18:12:03z,0.19
2024/03/12T18:14:03z,0
2024/03/12T18:16:03z,0.12
2024/03/12T18:18:03z,0.04
2024/03/12T18:20:03z,0.33
2024/03/12T18:22:03z,0.1
2024/03/12T18:23:43z,0
2024/03/12T18:25:43z,0.1
2024/03/12T18:27:43z,0.11
2024/03/12T18:29:43z,0.33
2024/03/12T18:31:43z,0.18
2024/03/12T18:33:43z,0.33
2024/03/12T18:35:43z,0.07
2024/03/12T18:37:43z,0.52
2024/03/12T18:39:43z,0.05
2024/03/12T18:41:43z,0.2
2024/03/12T18:43:24z,0.04
2024/03/12T18:45:24z,0.02
2024/03/12T18:47:24z,0
2024/03/12T18:49:24z,0.04
2024/03/12T18:51:24z,0.25
2024/03/12T18:53:24z,0
2024/03/12T18:55:24z,0.53
2024/03/12T18:57:24z,0.25
2024/03/12T18:59:24z,0.44
2024/03/12T19:01:24z,0.37
2024/03/12T19:03:05z,0
2024/03/12T19:05:05z,0.08
2024/03/12T19:07:05z,0.26
2024/03/12T19:09:05z,0.11
2024/03/12T19:11:05z,0.5
2024/03/12T19:13:05z,0
2024/03/12T19:15:05z,0.07
2024/03/12T19:17:05z,0.02
2024/03/12T19:19:05z,0.17
2024/03/12T19:21:05z,0.12
2024/03/12T19:22:45z,0
2024/03/12T19:24:45z,0.29
2024/03/12T19:26:45z,0.19
2024/03/12T19:28:45z,0.16
2024/03/12T19:30:45z,0
2024/03/12T19:32:45z,0.09
2024/03/12T19:34:45z,0.33
2024/03/12T19:36:45z,0.29
2024/03/12T19:38:45z,0.34
2024/03/12T19:40:45z,0.43
2024/03/12T19:42:26z,0.17
2024/03/12T19:44:26z,0.22
2024/03/12T19:46:26z,0.42
2024/03/12T19:48:26z,0.11
2024/03/12T19:50:26z,0.39
2024/03/12T19:52:26z,0.18
2024/03/12T19:54:26z,0.07
2024/03/12T19:56:26z,0.32
2024/03/12T19:58:26z,0.26
2024/03/12T20:00:26z,0.02
2024/03/12T20:02:06z,0.13
2024/03/12T20:04:06z,0.02
2024/03/12T20:06:06z,0.04
2024/03/12T20:08:06z,0
2024/03/12T20:10:06z,0.22
2024/03/12T20:12:06z,0.02
2024/03/12T20:14:06z,0
2024/03/12T20:16:06z,0
2024/03/12T20:18:06z,0
2024/03/12T20:20:06z,0
2024/03/12T20:21:46z,0
2024/03/12T20:23:46z,0.1
2024/03/12T20:25:46z,0.16
2024/03/12T20:27:46z,0
2024/03/12T20:29:46z,0
2024/03/12T20:31:46z,0.03
2024/03/12T20:33:46z,0
2024/03/12T20:35:46z,0
2024/03/12T20:37:46z,0.03
2024/03/12T20:39:46z,0
2024/03/12T20:41:27z,0
2024/03/12T20:43:27z,0.07
2024/03/12T20:45:27z,0
2024/03/12T20:47:27z,0
2024/03/12T20:49:27z,0
2024/03/12T20:51:27z,0
2024/03/12T20:53:27z,0
2024/03/12T20:55:27z,0
2024/03/12T20:57:27z,0
2024/03/12T20:59:27z,0
2024/03/12T21:01:08z,0
2024/03/12T21:03:08z,0
2024/03/12T21:05:08z,0
2024/03/12T21:07:08z,0
2024/03/12T21:09:08z,0
2024/03/12T21:11:08z,0
2024/03/12T21:13:08z,0
2024/03/12T21:15:08z,0
2024/03/12T21:17:08z,0.26
2024/03/12T21:19:08z,0
2024/03/12T21:20:49z,0
2024/03/12T21:22:49z,0
2024/03/12T21:24:49z,0
2024/03/12T21:26:49z,0
2024/03/12T21:28:49z,0
2024/03/12T21:30:49z,0
2024/03/12T21:32:49z,0
2024/03/12T21:34:49z,0
2024/03/12T21:36:49z,0
2024/03/12T21:38:49z,0
2024/03/12T21:40:31z,0
2024/03/12T21:42:31z,0
2024/03/12T21:44:31z,0
2024/03/12T21:46:31z,0
2024/03/12T21:48:31z,0
2024/03/12T21:50:31z,0
2024/03/12T21:52:31z,0
2024/03/12T21:54:31z,0
2024/03/12T21:56:31z,0
2024/03/12T21:58:31z,0
2024/03/12T22:00:11z,0
2024/03/12T22:02:11z,0
2024/03/12T22:04:11z,0
2024/03/12T22:06:11z,0
2024/03/12T22:08:11z,0
2024/03/12T22:10:11z,0.08
2024/03/12T22:12:11z,0
2024/03/12T22:14:11z,0
2024/03/12T22:16:11z,0
2024/03/12T22:18:11z,0
2024/03/12T22:19:51z,0
2024/03/12T22:21:51z,0
2024/03/12T22:23:51z,0
2024/03/12T22:25:51z,0
2024/03/12T22:27:51z,0
2024/03/12T22:29:51z,0
2024/03/12T22:31:51z,0
2024/03/12T22:33:51z,0
2024/03/12T22:35:51z,0
2024/03/12T22:37:51z,0
2024/03/12T22:39:32z,0
2024/03/12T22:41:32z,0
2024/03/12T22:43:32z,0
2024/03/12T22:45:32z,0
2024/03/12T22:47:32z,0
2024/03/12T22:49:32z,0
2024/03/12T22:51:32z,0
2024/03/12T22:53:32z,0
2024/03/12T22:55:32z,0
2024/03/12T22:57:32z,0
2024/03/12T22:59:13z,0
2024/03/12T23:01:13z,0.03
2024/03/12T23:03:13z,0
2024/03/12T23:05:13z,0
2024/03/12T23:07:13z,0
2024/03/12T23:09:13z,0.07
2024/03/12T23:11:13z,0.12
2024/03/12T23:13:13z,0.3
2024/03/12T23:15:13z,0
2024/03/12T23:17:13z,0
2024/03/12T23:18:54z,0
2024/03/12T23:20:54z,0
2024/03/12T23:22:54z,0.07
2024/03/12T23:24:54z,0
2024/03/12T23:26:54z,0.17
2024/03/12T23:28:54z,0.09
2024/03/12T23:30:54z,0.09
2024/03/12T23:32:54z,0.45
2024/03/12T23:34:54z,0.02
2024/03/12T23:36:54z,0.4
2024/03/12T23:38:35z,0.17
2024/03/12T23:40:35z,0.47
2024/03/12T23:42:35z,0.11
2024/03/12T23:44:35z,0
2024/03/12T23:46:35z,0
2024/03/12T23:48:35z,0.05
2024/03/12T23:50:35z,0.04
2024/03/12T23:52:35z,0
2024/03/12T23:54:35z,0
2024/03/12T23:56:35z,0.05
2024/03/12T23:58:15z,0.09
