UTCDateTime,pm2_5_atm
2024/03/14T00:01:19z,0.04
2024/03/14T00:03:19z,0.03
2024/03/14T00:05:19z,0
2024/03/14T00:07:19z,0.05
2024/03/14T00:09:19z,0.25
2024/03/14T00:11:19z,0.14
2024/03/14T00:13:19z,0
2024/03/14T00:15:00z,0.02
2024/03/14T00:17:00z,0.05
2024/03/14T00:19:00z,0.16
2024/03/14T00:21:00z,0
2024/03/14T00:23:00z,0.26
2024/03/14T00:25:00z,0.17
2024/03/14T00:27:00z,0.46
2024/03/14T00:29:00z,0.4
2024/03/14T00:31:00z,0.03
2024/03/14T00:33:00z,0.17
2024/03/14T00:34:41z,0.18
2024/03/14T00:36:41z,0
2024/03/14T00:38:41z,0
2024/03/14T00:40:41z,0
2024/03/14T00:42:41z,0
2024/03/14T00:44:41z,0.05
2024/03/14T00:46:41z,0
2024/03/14T00:48:41z,0
2024/03/14T00:50:41z,0.17
2024/03/14T00:52:41z,0
2024/03/14T00:54:21z,0.11
2024/03/14T00:56:21z,0.08
2024/03/14T00:58:21z,0.14
2024/03/14T01:00:21z,0.11
2024/03/14T01:02:21z,0.2
2024/03/14T01:04:21z,0
2024/03/14T01:06:21z,0
2024/03/14T01:08:21z,0.18
2024/03/14T01:10:21z,0.09
2024/03/14T01:12:21z,0.02
2024/03/14T01:14:02z,0.04
2024/03/14T01:16:02z,0
2024/03/14T01:18:02z,0
2024/03/14T01:20:02z,0.25
2024/03/14T01:22:02z,0.46
2024/03/14T01:24:02z,0.14
2024/03/14T01:26:02z,0.05
2024/03/14T01:28:02z,0
2024/03/14T01:30:02z,0.34
2024/03/14T01:32:02z,0.22
2024/03/14T01:33:42z,0.29
2024/03/14T01:35:42z,0.12
2024/03/14T01:37:42z,0.12
2024/03/14T01:39:42z,0.14
2024/03/14T01:41:42z,0.12
2024/03/14T01:43:42z,0
2024/03/14T01:45:42z,0.05
2024/03/14T01:47:42z,0
2024/03/14T01:49:42z,0.03
2024/03/14T01:51:42z,0
2024/03/14T01:53:23z,0.33
2024/03/14T01:55:23z,0.19
2024/03/14T01:57:23z,0.12
2024/03/14T01:59:23z,0
2024/03/14T02:01:23z,0.08
2024/03/14T02:03:23z,0.07
2024/03/14T02:05:23z,0
2024/03/14T02:07:23z,0.05
2024/03/14T02:09:23z,0.03
2024/03/14T02:11:23z,0.2
2024/03/14T02:13:03z,0.22
2024/03/14T02:15:03z,0.08
2024/03/14T02:17:03z,0.11
2024/03/14T02:19:03z,0.07
2024/03/14T02:21:03z,0
2024/03/14T02:23:03z,0
2024/03/14T02:25:03z,0
2024/03/14T02:27:03z,0.07
2024/03/14T02:29:03z,0.31
2024/03/14T02:31:03z,0.17
2024/03/14T02:32:44z,0.2
2024/03/14T02:34:44z,0.17
2024/03/14T02:36:44z,0.21
2024/03/14T02:38:44z,0.04
2024/03/14T02:40:44z,0
2024/03/14T02:42:44z,0.32
2024/03/14T02:44:44z,0.63
2024/03/14T02:46:44z,0.51
2024/03/14T02:48:44z,0.1
2024/03/14T02:50:44z,0.09
2024/03/14T02:52:24z,0.28
2024/03/14T02:54:24z,0.57
2024/03/14T02:56:24z,0
2024/03/14T02:58:24z,0.09
2024/03/14T03:00:24z,0.05
2024/03/14T03:02:24z,0.34
2024/03/14T03:04:24z,0.63
2024/03/14T03:06:24z,0.09
2024/03/14T03:08:24z,0.51
2024/03/14T03:10:24z,0.34
2024/03/14T03:12:05z,0.44
2024/03/14T03:14:05z,0.34
2024/03/14T03:16:05z,0
2024/03/14T03:18:05z,0.07
2024/03/14T03:20:05z,0.42
2024/03/14T03:22:05z,0.45
2024/03/14T03:24:05z,0.52
2024/03/14T03:26:05z,0.12
2024/03/14T03:28:05z,0.26
2024/03/14T03:30:05z,0.37
2024/03/14T03:31:46z,1.09
2024/03/14T03:33:46z,0.98
2024/03/14T03:35:46z,0.79
2024/03/14T03:37:46z,1.07
2024/03/14T03:39:46z,0.8
2024/03/14T03:41:46z,0.8
2024/03/14T03:43:46z,0.88
2024/03/14T03:45:46z,0.48
2024/03/14T03:47:46z,0.59
2024/03/14T03:49:46z,0.4
2024/03/14T03:51:26z,0.47
2024/03/14T03:53:26z,0.29
2024/03/14T03:55:26z,0.54
2024/03/14T03:57:26z,0.41
2024/03/14T03:59:26z,0.5
2024/03/14T04:01:26z,0.56
2024/03/14T04:03:26z,0.41
2024/03/14T04:05:26z,0.11
2024/03/14T04:07:26z,0.43
2024/03/14T04:09:26z,0.73
2024/03/14T04:11:06z,0.15
2024/03/14T04:13:06z,0.63
2024/03/14T04:15:06z,0.81
2024/03/14T04:17:06z,0.04
2024/03/14T04:19:06z,0.63
2024/03/14T04:21:06z,0.53
2024/03/14T04:23:06z,0.14
2024/03/14T04:25:06z,0.43
2024/03/14T04:27:06z,0.16
2024/03/14T04:29:06z,0.83
2024/03/14T04:30:47z,0.61
2024/03/14T04:32:47z,0.53
2024/03/14T04:34:47z,0.35
2024/03/14T04:36:47z,0.65
2024/03/14T04:38:47z,0.72
2024/03/14T04:40:47z,0.69
2024/03/14T04:42:47z,0.46
2024/03/14T04:44:47z,0.46
2024/03/14T04:46:47z,0.16
2024/03/14T04:48:47z,0.23
2024/03/14T04:50:27z,0.24
2024/03/14T04:52:27z,0
2024/03/14T04:54:27z,0.19
2024/03/14T04:56:27z,0.56
2024/03/14T04:58:27z,0.34
2024/03/14T05:00:27z,0.25
2024/03/14T05:02:27z,0
2024/03/14T05:04:27z,0
2024/03/14T05:06:27z,0.08
2024/03/14T05:08:27z,0.08
2024/03/14T05:10:07z,0.46
2024/03/14T05:12:07z,0.02
2024/03/14T05:14:07z,0.23
2024/03/14T05:16:07z,0.07
2024/03/14T05:18:07z,0.16
2024/03/14T05:20:07z,0.25
2024/03/14T05:22:07z,0.23
2024/03/14T05:24:07z,0.41
2024/03/14T05:26:07z,0.16
2024/03/14T05:28:07z,0.2
2024/03/14T05:29:48z,0.51
2024/03/14T05:31:48z,0.51
2024/03/14T05:33:47z,0.36
2024/03/14T05:35:47z,0.12
2024/03/14T05:37:47z,0.3
2024/03/14T05:39:47z,0.14
2024/03/14T05:41:47z,0.14
2024/03/14T05:43:47z,0.42
2024/03/14T05:45:47z,0.09
2024/03/14T05:47:47z,0.66
2024/03/14T05:49:29z,0
2024/03/14T05:51:29z,0.02
2024/03/14T05:53:29z,0.19
2024/03/14T05:55:29z,0
2024/03/14T05:57:29z,0.27
2024/03/14T05:59:29z,0.58
2024/03/14T06:01:29z,0.63
2024/03/14T06:03:29z,0.48
2024/03/14T06:05:29z,0.26
2024/03/14T06:07:29z,0.14
2024/03/14T06:09:10z,0.43
2024/03/14T06:11:10z,0.15
2024/03/14T06:13:10z,0.25
2024/03/14T06:15:10z,0.52
2024/03/14T06:17:10z,0.05
2024/03/14T06:19:10z,0.19
2024/03/14T06:21:10z,0.21
2024/03/14T06:23:10z,0.19
2024/03/14T06:25:10z,0.31
2024/03/14T06:27:10z,0.24
2024/03/14T06:28:50z,0.4
2024/03/14T06:30:50z,0.69
2024/03/14T06:32:50z,0.26
2024/03/14T06:34:50z,0.43
2024/03/14T06:36:50z,0.41
2024/03/14T06:38:50z,0.47
2024/03/14T06:40:50z,0.64
2024/03/14T06:42:50z,0.39
2024/03/14T06:44:50z,0.38
2024/03/14T06:46:50z,0.73
2024/03/14T06:48:30z,0
2024/03/14T06:50:30z,0.24
2024/03/14T06:52:30z,0.25
2024/03/14T06:54:30z,0.16
2024/03/14T06:56:30z,0.63
2024/03/14T06:58:30z,0.05
2024/03/14T07:00:30z,0.17
2024/03/14T07:02:30z,0.62
