UTCDateTime,pm2_5_atm
2024/03/17T00:01:15z,0.95
2024/03/17T00:03:15z,0.53
2024/03/17T00:05:15z,0.75
2024/03/17T00:06:57z,0.96
2024/03/17T00:08:57z,0.9
2024/03/17T00:10:57z,1.19
2024/03/17T00:12:57z,0.93
2024/03/17T00:14:57z,0.44
2024/03/17T00:16:57z,0.86
2024/03/17T00:18:57z,0.98
2024/03/17T00:20:57z,0.62
2024/03/17T00:22:57z,1.1
2024/03/17T00:24:57z,1.72
2024/03/17T00:26:38z,1.47
2024/03/17T00:28:38z,0.66
2024/03/17T00:30:38z,1.33
2024/03/17T00:32:38z,0.57
2024/03/17T00:34:38z,0.98
2024/03/17T00:36:38z,0.56
2024/03/17T00:38:38z,1.46
2024/03/17T00:40:38z,0.48
2024/03/17T00:42:38z,1.07
2024/03/17T00:44:38z,1.19
2024/03/17T00:46:18z,0.87
2024/03/17T00:48:18z,0.68
2024/03/17T00:50:18z,1.05
2024/03/17T00:52:18z,0.43
2024/03/17T00:54:18z,0.76
2024/03/17T00:56:18z,1.25
2024/03/17T00:58:18z,1.59
2024/03/17T01:00:18z,0.91
2024/03/17T01:02:18z,0.95
2024/03/17T01:04:18z,0.95
2024/03/17T01:05:59z,0.98
2024/03/17T01:07:59z,0.98
2024/03/17T01:09:59z,1.66
2024/03/17T01:11:59z,1.39
2024/03/17T01:13:59z,1.1
2024/03/17T01:15:59z,1.07
2024/03/17T01:17:59z,1.66
2024/03/17T01:19:59z,0.54
2024/03/17T01:21:59z,0.95
2024/03/17T01:23:59z,1.78
2024/03/17T01:25:40z,1.57
2024/03/17T01:27:40z,1.33
2024/03/17T01:29:40z,1.39
2024/03/17T01:31:40z,1.44
2024/03/17T01:33:40z,1.29
2024/03/17T01:35:40z,1.03
2024/03/17T01:37:40z,1.36
2024/03/17T01:39:40z,0.66
2024/03/17T01:41:40z,1.02
2024/03/17T01:43:40z,0.95
2024/03/17T01:45:20z,1.36
2024/03/17T01:47:20z,0.65
2024/03/17T01:49:20z,0.79
2024/03/17T01:51:20z,0.71
2024/03/17T01:53:20z,0.98
2024/03/17T01:55:20z,0.59
2024/03/17T01:57:20z,0.4
2024/03/17T01:59:20z,1.23
2024/03/17T02:01:20z,0.78
2024/03/17T02:03:20z,1.1
2024/03/17T02:05:01z,0.71
2024/03/17T02:07:01z,0.66
2024/03/17T02:09:01z,0.72
2024/03/17T02:11:01z,0.48
2024/03/17T02:13:01z,0.25
2024/03/17T02:15:01z,0.52
2024/03/17T02:17:01z,0.19
2024/03/17T02:19:01z,0.45
2024/03/17T02:21:01z,0.05
2024/03/17T02:23:01z,0.15
2024/03/17T02:24:42z,0.26
2024/03/17T02:26:42z,0.17
2024/03/17T02:28:42z,0.19
